,mix,n_src,length,s1,s2
10,2speakers/wav8k/min/tr/mix/011a0106_2.33_01mo0317_-2.33.wav,2,44990,2speakers/wav8k/min/tr/s1/011a0106_2.33_01mo0317_-2.33.wav,2speakers/wav8k/min/tr/s2/011a0106_2.33_01mo0317_-2.33.wav
11,2speakers/wav8k/min/tr/mix/011a0107_0.12579_409o030v_-0.12579.wav,2,46045,2speakers/wav8k/min/tr/s1/011a0107_0.12579_409o030v_-0.12579.wav,2speakers/wav8k/min/tr/s2/011a0107_0.12579_409o030v_-0.12579.wav
12,2speakers/wav8k/min/tr/mix/011a0107_0.40216_20lo010l_-0.40216.wav,2,46045,2speakers/wav8k/min/tr/s1/011a0107_0.40216_20lo010l_-0.40216.wav,2speakers/wav8k/min/tr/s2/011a0107_0.40216_20lo010l_-0.40216.wav
13,2speakers/wav8k/min/tr/mix/011a0107_0.64417_20oa0111_-0.64417.wav,2,39520,2speakers/wav8k/min/tr/s1/011a0107_0.64417_20oa0111_-0.64417.wav,2speakers/wav8k/min/tr/s2/011a0107_0.64417_20oa0111_-0.64417.wav
14,2speakers/wav8k/min/tr/mix/011a0108_0.97789_407c021i_-0.97789.wav,2,23481,2speakers/wav8k/min/tr/s1/011a0108_0.97789_407c021i_-0.97789.wav,2speakers/wav8k/min/tr/s2/011a0108_0.97789_407c021i_-0.97789.wav
15,2speakers/wav8k/min/tr/mix/011a0109_0.72178_025a010a_-0.72178.wav,2,44605,2speakers/wav8k/min/tr/s1/011a0109_0.72178_025a010a_-0.72178.wav,2speakers/wav8k/min/tr/s2/011a0109_0.72178_025a010a_-0.72178.wav
16,2speakers/wav8k/min/tr/mix/011a0109_1.6622_01oo0306_-1.6622.wav,2,44605,2speakers/wav8k/min/tr/s1/011a0109_1.6622_01oo0306_-1.6622.wav,2speakers/wav8k/min/tr/s2/011a0109_1.6622_01oo0306_-1.6622.wav
17,2speakers/wav8k/min/tr/mix/011a010a_0.53203_02ea010q_-0.53203.wav,2,42261,2speakers/wav8k/min/tr/s1/011a010a_0.53203_02ea010q_-0.53203.wav,2speakers/wav8k/min/tr/s2/011a010a_0.53203_02ea010q_-0.53203.wav
18,2speakers/wav8k/min/tr/mix/011a010b_0.32762_20ea0110_-0.32762.wav,2,40762,2speakers/wav8k/min/tr/s1/011a010b_0.32762_20ea0110_-0.32762.wav,2speakers/wav8k/min/tr/s2/011a010b_0.32762_20ea0110_-0.32762.wav
19,2speakers/wav8k/min/tr/mix/011a010c_1.0926_01oo030x_-1.0926.wav,2,43207,2speakers/wav8k/min/tr/s1/011a010c_1.0926_01oo030x_-1.0926.wav,2speakers/wav8k/min/tr/s2/011a010c_1.0926_01oo030x_-1.0926.wav
20,2speakers/wav8k/min/tr/mix/011a010c_2.1776_01tc021c_-2.1776.wav,2,43207,2speakers/wav8k/min/tr/s1/011a010c_2.1776_01tc021c_-2.1776.wav,2speakers/wav8k/min/tr/s2/011a010c_2.1776_01tc021c_-2.1776.wav
21,2speakers/wav8k/min/tr/mix/011a010h_0.20607_01jo030h_-0.20607.wav,2,43855,2speakers/wav8k/min/tr/s1/011a010h_0.20607_01jo030h_-0.20607.wav,2speakers/wav8k/min/tr/s2/011a010h_0.20607_01jo030h_-0.20607.wav
22,2speakers/wav8k/min/tr/mix/011a010h_1.4947_02aa0114_-1.4947.wav,2,43855,2speakers/wav8k/min/tr/s1/011a010h_1.4947_02aa0114_-1.4947.wav,2speakers/wav8k/min/tr/s2/011a010h_1.4947_02aa0114_-1.4947.wav
23,2speakers/wav8k/min/tr/mix/011a010k_1.6927_01mc0214_-1.6927.wav,2,33950,2speakers/wav8k/min/tr/s1/011a010k_1.6927_01mc0214_-1.6927.wav,2speakers/wav8k/min/tr/s2/011a010k_1.6927_01mc0214_-1.6927.wav
24,2speakers/wav8k/min/tr/mix/011a010l_1.9668_40gc020r_-1.9668.wav,2,40485,2speakers/wav8k/min/tr/s1/011a010l_1.9668_40gc020r_-1.9668.wav,2speakers/wav8k/min/tr/s2/011a010l_1.9668_40gc020r_-1.9668.wav
25,2speakers/wav8k/min/tr/mix/011a010m_1.7409_02ao031a_-1.7409.wav,2,41976,2speakers/wav8k/min/tr/s1/011a010m_1.7409_02ao031a_-1.7409.wav,2speakers/wav8k/min/tr/s2/011a010m_1.7409_02ao031a_-1.7409.wav
26,2speakers/wav8k/min/tr/mix/011a010m_2.2512_01mo0308_-2.2512.wav,2,41976,2speakers/wav8k/min/tr/s1/011a010m_2.2512_01mo0308_-2.2512.wav,2speakers/wav8k/min/tr/s2/011a010m_2.2512_01mo0308_-2.2512.wav
27,2speakers/wav8k/min/tr/mix/011a010n_1.1304_209a010m_-1.1304.wav,2,34400,2speakers/wav8k/min/tr/s1/011a010n_1.1304_209a010m_-1.1304.wav,2speakers/wav8k/min/tr/s2/011a010n_1.1304_209a010m_-1.1304.wav
28,2speakers/wav8k/min/tr/mix/011a010n_1.5827_20fc010p_-1.5827.wav,2,31040,2speakers/wav8k/min/tr/s1/011a010n_1.5827_20fc010p_-1.5827.wav,2speakers/wav8k/min/tr/s2/011a010n_1.5827_20fc010p_-1.5827.wav
29,2speakers/wav8k/min/tr/mix/011a010o_0.46224_40kc020l_-0.46224.wav,2,40653,2speakers/wav8k/min/tr/s1/011a010o_0.46224_40kc020l_-0.46224.wav,2speakers/wav8k/min/tr/s2/011a010o_0.46224_40kc020l_-0.46224.wav
30,2speakers/wav8k/min/tr/mix/011a010o_1.4169_20fa010m_-1.4169.wav,2,31200,2speakers/wav8k/min/tr/s1/011a010o_1.4169_20fa010m_-1.4169.wav,2speakers/wav8k/min/tr/s2/011a010o_1.4169_20fa010m_-1.4169.wav
31,2speakers/wav8k/min/tr/mix/011a010o_1.4977_20ma0112_-1.4977.wav,2,40653,2speakers/wav8k/min/tr/s1/011a010o_1.4977_20ma0112_-1.4977.wav,2speakers/wav8k/min/tr/s2/011a010o_1.4977_20ma0112_-1.4977.wav
32,2speakers/wav8k/min/tr/mix/011a010q_1.159_013a0102_-1.159.wav,2,39236,2speakers/wav8k/min/tr/s1/011a010q_1.159_013a0102_-1.159.wav,2speakers/wav8k/min/tr/s2/011a010q_1.159_013a0102_-1.159.wav
33,2speakers/wav8k/min/tr/mix/011a010s_0.45575_01io030q_-0.45575.wav,2,45192,2speakers/wav8k/min/tr/s1/011a010s_0.45575_01io030q_-0.45575.wav,2speakers/wav8k/min/tr/s2/011a010s_0.45575_01io030q_-0.45575.wav
34,2speakers/wav8k/min/tr/mix/011a010s_1.4286_40ec020m_-1.4286.wav,2,27881,2speakers/wav8k/min/tr/s1/011a010s_1.4286_40ec020m_-1.4286.wav,2speakers/wav8k/min/tr/s2/011a010s_1.4286_40ec020m_-1.4286.wav
35,2speakers/wav8k/min/tr/mix/011a010s_1.7376_01ro0308_-1.7376.wav,2,29798,2speakers/wav8k/min/tr/s1/011a010s_1.7376_01ro0308_-1.7376.wav,2speakers/wav8k/min/tr/s2/011a010s_1.7376_01ro0308_-1.7376.wav
36,2speakers/wav8k/min/tr/mix/011a010t_1.0641_209a010e_-1.0641.wav,2,45760,2speakers/wav8k/min/tr/s1/011a010t_1.0641_209a010e_-1.0641.wav,2speakers/wav8k/min/tr/s2/011a010t_1.0641_209a010e_-1.0641.wav
37,2speakers/wav8k/min/tr/mix/011a010t_1.4301_013o0309_-1.4301.wav,2,47277,2speakers/wav8k/min/tr/s1/011a010t_1.4301_013o0309_-1.4301.wav,2speakers/wav8k/min/tr/s2/011a010t_1.4301_013o0309_-1.4301.wav
38,2speakers/wav8k/min/tr/mix/011a010t_2.2155_028o030z_-2.2155.wav,2,47277,2speakers/wav8k/min/tr/s1/011a010t_2.2155_028o030z_-2.2155.wav,2speakers/wav8k/min/tr/s2/011a010t_2.2155_028o030z_-2.2155.wav
39,2speakers/wav8k/min/tr/mix/011a010v_0.51113_40mo030j_-0.51113.wav,2,43649,2speakers/wav8k/min/tr/s1/011a010v_0.51113_40mo030j_-0.51113.wav,2speakers/wav8k/min/tr/s2/011a010v_0.51113_40mo030j_-0.51113.wav
40,2speakers/wav8k/min/tr/mix/011a010w_0.30008_01fo0317_-0.30008.wav,2,43206,2speakers/wav8k/min/tr/s1/011a010w_0.30008_01fo0317_-0.30008.wav,2speakers/wav8k/min/tr/s2/011a010w_0.30008_01fo0317_-0.30008.wav
41,2speakers/wav8k/min/tr/mix/011a010w_0.93525_02ac020i_-0.93525.wav,2,43206,2speakers/wav8k/min/tr/s1/011a010w_0.93525_02ac020i_-0.93525.wav,2speakers/wav8k/min/tr/s2/011a010w_0.93525_02ac020i_-0.93525.wav
42,2speakers/wav8k/min/tr/mix/011a010x_0.78142_01xa010a_-0.78142.wav,2,38478,2speakers/wav8k/min/tr/s1/011a010x_0.78142_01xa010a_-0.78142.wav,2speakers/wav8k/min/tr/s2/011a010x_0.78142_01xa010a_-0.78142.wav
43,2speakers/wav8k/min/tr/mix/011a010x_1.5508_406o0307_-1.5508.wav,2,33636,2speakers/wav8k/min/tr/s1/011a010x_1.5508_406o0307_-1.5508.wav,2speakers/wav8k/min/tr/s2/011a010x_1.5508_406o0307_-1.5508.wav
44,2speakers/wav8k/min/tr/mix/011a010y_0.30525_405o031c_-0.30525.wav,2,41728,2speakers/wav8k/min/tr/s1/011a010y_0.30525_405o031c_-0.30525.wav,2speakers/wav8k/min/tr/s2/011a010y_0.30525_405o031c_-0.30525.wav
45,2speakers/wav8k/min/tr/mix/011a010y_1.0779_01zo0304_-1.0779.wav,2,41728,2speakers/wav8k/min/tr/s1/011a010y_1.0779_01zo0304_-1.0779.wav,2speakers/wav8k/min/tr/s2/011a010y_1.0779_01zo0304_-1.0779.wav
46,2speakers/wav8k/min/tr/mix/011a010z_0.58272_20bc010m_-0.58272.wav,2,41269,2speakers/wav8k/min/tr/s1/011a010z_0.58272_20bc010m_-0.58272.wav,2speakers/wav8k/min/tr/s2/011a010z_0.58272_20bc010m_-0.58272.wav
47,2speakers/wav8k/min/tr/mix/011a010z_1.1378_20jc010b_-1.1378.wav,2,27840,2speakers/wav8k/min/tr/s1/011a010z_1.1378_20jc010b_-1.1378.wav,2speakers/wav8k/min/tr/s2/011a010z_1.1378_20jc010b_-1.1378.wav
48,2speakers/wav8k/min/tr/mix/011a010z_1.2644_40ca0112_-1.2644.wav,2,34388,2speakers/wav8k/min/tr/s1/011a010z_1.2644_40ca0112_-1.2644.wav,2speakers/wav8k/min/tr/s2/011a010z_1.2644_40ca0112_-1.2644.wav
49,2speakers/wav8k/min/tr/mix/011a0110_0.067823_20so0103_-0.067823.wav,2,39706,2speakers/wav8k/min/tr/s1/011a0110_0.067823_20so0103_-0.067823.wav,2speakers/wav8k/min/tr/s2/011a0110_0.067823_20so0103_-0.067823.wav
50,2speakers/wav8k/min/tr/mix/011a0110_0.91119_40pc0215_-0.91119.wav,2,37115,2speakers/wav8k/min/tr/s1/011a0110_0.91119_40pc0215_-0.91119.wav,2speakers/wav8k/min/tr/s2/011a0110_0.91119_40pc0215_-0.91119.wav
51,2speakers/wav8k/min/tr/mix/011a0111_0.70984_020o031a_-0.70984.wav,2,45415,2speakers/wav8k/min/tr/s1/011a0111_0.70984_020o031a_-0.70984.wav,2speakers/wav8k/min/tr/s2/011a0111_0.70984_020o031a_-0.70984.wav
52,2speakers/wav8k/min/tr/mix/011a0111_1.2115_014a010c_-1.2115.wav,2,32647,2speakers/wav8k/min/tr/s1/011a0111_1.2115_014a010c_-1.2115.wav,2speakers/wav8k/min/tr/s2/011a0111_1.2115_014a010c_-1.2115.wav
53,2speakers/wav8k/min/tr/mix/011a0113_1.1734_40cc020c_-1.1734.wav,2,34923,2speakers/wav8k/min/tr/s1/011a0113_1.1734_40cc020c_-1.1734.wav,2speakers/wav8k/min/tr/s2/011a0113_1.1734_40cc020c_-1.1734.wav
54,2speakers/wav8k/min/tr/mix/011a0113_1.412_01qc0207_-1.412.wav,2,34923,2speakers/wav8k/min/tr/s1/011a0113_1.412_01qc0207_-1.412.wav,2speakers/wav8k/min/tr/s2/011a0113_1.412_01qc0207_-1.412.wav
55,2speakers/wav8k/min/tr/mix/011a0113_1.7415_20bc0103_-1.7415.wav,2,21760,2speakers/wav8k/min/tr/s1/011a0113_1.7415_20bc0103_-1.7415.wav,2speakers/wav8k/min/tr/s2/011a0113_1.7415_20bc0103_-1.7415.wav
56,2speakers/wav8k/min/tr/mix/011c0201_1.2094_20no010i_-1.2094.wav,2,52356,2speakers/wav8k/min/tr/s1/011c0201_1.2094_20no010i_-1.2094.wav,2speakers/wav8k/min/tr/s2/011c0201_1.2094_20no010i_-1.2094.wav
57,2speakers/wav8k/min/tr/mix/011c0201_2.2111_40ja0104_-2.2111.wav,2,40624,2speakers/wav8k/min/tr/s1/011c0201_2.2111_40ja0104_-2.2111.wav,2speakers/wav8k/min/tr/s2/011c0201_2.2111_40ja0104_-2.2111.wav
58,2speakers/wav8k/min/tr/mix/011c0201_2.4532_40ko0311_-2.4532.wav,2,52356,2speakers/wav8k/min/tr/s1/011c0201_2.4532_40ko0311_-2.4532.wav,2speakers/wav8k/min/tr/s2/011c0201_2.4532_40ko0311_-2.4532.wav
59,2speakers/wav8k/min/tr/mix/011c0202_0.90461_020o030g_-0.90461.wav,2,55570,2speakers/wav8k/min/tr/s1/011c0202_0.90461_020o030g_-0.90461.wav,2speakers/wav8k/min/tr/s2/011c0202_0.90461_020o030g_-0.90461.wav
60,2speakers/wav8k/min/tr/mix/011c0203_1.9095_20no010f_-1.9095.wav,2,82080,2speakers/wav8k/min/tr/s1/011c0203_1.9095_20no010f_-1.9095.wav,2speakers/wav8k/min/tr/s2/011c0203_1.9095_20no010f_-1.9095.wav
61,2speakers/wav8k/min/tr/mix/011c0203_2.1945_015a010v_-2.1945.wav,2,39684,2speakers/wav8k/min/tr/s1/011c0203_2.1945_015a010v_-2.1945.wav,2speakers/wav8k/min/tr/s2/011c0203_2.1945_015a010v_-2.1945.wav
62,2speakers/wav8k/min/tr/mix/011c0205_0.33163_20cc0104_-0.33163.wav,2,22880,2speakers/wav8k/min/tr/s1/011c0205_0.33163_20cc0104_-0.33163.wav,2speakers/wav8k/min/tr/s2/011c0205_0.33163_20cc0104_-0.33163.wav
63,2speakers/wav8k/min/tr/mix/011c0205_1.2382_028o0318_-1.2382.wav,2,30001,2speakers/wav8k/min/tr/s1/011c0205_1.2382_028o0318_-1.2382.wav,2speakers/wav8k/min/tr/s2/011c0205_1.2382_028o0318_-1.2382.wav
64,2speakers/wav8k/min/tr/mix/011c0205_1.6203_40ao030t_-1.6203.wav,2,30001,2speakers/wav8k/min/tr/s1/011c0205_1.6203_40ao030t_-1.6203.wav,2speakers/wav8k/min/tr/s2/011c0205_1.6203_40ao030t_-1.6203.wav
65,2speakers/wav8k/min/tr/mix/011c0209_0.48532_01rc020x_-0.48532.wav,2,60695,2speakers/wav8k/min/tr/s1/011c0209_0.48532_01rc020x_-0.48532.wav,2speakers/wav8k/min/tr/s2/011c0209_0.48532_01rc020x_-0.48532.wav
66,2speakers/wav8k/min/tr/mix/011c0209_0.7007_01va0101_-0.7007.wav,2,42242,2speakers/wav8k/min/tr/s1/011c0209_0.7007_01va0101_-0.7007.wav,2speakers/wav8k/min/tr/s2/011c0209_0.7007_01va0101_-0.7007.wav
67,2speakers/wav8k/min/tr/mix/011c020a_1.8787_026c020w_-1.8787.wav,2,56787,2speakers/wav8k/min/tr/s1/011c020a_1.8787_026c020w_-1.8787.wav,2speakers/wav8k/min/tr/s2/011c020a_1.8787_026c020w_-1.8787.wav
68,2speakers/wav8k/min/tr/mix/011c020a_2.4355_20aa010u_-2.4355.wav,2,49280,2speakers/wav8k/min/tr/s1/011c020a_2.4355_20aa010u_-2.4355.wav,2speakers/wav8k/min/tr/s2/011c020a_2.4355_20aa010u_-2.4355.wav
69,2speakers/wav8k/min/tr/mix/011c020b_0.91598_403c0203_-0.91598.wav,2,17035,2speakers/wav8k/min/tr/s1/011c020b_0.91598_403c0203_-0.91598.wav,2speakers/wav8k/min/tr/s2/011c020b_0.91598_403c0203_-0.91598.wav
70,2speakers/wav8k/min/tr/mix/011c020d_0.032986_023o0303_-0.032986.wav,2,51859,2speakers/wav8k/min/tr/s1/011c020d_0.032986_023o0303_-0.032986.wav,2speakers/wav8k/min/tr/s2/011c020d_0.032986_023o0303_-0.032986.wav
71,2speakers/wav8k/min/tr/mix/011c020d_0.83408_405o030y_-0.83408.wav,2,33816,2speakers/wav8k/min/tr/s1/011c020d_0.83408_405o030y_-0.83408.wav,2speakers/wav8k/min/tr/s2/011c020d_0.83408_405o030y_-0.83408.wav
72,2speakers/wav8k/min/tr/mix/011c020d_1.2728_017c020f_-1.2728.wav,2,40232,2speakers/wav8k/min/tr/s1/011c020d_1.2728_017c020f_-1.2728.wav,2speakers/wav8k/min/tr/s2/011c020d_1.2728_017c020f_-1.2728.wav
73,2speakers/wav8k/min/tr/mix/011c020d_1.4181_02bo030h_-1.4181.wav,2,50848,2speakers/wav8k/min/tr/s1/011c020d_1.4181_02bo030h_-1.4181.wav,2speakers/wav8k/min/tr/s2/011c020d_1.4181_02bo030h_-1.4181.wav
74,2speakers/wav8k/min/tr/mix/011c020f_0.67535_40pc020m_-0.67535.wav,2,17080,2speakers/wav8k/min/tr/s1/011c020f_0.67535_40pc020m_-0.67535.wav,2speakers/wav8k/min/tr/s2/011c020f_0.67535_40pc020m_-0.67535.wav
75,2speakers/wav8k/min/tr/mix/011c020f_1.1933_01io0317_-1.1933.wav,2,38307,2speakers/wav8k/min/tr/s1/011c020f_1.1933_01io0317_-1.1933.wav,2speakers/wav8k/min/tr/s2/011c020f_1.1933_01io0317_-1.1933.wav
76,2speakers/wav8k/min/tr/mix/011c020f_1.4884_40mc0210_-1.4884.wav,2,38307,2speakers/wav8k/min/tr/s1/011c020f_1.4884_40mc0210_-1.4884.wav,2speakers/wav8k/min/tr/s2/011c020f_1.4884_40mc0210_-1.4884.wav
77,2speakers/wav8k/min/tr/mix/011c020g_0.31805_20eo010p_-0.31805.wav,2,52146,2speakers/wav8k/min/tr/s1/011c020g_0.31805_20eo010p_-0.31805.wav,2speakers/wav8k/min/tr/s2/011c020g_0.31805_20eo010p_-0.31805.wav
78,2speakers/wav8k/min/tr/mix/011c020g_0.44017_01oa0103_-0.44017.wav,2,47467,2speakers/wav8k/min/tr/s1/011c020g_0.44017_01oa0103_-0.44017.wav,2speakers/wav8k/min/tr/s2/011c020g_0.44017_01oa0103_-0.44017.wav
79,2speakers/wav8k/min/tr/mix/011c020g_0.79678_20uo010h_-0.79678.wav,2,44480,2speakers/wav8k/min/tr/s1/011c020g_0.79678_20uo010h_-0.79678.wav,2speakers/wav8k/min/tr/s2/011c020g_0.79678_20uo010h_-0.79678.wav
80,2speakers/wav8k/min/tr/mix/011c020g_1.9756_40lc0213_-1.9756.wav,2,52146,2speakers/wav8k/min/tr/s1/011c020g_1.9756_40lc0213_-1.9756.wav,2speakers/wav8k/min/tr/s2/011c020g_1.9756_40lc0213_-1.9756.wav
81,2speakers/wav8k/min/tr/mix/011c020j_1.4379_409a010w_-1.4379.wav,2,25180,2speakers/wav8k/min/tr/s1/011c020j_1.4379_409a010w_-1.4379.wav,2speakers/wav8k/min/tr/s2/011c020j_1.4379_409a010w_-1.4379.wav
82,2speakers/wav8k/min/tr/mix/011c020o_0.73829_20oc010b_-0.73829.wav,2,67520,2speakers/wav8k/min/tr/s1/011c020o_0.73829_20oc010b_-0.73829.wav,2speakers/wav8k/min/tr/s2/011c020o_0.73829_20oc010b_-0.73829.wav
83,2speakers/wav8k/min/tr/mix/011c020o_1.1592_40ho0319_-1.1592.wav,2,74545,2speakers/wav8k/min/tr/s1/011c020o_1.1592_40ho0319_-1.1592.wav,2speakers/wav8k/min/tr/s2/011c020o_1.1592_40ho0319_-1.1592.wav
84,2speakers/wav8k/min/tr/mix/011c020o_1.547_40ec020s_-1.547.wav,2,49933,2speakers/wav8k/min/tr/s1/011c020o_1.547_40ec020s_-1.547.wav,2speakers/wav8k/min/tr/s2/011c020o_1.547_40ec020s_-1.547.wav
85,2speakers/wav8k/min/tr/mix/011c020o_2.1951_40ba010f_-2.1951.wav,2,47152,2speakers/wav8k/min/tr/s1/011c020o_2.1951_40ba010f_-2.1951.wav,2speakers/wav8k/min/tr/s2/011c020o_2.1951_40ba010f_-2.1951.wav
86,2speakers/wav8k/min/tr/mix/011c020p_0.067195_40mo0314_-0.067195.wav,2,33464,2speakers/wav8k/min/tr/s1/011c020p_0.067195_40mo0314_-0.067195.wav,2speakers/wav8k/min/tr/s2/011c020p_0.067195_40mo0314_-0.067195.wav
87,2speakers/wav8k/min/tr/mix/011c020p_0.53028_40po030l_-0.53028.wav,2,55354,2speakers/wav8k/min/tr/s1/011c020p_0.53028_40po030l_-0.53028.wav,2speakers/wav8k/min/tr/s2/011c020p_0.53028_40po030l_-0.53028.wav
88,2speakers/wav8k/min/tr/mix/011c020s_0.20701_01da0113_-0.20701.wav,2,38889,2speakers/wav8k/min/tr/s1/011c020s_0.20701_01da0113_-0.20701.wav,2speakers/wav8k/min/tr/s2/011c020s_0.20701_01da0113_-0.20701.wav
89,2speakers/wav8k/min/tr/mix/011c020s_0.7473_01po030s_-0.7473.wav,2,38889,2speakers/wav8k/min/tr/s1/011c020s_0.7473_01po030s_-0.7473.wav,2speakers/wav8k/min/tr/s2/011c020s_0.7473_01po030s_-0.7473.wav
90,2speakers/wav8k/min/tr/mix/011c020s_1.6855_40aa0108_-1.6855.wav,2,38889,2speakers/wav8k/min/tr/s1/011c020s_1.6855_40aa0108_-1.6855.wav,2speakers/wav8k/min/tr/s2/011c020s_1.6855_40aa0108_-1.6855.wav
91,2speakers/wav8k/min/tr/mix/011c020s_1.7439_20ro010h_-1.7439.wav,2,38889,2speakers/wav8k/min/tr/s1/011c020s_1.7439_20ro010h_-1.7439.wav,2speakers/wav8k/min/tr/s2/011c020s_1.7439_20ro010h_-1.7439.wav
92,2speakers/wav8k/min/tr/mix/011c020t_0.99445_20no010p_-0.99445.wav,2,34130,2speakers/wav8k/min/tr/s1/011c020t_0.99445_20no010p_-0.99445.wav,2speakers/wav8k/min/tr/s2/011c020t_0.99445_20no010p_-0.99445.wav
93,2speakers/wav8k/min/tr/mix/011c020t_2.1348_40ma010e_-2.1348.wav,2,34130,2speakers/wav8k/min/tr/s1/011c020t_2.1348_40ma010e_-2.1348.wav,2speakers/wav8k/min/tr/s2/011c020t_2.1348_40ma010e_-2.1348.wav
94,2speakers/wav8k/min/tr/mix/011c020t_2.1847_02da0109_-2.1847.wav,2,34130,2speakers/wav8k/min/tr/s1/011c020t_2.1847_02da0109_-2.1847.wav,2speakers/wav8k/min/tr/s2/011c020t_2.1847_02da0109_-2.1847.wav
95,2speakers/wav8k/min/tr/mix/011c020u_1.6335_014c021h_-1.6335.wav,2,52741,2speakers/wav8k/min/tr/s1/011c020u_1.6335_014c021h_-1.6335.wav,2speakers/wav8k/min/tr/s2/011c020u_1.6335_014c021h_-1.6335.wav
96,2speakers/wav8k/min/tr/mix/011c020v_0.8873_40pc020x_-0.8873.wav,2,40075,2speakers/wav8k/min/tr/s1/011c020v_0.8873_40pc020x_-0.8873.wav,2speakers/wav8k/min/tr/s2/011c020v_0.8873_40pc020x_-0.8873.wav
97,2speakers/wav8k/min/tr/mix/011c020v_1.5137_01kc0217_-1.5137.wav,2,40075,2speakers/wav8k/min/tr/s1/011c020v_1.5137_01kc0217_-1.5137.wav,2speakers/wav8k/min/tr/s2/011c020v_1.5137_01kc0217_-1.5137.wav
98,2speakers/wav8k/min/tr/mix/011c020v_2.3384_023o0303_-2.3384.wav,2,40075,2speakers/wav8k/min/tr/s1/011c020v_2.3384_023o0303_-2.3384.wav,2speakers/wav8k/min/tr/s2/011c020v_2.3384_023o0303_-2.3384.wav
99,2speakers/wav8k/min/tr/mix/011c020w_1.3895_207o010i_-1.3895.wav,2,66560,2speakers/wav8k/min/tr/s1/011c020w_1.3895_207o010i_-1.3895.wav,2speakers/wav8k/min/tr/s2/011c020w_1.3895_207o010i_-1.3895.wav
100,2speakers/wav8k/min/tr/mix/011c020w_1.6216_206a0108_-1.6216.wav,2,39200,2speakers/wav8k/min/tr/s1/011c020w_1.6216_206a0108_-1.6216.wav,2speakers/wav8k/min/tr/s2/011c020w_1.6216_206a0108_-1.6216.wav
101,2speakers/wav8k/min/tr/mix/011c020w_2.4819_20ha010v_-2.4819.wav,2,42560,2speakers/wav8k/min/tr/s1/011c020w_2.4819_20ha010v_-2.4819.wav,2speakers/wav8k/min/tr/s2/011c020w_2.4819_20ha010v_-2.4819.wav
102,2speakers/wav8k/min/tr/mix/011c020x_2.242_20hc010b_-2.242.wav,2,24960,2speakers/wav8k/min/tr/s1/011c020x_2.242_20hc010b_-2.242.wav,2speakers/wav8k/min/tr/s2/011c020x_2.242_20hc010b_-2.242.wav
