,mix,n_src,length,s1,s2,s3,s4
10,4speakers/wav8k/min/tt/mix/050a0504_2.084615_442o0309_1.0904404_22ho010f_-1.0904404_22gc010s_-2.084615.wav,4,44898,4speakers/wav8k/min/tt/s1/050a0504_2.084615_442o0309_1.0904404_22ho010f_-1.0904404_22gc010s_-2.084615.wav,4speakers/wav8k/min/tt/s2/050a0504_2.084615_442o0309_1.0904404_22ho010f_-1.0904404_22gc010s_-2.084615.wav,4speakers/wav8k/min/tt/s3/050a0504_2.084615_442o0309_1.0904404_22ho010f_-1.0904404_22gc010s_-2.084615.wav,4speakers/wav8k/min/tt/s4/050a0504_2.084615_442o0309_1.0904404_22ho010f_-1.0904404_22gc010s_-2.084615.wav
11,4speakers/wav8k/min/tt/mix/050a0505_0.42342653_421c020v_2.4699459_050a0507_-2.4699459_447c020h_-0.42342653.wav,4,22486,4speakers/wav8k/min/tt/s1/050a0505_0.42342653_421c020v_2.4699459_050a0507_-2.4699459_447c020h_-0.42342653.wav,4speakers/wav8k/min/tt/s2/050a0505_0.42342653_421c020v_2.4699459_050a0507_-2.4699459_447c020h_-0.42342653.wav,4speakers/wav8k/min/tt/s3/050a0505_0.42342653_421c020v_2.4699459_050a0507_-2.4699459_447c020h_-0.42342653.wav,4speakers/wav8k/min/tt/s4/050a0505_0.42342653_421c020v_2.4699459_050a0507_-2.4699459_447c020h_-0.42342653.wav
12,4speakers/wav8k/min/tt/mix/050a0505_0.90192061_22go010j_2.2774492_053o020n_-2.2774492_421a010z_-0.90192061.wav,4,47098,4speakers/wav8k/min/tt/s1/050a0505_0.90192061_22go010j_2.2774492_053o020n_-2.2774492_421a010z_-0.90192061.wav,4speakers/wav8k/min/tt/s2/050a0505_0.90192061_22go010j_2.2774492_053o020n_-2.2774492_421a010z_-0.90192061.wav,4speakers/wav8k/min/tt/s3/050a0505_0.90192061_22go010j_2.2774492_053o020n_-2.2774492_421a010z_-0.90192061.wav,4speakers/wav8k/min/tt/s4/050a0505_0.90192061_22go010j_2.2774492_053o020n_-2.2774492_421a010z_-0.90192061.wav
13,4speakers/wav8k/min/tt/mix/050a0506_0.20918911_443c020y_1.7194034_050c010i_-1.7194034_052c0106_-0.20918911.wav,4,36503,4speakers/wav8k/min/tt/s1/050a0506_0.20918911_443c020y_1.7194034_050c010i_-1.7194034_052c0106_-0.20918911.wav,4speakers/wav8k/min/tt/s2/050a0506_0.20918911_443c020y_1.7194034_050c010i_-1.7194034_052c0106_-0.20918911.wav,4speakers/wav8k/min/tt/s3/050a0506_0.20918911_443c020y_1.7194034_050c010i_-1.7194034_052c0106_-0.20918911.wav,4speakers/wav8k/min/tt/s4/050a0506_0.20918911_443c020y_1.7194034_050c010i_-1.7194034_052c0106_-0.20918911.wav
14,4speakers/wav8k/min/tt/mix/050a0506_0.97963316_420c020o_1.873477_053a050j_-1.873477_053a050n_-0.97963316.wav,4,33829,4speakers/wav8k/min/tt/s1/050a0506_0.97963316_420c020o_1.873477_053a050j_-1.873477_053a050n_-0.97963316.wav,4speakers/wav8k/min/tt/s2/050a0506_0.97963316_420c020o_1.873477_053a050j_-1.873477_053a050n_-0.97963316.wav,4speakers/wav8k/min/tt/s3/050a0506_0.97963316_420c020o_1.873477_053a050j_-1.873477_053a050n_-0.97963316.wav,4speakers/wav8k/min/tt/s4/050a0506_0.97963316_420c020o_1.873477_053a050j_-1.873477_053a050n_-0.97963316.wav
15,4speakers/wav8k/min/tt/mix/050a0507_1.025353_423o030s_1.0848854_422c020a_-1.0848854_420c0207_-1.025353.wav,4,14986,4speakers/wav8k/min/tt/s1/050a0507_1.025353_423o030s_1.0848854_422c020a_-1.0848854_420c0207_-1.025353.wav,4speakers/wav8k/min/tt/s2/050a0507_1.025353_423o030s_1.0848854_422c020a_-1.0848854_420c0207_-1.025353.wav,4speakers/wav8k/min/tt/s3/050a0507_1.025353_423o030s_1.0848854_422c020a_-1.0848854_420c0207_-1.025353.wav,4speakers/wav8k/min/tt/s4/050a0507_1.025353_423o030s_1.0848854_422c020a_-1.0848854_420c0207_-1.025353.wav
16,4speakers/wav8k/min/tt/mix/050a0507_1.5440866_050o020t_2.4321665_443o030z_-2.4321665_446o030s_-1.5440866.wav,4,37209,4speakers/wav8k/min/tt/s1/050a0507_1.5440866_050o020t_2.4321665_443o030z_-2.4321665_446o030s_-1.5440866.wav,4speakers/wav8k/min/tt/s2/050a0507_1.5440866_050o020t_2.4321665_443o030z_-2.4321665_446o030s_-1.5440866.wav,4speakers/wav8k/min/tt/s3/050a0507_1.5440866_050o020t_2.4321665_443o030z_-2.4321665_446o030s_-1.5440866.wav,4speakers/wav8k/min/tt/s4/050a0507_1.5440866_050o020t_2.4321665_443o030z_-2.4321665_446o030s_-1.5440866.wav
17,4speakers/wav8k/min/tt/mix/050a0509_1.5648556_051o0204_0.062116482_051a0501_-0.062116482_420c0201_-1.5648556.wav,4,34140,4speakers/wav8k/min/tt/s1/050a0509_1.5648556_051o0204_0.062116482_051a0501_-0.062116482_420c0201_-1.5648556.wav,4speakers/wav8k/min/tt/s2/050a0509_1.5648556_051o0204_0.062116482_051a0501_-0.062116482_420c0201_-1.5648556.wav,4speakers/wav8k/min/tt/s3/050a0509_1.5648556_051o0204_0.062116482_051a0501_-0.062116482_420c0201_-1.5648556.wav,4speakers/wav8k/min/tt/s4/050a0509_1.5648556_051o0204_0.062116482_051a0501_-0.062116482_420c0201_-1.5648556.wav
18,4speakers/wav8k/min/tt/mix/050a050a_0.19179962_420a010n_0.79707922_423c0216_-0.79707922_22go0115_-0.19179962.wav,4,44308,4speakers/wav8k/min/tt/s1/050a050a_0.19179962_420a010n_0.79707922_423c0216_-0.79707922_22go0115_-0.19179962.wav,4speakers/wav8k/min/tt/s2/050a050a_0.19179962_420a010n_0.79707922_423c0216_-0.79707922_22go0115_-0.19179962.wav,4speakers/wav8k/min/tt/s3/050a050a_0.19179962_420a010n_0.79707922_423c0216_-0.79707922_22go0115_-0.19179962.wav,4speakers/wav8k/min/tt/s4/050a050a_0.19179962_420a010n_0.79707922_423c0216_-0.79707922_22go0115_-0.19179962.wav
19,4speakers/wav8k/min/tt/mix/050a050c_0.071187491_423c020s_1.7346973_442c0203_-1.7346973_446o030y_-0.071187491.wav,4,43671,4speakers/wav8k/min/tt/s1/050a050c_0.071187491_423c020s_1.7346973_442c0203_-1.7346973_446o030y_-0.071187491.wav,4speakers/wav8k/min/tt/s2/050a050c_0.071187491_423c020s_1.7346973_442c0203_-1.7346973_446o030y_-0.071187491.wav,4speakers/wav8k/min/tt/s3/050a050c_0.071187491_423c020s_1.7346973_442c0203_-1.7346973_446o030y_-0.071187491.wav,4speakers/wav8k/min/tt/s4/050a050c_0.071187491_423c020s_1.7346973_442c0203_-1.7346973_446o030y_-0.071187491.wav
20,4speakers/wav8k/min/tt/mix/050a050c_0.78155733_22ho0101_1.9467019_420o030r_-1.9467019_445o030l_-0.78155733.wav,4,19840,4speakers/wav8k/min/tt/s1/050a050c_0.78155733_22ho0101_1.9467019_420o030r_-1.9467019_445o030l_-0.78155733.wav,4speakers/wav8k/min/tt/s2/050a050c_0.78155733_22ho0101_1.9467019_420o030r_-1.9467019_445o030l_-0.78155733.wav,4speakers/wav8k/min/tt/s3/050a050c_0.78155733_22ho0101_1.9467019_420o030r_-1.9467019_445o030l_-0.78155733.wav,4speakers/wav8k/min/tt/s4/050a050c_0.78155733_22ho0101_1.9467019_420o030r_-1.9467019_445o030l_-0.78155733.wav
21,4speakers/wav8k/min/tt/mix/050a050c_2.0384758_22go0102_0.75182364_22ho0108_-0.75182364_22go0114_-2.0384758.wav,4,23520,4speakers/wav8k/min/tt/s1/050a050c_2.0384758_22go0102_0.75182364_22ho0108_-0.75182364_22go0114_-2.0384758.wav,4speakers/wav8k/min/tt/s2/050a050c_2.0384758_22go0102_0.75182364_22ho0108_-0.75182364_22go0114_-2.0384758.wav,4speakers/wav8k/min/tt/s3/050a050c_2.0384758_22go0102_0.75182364_22ho0108_-0.75182364_22go0114_-2.0384758.wav,4speakers/wav8k/min/tt/s4/050a050c_2.0384758_22go0102_0.75182364_22ho0108_-0.75182364_22go0114_-2.0384758.wav
22,4speakers/wav8k/min/tt/mix/050a050e_1.5313722_421o030n_0.42173043_446o030r_-0.42173043_421o0302_-1.5313722.wav,4,43209,4speakers/wav8k/min/tt/s1/050a050e_1.5313722_421o030n_0.42173043_446o030r_-0.42173043_421o0302_-1.5313722.wav,4speakers/wav8k/min/tt/s2/050a050e_1.5313722_421o030n_0.42173043_446o030r_-0.42173043_421o0302_-1.5313722.wav,4speakers/wav8k/min/tt/s3/050a050e_1.5313722_421o030n_0.42173043_446o030r_-0.42173043_421o0302_-1.5313722.wav,4speakers/wav8k/min/tt/s4/050a050e_1.5313722_421o030n_0.42173043_446o030r_-0.42173043_421o0302_-1.5313722.wav
23,4speakers/wav8k/min/tt/mix/050a050e_2.0034073_445c020s_0.059559964_051o020f_-0.059559964_053c0103_-2.0034073.wav,4,35854,4speakers/wav8k/min/tt/s1/050a050e_2.0034073_445c020s_0.059559964_051o020f_-0.059559964_053c0103_-2.0034073.wav,4speakers/wav8k/min/tt/s2/050a050e_2.0034073_445c020s_0.059559964_051o020f_-0.059559964_053c0103_-2.0034073.wav,4speakers/wav8k/min/tt/s3/050a050e_2.0034073_445c020s_0.059559964_051o020f_-0.059559964_053c0103_-2.0034073.wav,4speakers/wav8k/min/tt/s4/050a050e_2.0034073_445c020s_0.059559964_051o020f_-0.059559964_053c0103_-2.0034073.wav
24,4speakers/wav8k/min/tt/mix/050a050f_0.95571022_052a050z_2.0042218_423c020e_-2.0042218_421a0108_-0.95571022.wav,4,39764,4speakers/wav8k/min/tt/s1/050a050f_0.95571022_052a050z_2.0042218_423c020e_-2.0042218_421a0108_-0.95571022.wav,4speakers/wav8k/min/tt/s2/050a050f_0.95571022_052a050z_2.0042218_423c020e_-2.0042218_421a0108_-0.95571022.wav,4speakers/wav8k/min/tt/s3/050a050f_0.95571022_052a050z_2.0042218_423c020e_-2.0042218_421a0108_-0.95571022.wav,4speakers/wav8k/min/tt/s4/050a050f_0.95571022_052a050z_2.0042218_423c020e_-2.0042218_421a0108_-0.95571022.wav
25,4speakers/wav8k/min/tt/mix/050a050h_0.87142305_421o030b_0.97320442_447c020v_-0.97320442_22gc0111_-0.87142305.wav,4,41643,4speakers/wav8k/min/tt/s1/050a050h_0.87142305_421o030b_0.97320442_447c020v_-0.97320442_22gc0111_-0.87142305.wav,4speakers/wav8k/min/tt/s2/050a050h_0.87142305_421o030b_0.97320442_447c020v_-0.97320442_22gc0111_-0.87142305.wav,4speakers/wav8k/min/tt/s3/050a050h_0.87142305_421o030b_0.97320442_447c020v_-0.97320442_22gc0111_-0.87142305.wav,4speakers/wav8k/min/tt/s4/050a050h_0.87142305_421o030b_0.97320442_447c020v_-0.97320442_22gc0111_-0.87142305.wav
26,4speakers/wav8k/min/tt/mix/050a050h_1.1748799_050o0202_0.31774698_445c0211_-0.31774698_422c020b_-1.1748799.wav,4,16628,4speakers/wav8k/min/tt/s1/050a050h_1.1748799_050o0202_0.31774698_445c0211_-0.31774698_422c020b_-1.1748799.wav,4speakers/wav8k/min/tt/s2/050a050h_1.1748799_050o0202_0.31774698_445c0211_-0.31774698_422c020b_-1.1748799.wav,4speakers/wav8k/min/tt/s3/050a050h_1.1748799_050o0202_0.31774698_445c0211_-0.31774698_422c020b_-1.1748799.wav,4speakers/wav8k/min/tt/s4/050a050h_1.1748799_050o0202_0.31774698_445c0211_-0.31774698_422c020b_-1.1748799.wav
27,4speakers/wav8k/min/tt/mix/050a050l_0.27239752_22ho0101_1.4619911_440c020s_-1.4619911_447c020x_-0.27239752.wav,4,19840,4speakers/wav8k/min/tt/s1/050a050l_0.27239752_22ho0101_1.4619911_440c020s_-1.4619911_447c020x_-0.27239752.wav,4speakers/wav8k/min/tt/s2/050a050l_0.27239752_22ho0101_1.4619911_440c020s_-1.4619911_447c020x_-0.27239752.wav,4speakers/wav8k/min/tt/s3/050a050l_0.27239752_22ho0101_1.4619911_440c020s_-1.4619911_447c020x_-0.27239752.wav,4speakers/wav8k/min/tt/s4/050a050l_0.27239752_22ho0101_1.4619911_440c020s_-1.4619911_447c020x_-0.27239752.wav
28,4speakers/wav8k/min/tt/mix/050a050l_0.42282181_442c020r_0.66189464_440o0308_-0.66189464_423a0114_-0.42282181.wav,4,40570,4speakers/wav8k/min/tt/s1/050a050l_0.42282181_442c020r_0.66189464_440o0308_-0.66189464_423a0114_-0.42282181.wav,4speakers/wav8k/min/tt/s2/050a050l_0.42282181_442c020r_0.66189464_440o0308_-0.66189464_423a0114_-0.42282181.wav,4speakers/wav8k/min/tt/s3/050a050l_0.42282181_442c020r_0.66189464_440o0308_-0.66189464_423a0114_-0.42282181.wav,4speakers/wav8k/min/tt/s4/050a050l_0.42282181_442c020r_0.66189464_440o0308_-0.66189464_423a0114_-0.42282181.wav
29,4speakers/wav8k/min/tt/mix/050a050m_0.39893073_050c0103_1.1267535_053c0105_-1.1267535_052c0113_-0.39893073.wav,4,41601,4speakers/wav8k/min/tt/s1/050a050m_0.39893073_050c0103_1.1267535_053c0105_-1.1267535_052c0113_-0.39893073.wav,4speakers/wav8k/min/tt/s2/050a050m_0.39893073_050c0103_1.1267535_053c0105_-1.1267535_052c0113_-0.39893073.wav,4speakers/wav8k/min/tt/s3/050a050m_0.39893073_050c0103_1.1267535_053c0105_-1.1267535_052c0113_-0.39893073.wav,4speakers/wav8k/min/tt/s4/050a050m_0.39893073_050c0103_1.1267535_053c0105_-1.1267535_052c0113_-0.39893073.wav
30,4speakers/wav8k/min/tt/mix/050a050m_1.5260108_421o030q_2.2021118_421o030g_-2.2021118_444o0305_-1.5260108.wav,4,41601,4speakers/wav8k/min/tt/s1/050a050m_1.5260108_421o030q_2.2021118_421o030g_-2.2021118_444o0305_-1.5260108.wav,4speakers/wav8k/min/tt/s2/050a050m_1.5260108_421o030q_2.2021118_421o030g_-2.2021118_444o0305_-1.5260108.wav,4speakers/wav8k/min/tt/s3/050a050m_1.5260108_421o030q_2.2021118_421o030g_-2.2021118_444o0305_-1.5260108.wav,4speakers/wav8k/min/tt/s4/050a050m_1.5260108_421o030q_2.2021118_421o030g_-2.2021118_444o0305_-1.5260108.wav
31,4speakers/wav8k/min/tt/mix/050a050m_1.728151_444c020i_0.54756867_22hc010r_-0.54756867_423c020n_-1.728151.wav,4,24480,4speakers/wav8k/min/tt/s1/050a050m_1.728151_444c020i_0.54756867_22hc010r_-0.54756867_423c020n_-1.728151.wav,4speakers/wav8k/min/tt/s2/050a050m_1.728151_444c020i_0.54756867_22hc010r_-0.54756867_423c020n_-1.728151.wav,4speakers/wav8k/min/tt/s3/050a050m_1.728151_444c020i_0.54756867_22hc010r_-0.54756867_423c020n_-1.728151.wav,4speakers/wav8k/min/tt/s4/050a050m_1.728151_444c020i_0.54756867_22hc010r_-0.54756867_423c020n_-1.728151.wav
32,4speakers/wav8k/min/tt/mix/050a050n_0.64837475_052a0512_0.3361734_422a010k_-0.3361734_050a0504_-0.64837475.wav,4,37636,4speakers/wav8k/min/tt/s1/050a050n_0.64837475_052a0512_0.3361734_422a010k_-0.3361734_050a0504_-0.64837475.wav,4speakers/wav8k/min/tt/s2/050a050n_0.64837475_052a0512_0.3361734_422a010k_-0.3361734_050a0504_-0.64837475.wav,4speakers/wav8k/min/tt/s3/050a050n_0.64837475_052a0512_0.3361734_422a010k_-0.3361734_050a0504_-0.64837475.wav,4speakers/wav8k/min/tt/s4/050a050n_0.64837475_052a0512_0.3361734_422a010k_-0.3361734_050a0504_-0.64837475.wav
33,4speakers/wav8k/min/tt/mix/050a050n_1.7182681_447c0206_0.65876681_22ha010o_-0.65876681_421o0301_-1.7182681.wav,4,38560,4speakers/wav8k/min/tt/s1/050a050n_1.7182681_447c0206_0.65876681_22ha010o_-0.65876681_421o0301_-1.7182681.wav,4speakers/wav8k/min/tt/s2/050a050n_1.7182681_447c0206_0.65876681_22ha010o_-0.65876681_421o0301_-1.7182681.wav,4speakers/wav8k/min/tt/s3/050a050n_1.7182681_447c0206_0.65876681_22ha010o_-0.65876681_421o0301_-1.7182681.wav,4speakers/wav8k/min/tt/s4/050a050n_1.7182681_447c0206_0.65876681_22ha010o_-0.65876681_421o0301_-1.7182681.wav
34,4speakers/wav8k/min/tt/mix/050a050n_2.2222908_22ga010j_1.1116537_420a010e_-1.1116537_22go0107_-2.2222908.wav,4,39673,4speakers/wav8k/min/tt/s1/050a050n_2.2222908_22ga010j_1.1116537_420a010e_-1.1116537_22go0107_-2.2222908.wav,4speakers/wav8k/min/tt/s2/050a050n_2.2222908_22ga010j_1.1116537_420a010e_-1.1116537_22go0107_-2.2222908.wav,4speakers/wav8k/min/tt/s3/050a050n_2.2222908_22ga010j_1.1116537_420a010e_-1.1116537_22go0107_-2.2222908.wav,4speakers/wav8k/min/tt/s4/050a050n_2.2222908_22ga010j_1.1116537_420a010e_-1.1116537_22go0107_-2.2222908.wav
35,4speakers/wav8k/min/tt/mix/050a050o_2.0388589_22ho0109_0.86343116_051c010k_-0.86343116_050c010i_-2.0388589.wav,4,36880,4speakers/wav8k/min/tt/s1/050a050o_2.0388589_22ho0109_0.86343116_051c010k_-0.86343116_050c010i_-2.0388589.wav,4speakers/wav8k/min/tt/s2/050a050o_2.0388589_22ho0109_0.86343116_051c010k_-0.86343116_050c010i_-2.0388589.wav,4speakers/wav8k/min/tt/s3/050a050o_2.0388589_22ho0109_0.86343116_051c010k_-0.86343116_050c010i_-2.0388589.wav,4speakers/wav8k/min/tt/s4/050a050o_2.0388589_22ho0109_0.86343116_051c010k_-0.86343116_050c010i_-2.0388589.wav
36,4speakers/wav8k/min/tt/mix/050a050p_0.54822668_440c020g_0.8025319_442o030s_-0.8025319_443c020k_-0.54822668.wav,4,36495,4speakers/wav8k/min/tt/s1/050a050p_0.54822668_440c020g_0.8025319_442o030s_-0.8025319_443c020k_-0.54822668.wav,4speakers/wav8k/min/tt/s2/050a050p_0.54822668_440c020g_0.8025319_442o030s_-0.8025319_443c020k_-0.54822668.wav,4speakers/wav8k/min/tt/s3/050a050p_0.54822668_440c020g_0.8025319_442o030s_-0.8025319_443c020k_-0.54822668.wav,4speakers/wav8k/min/tt/s4/050a050p_0.54822668_440c020g_0.8025319_442o030s_-0.8025319_443c020k_-0.54822668.wav
37,4speakers/wav8k/min/tt/mix/050a050p_1.9966269_22ho0105_0.41233741_052c010k_-0.41233741_050a0506_-1.9966269.wav,4,32285,4speakers/wav8k/min/tt/s1/050a050p_1.9966269_22ho0105_0.41233741_052c010k_-0.41233741_050a0506_-1.9966269.wav,4speakers/wav8k/min/tt/s2/050a050p_1.9966269_22ho0105_0.41233741_052c010k_-0.41233741_050a0506_-1.9966269.wav,4speakers/wav8k/min/tt/s3/050a050p_1.9966269_22ho0105_0.41233741_052c010k_-0.41233741_050a0506_-1.9966269.wav,4speakers/wav8k/min/tt/s4/050a050p_1.9966269_22ho0105_0.41233741_052c010k_-0.41233741_050a0506_-1.9966269.wav
38,4speakers/wav8k/min/tt/mix/050a050q_0.70992796_444o030f_1.1300676_440o030w_-1.1300676_443o030c_-0.70992796.wav,4,38652,4speakers/wav8k/min/tt/s1/050a050q_0.70992796_444o030f_1.1300676_440o030w_-1.1300676_443o030c_-0.70992796.wav,4speakers/wav8k/min/tt/s2/050a050q_0.70992796_444o030f_1.1300676_440o030w_-1.1300676_443o030c_-0.70992796.wav,4speakers/wav8k/min/tt/s3/050a050q_0.70992796_444o030f_1.1300676_440o030w_-1.1300676_443o030c_-0.70992796.wav,4speakers/wav8k/min/tt/s4/050a050q_0.70992796_444o030f_1.1300676_440o030w_-1.1300676_443o030c_-0.70992796.wav
39,4speakers/wav8k/min/tt/mix/050a050q_2.0919393_443c020h_2.0432432_441c020w_-2.0432432_22ha0110_-2.0919393.wav,4,34560,4speakers/wav8k/min/tt/s1/050a050q_2.0919393_443c020h_2.0432432_441c020w_-2.0432432_22ha0110_-2.0919393.wav,4speakers/wav8k/min/tt/s2/050a050q_2.0919393_443c020h_2.0432432_441c020w_-2.0432432_22ha0110_-2.0919393.wav,4speakers/wav8k/min/tt/s3/050a050q_2.0919393_443c020h_2.0432432_441c020w_-2.0432432_22ha0110_-2.0919393.wav,4speakers/wav8k/min/tt/s4/050a050q_2.0919393_443c020h_2.0432432_441c020w_-2.0432432_22ha0110_-2.0919393.wav
