,mix,n_src,length,s1,s2,s3
12,3speakers/wav8k/min/tt/mix/050a0507_0.45557_421c0211_-0.45557_446o0315_0.wav,3,45482,3speakers/wav8k/min/tt/s1/050a0507_0.45557_421c0211_-0.45557_446o0315_0.wav,3speakers/wav8k/min/tt/s2/050a0507_0.45557_421c0211_-0.45557_446o0315_0.wav,3speakers/wav8k/min/tt/s3/050a0507_0.45557_421c0211_-0.45557_446o0315_0.wav
13,3speakers/wav8k/min/tt/mix/050a0507_0.8793_440c020g_-0.8793_443c020y_0.wav,3,45482,3speakers/wav8k/min/tt/s1/050a0507_0.8793_440c020g_-0.8793_443c020y_0.wav,3speakers/wav8k/min/tt/s2/050a0507_0.8793_440c020g_-0.8793_443c020y_0.wav,3speakers/wav8k/min/tt/s3/050a0507_0.8793_440c020g_-0.8793_443c020y_0.wav
14,3speakers/wav8k/min/tt/mix/050a0507_1.0922_052o0202_-1.0922_421c020s_0.wav,3,45482,3speakers/wav8k/min/tt/s1/050a0507_1.0922_052o0202_-1.0922_421c020s_0.wav,3speakers/wav8k/min/tt/s2/050a0507_1.0922_052o0202_-1.0922_421c020s_0.wav,3speakers/wav8k/min/tt/s3/050a0507_1.0922_052o0202_-1.0922_421c020s_0.wav
15,3speakers/wav8k/min/tt/mix/050a0507_1.2169_445c020h_-1.2169_444c0210_0.wav,3,45482,3speakers/wav8k/min/tt/s1/050a0507_1.2169_445c020h_-1.2169_444c0210_0.wav,3speakers/wav8k/min/tt/s2/050a0507_1.2169_445c020h_-1.2169_444c0210_0.wav,3speakers/wav8k/min/tt/s3/050a0507_1.2169_445c020h_-1.2169_444c0210_0.wav
16,3speakers/wav8k/min/tt/mix/050a0507_2.3907_423o030j_-2.3907_445c0214_0.wav,3,45482,3speakers/wav8k/min/tt/s1/050a0507_2.3907_423o030j_-2.3907_445c0214_0.wav,3speakers/wav8k/min/tt/s2/050a0507_2.3907_423o030j_-2.3907_445c0214_0.wav,3speakers/wav8k/min/tt/s3/050a0507_2.3907_423o030j_-2.3907_445c0214_0.wav
17,3speakers/wav8k/min/tt/mix/050a0509_0.16978_447o030b_-0.16978_446o030h_0.wav,3,45387,3speakers/wav8k/min/tt/s1/050a0509_0.16978_447o030b_-0.16978_446o030h_0.wav,3speakers/wav8k/min/tt/s2/050a0509_0.16978_447o030b_-0.16978_446o030h_0.wav,3speakers/wav8k/min/tt/s3/050a0509_0.16978_447o030b_-0.16978_446o030h_0.wav
18,3speakers/wav8k/min/tt/mix/050a0509_0.33126_442c0206_-0.33126_444o030x_0.wav,3,45387,3speakers/wav8k/min/tt/s1/050a0509_0.33126_442c0206_-0.33126_444o030x_0.wav,3speakers/wav8k/min/tt/s2/050a0509_0.33126_442c0206_-0.33126_444o030x_0.wav,3speakers/wav8k/min/tt/s3/050a0509_0.33126_442c0206_-0.33126_444o030x_0.wav
19,3speakers/wav8k/min/tt/mix/050a050b_0.76478_443c020q_-0.76478_421a010g_0.wav,3,38924,3speakers/wav8k/min/tt/s1/050a050b_0.76478_443c020q_-0.76478_421a010g_0.wav,3speakers/wav8k/min/tt/s2/050a050b_0.76478_443c020q_-0.76478_421a010g_0.wav,3speakers/wav8k/min/tt/s3/050a050b_0.76478_443c020q_-0.76478_421a010g_0.wav
20,3speakers/wav8k/min/tt/mix/050a050b_2.0216_441c020n_-2.0216_053a0501_0.wav,3,38924,3speakers/wav8k/min/tt/s1/050a050b_2.0216_441c020n_-2.0216_053a0501_0.wav,3speakers/wav8k/min/tt/s2/050a050b_2.0216_441c020n_-2.0216_053a0501_0.wav,3speakers/wav8k/min/tt/s3/050a050b_2.0216_441c020n_-2.0216_053a0501_0.wav
21,3speakers/wav8k/min/tt/mix/050a050c_0.71945_445c020h_-0.71945_422c0210_0.wav,3,30262,3speakers/wav8k/min/tt/s1/050a050c_0.71945_445c020h_-0.71945_422c0210_0.wav,3speakers/wav8k/min/tt/s2/050a050c_0.71945_445c020h_-0.71945_422c0210_0.wav,3speakers/wav8k/min/tt/s3/050a050c_0.71945_445c020h_-0.71945_422c0210_0.wav
22,3speakers/wav8k/min/tt/mix/050a050c_1.3102_440c020t_-1.3102_443o030x_0.wav,3,38947,3speakers/wav8k/min/tt/s1/050a050c_1.3102_440c020t_-1.3102_443o030x_0.wav,3speakers/wav8k/min/tt/s2/050a050c_1.3102_440c020t_-1.3102_443o030x_0.wav,3speakers/wav8k/min/tt/s3/050a050c_1.3102_440c020t_-1.3102_443o030x_0.wav
23,3speakers/wav8k/min/tt/mix/050a050c_2.2844_22hc0103_-2.2844_440o030z_0.wav,3,43671,3speakers/wav8k/min/tt/s1/050a050c_2.2844_22hc0103_-2.2844_440o030z_0.wav,3speakers/wav8k/min/tt/s2/050a050c_2.2844_22hc0103_-2.2844_440o030z_0.wav,3speakers/wav8k/min/tt/s3/050a050c_2.2844_22hc0103_-2.2844_440o030z_0.wav
24,3speakers/wav8k/min/tt/mix/050a050d_0.53019_445o030x_-0.53019_443c020x_0.wav,3,45127,3speakers/wav8k/min/tt/s1/050a050d_0.53019_445o030x_-0.53019_443c020x_0.wav,3speakers/wav8k/min/tt/s2/050a050d_0.53019_445o030x_-0.53019_443c020x_0.wav,3speakers/wav8k/min/tt/s3/050a050d_0.53019_445o030x_-0.53019_443c020x_0.wav
25,3speakers/wav8k/min/tt/mix/050a050d_1.135_443c0201_-1.135_051a050t_0.wav,3,41714,3speakers/wav8k/min/tt/s1/050a050d_1.135_443c0201_-1.135_051a050t_0.wav,3speakers/wav8k/min/tt/s2/050a050d_1.135_443c0201_-1.135_051a050t_0.wav,3speakers/wav8k/min/tt/s3/050a050d_1.135_443c0201_-1.135_051a050t_0.wav
26,3speakers/wav8k/min/tt/mix/050a050d_1.3519_444o030d_-1.3519_420o030n_0.wav,3,46180,3speakers/wav8k/min/tt/s1/050a050d_1.3519_444o030d_-1.3519_420o030n_0.wav,3speakers/wav8k/min/tt/s2/050a050d_1.3519_444o030d_-1.3519_420o030n_0.wav,3speakers/wav8k/min/tt/s3/050a050d_1.3519_444o030d_-1.3519_420o030n_0.wav
27,3speakers/wav8k/min/tt/mix/050a050d_1.4148_420c020t_-1.4148_446c020t_0.wav,3,46180,3speakers/wav8k/min/tt/s1/050a050d_1.4148_420c020t_-1.4148_446c020t_0.wav,3speakers/wav8k/min/tt/s2/050a050d_1.4148_420c020t_-1.4148_446c020t_0.wav,3speakers/wav8k/min/tt/s3/050a050d_1.4148_420c020t_-1.4148_446c020t_0.wav
28,3speakers/wav8k/min/tt/mix/050a050d_1.5856_423a010s_-1.5856_447o0306_0.wav,3,45423,3speakers/wav8k/min/tt/s1/050a050d_1.5856_423a010s_-1.5856_447o0306_0.wav,3speakers/wav8k/min/tt/s2/050a050d_1.5856_423a010s_-1.5856_447o0306_0.wav,3speakers/wav8k/min/tt/s3/050a050d_1.5856_423a010s_-1.5856_447o0306_0.wav
29,3speakers/wav8k/min/tt/mix/050a050e_0.64608_445c0203_-0.64608_446c0214_0.wav,3,42311,3speakers/wav8k/min/tt/s1/050a050e_0.64608_445c0203_-0.64608_446c0214_0.wav,3speakers/wav8k/min/tt/s2/050a050e_0.64608_445c0203_-0.64608_446c0214_0.wav,3speakers/wav8k/min/tt/s3/050a050e_0.64608_445c0203_-0.64608_446c0214_0.wav
30,3speakers/wav8k/min/tt/mix/050a050e_1.2667_443o030q_-1.2667_051c010s_0.wav,3,43209,3speakers/wav8k/min/tt/s1/050a050e_1.2667_443o030q_-1.2667_051c010s_0.wav,3speakers/wav8k/min/tt/s2/050a050e_1.2667_443o030q_-1.2667_051c010s_0.wav,3speakers/wav8k/min/tt/s3/050a050e_1.2667_443o030q_-1.2667_051c010s_0.wav
31,3speakers/wav8k/min/tt/mix/050a050f_0.68112_441c0215_-0.68112_051c0106_0.wav,3,41525,3speakers/wav8k/min/tt/s1/050a050f_0.68112_441c0215_-0.68112_051c0106_0.wav,3speakers/wav8k/min/tt/s2/050a050f_0.68112_441c0215_-0.68112_051c0106_0.wav,3speakers/wav8k/min/tt/s3/050a050f_0.68112_441c0215_-0.68112_051c0106_0.wav
32,3speakers/wav8k/min/tt/mix/050a050f_1.2678_446o0305_-1.2678_22ha010i_0.wav,3,40960,3speakers/wav8k/min/tt/s1/050a050f_1.2678_446o0305_-1.2678_22ha010i_0.wav,3speakers/wav8k/min/tt/s2/050a050f_1.2678_446o0305_-1.2678_22ha010i_0.wav,3speakers/wav8k/min/tt/s3/050a050f_1.2678_446o0305_-1.2678_22ha010i_0.wav
33,3speakers/wav8k/min/tt/mix/050a050f_1.5136_445o030y_-1.5136_443c0213_0.wav,3,41525,3speakers/wav8k/min/tt/s1/050a050f_1.5136_445o030y_-1.5136_443c0213_0.wav,3speakers/wav8k/min/tt/s2/050a050f_1.5136_445o030y_-1.5136_443c0213_0.wav,3speakers/wav8k/min/tt/s3/050a050f_1.5136_445o030y_-1.5136_443c0213_0.wav
34,3speakers/wav8k/min/tt/mix/050a050g_0.32677_443o030s_-0.32677_423c020t_0.wav,3,32350,3speakers/wav8k/min/tt/s1/050a050g_0.32677_443o030s_-0.32677_423c020t_0.wav,3speakers/wav8k/min/tt/s2/050a050g_0.32677_443o030s_-0.32677_423c020t_0.wav,3speakers/wav8k/min/tt/s3/050a050g_0.32677_443o030s_-0.32677_423c020t_0.wav
35,3speakers/wav8k/min/tt/mix/050a050h_1.0204_052c0108_-1.0204_421o030e_0.wav,3,35767,3speakers/wav8k/min/tt/s1/050a050h_1.0204_052c0108_-1.0204_421o030e_0.wav,3speakers/wav8k/min/tt/s2/050a050h_1.0204_052c0108_-1.0204_421o030e_0.wav,3speakers/wav8k/min/tt/s3/050a050h_1.0204_052c0108_-1.0204_421o030e_0.wav
36,3speakers/wav8k/min/tt/mix/050a050h_1.1345_446o030w_-1.1345_447o030l_0.wav,3,41643,3speakers/wav8k/min/tt/s1/050a050h_1.1345_446o030w_-1.1345_447o030l_0.wav,3speakers/wav8k/min/tt/s2/050a050h_1.1345_446o030w_-1.1345_447o030l_0.wav,3speakers/wav8k/min/tt/s3/050a050h_1.1345_446o030w_-1.1345_447o030l_0.wav
37,3speakers/wav8k/min/tt/mix/050a050h_1.9864_423c020e_-1.9864_22ho010n_0.wav,3,33120,3speakers/wav8k/min/tt/s1/050a050h_1.9864_423c020e_-1.9864_22ho010n_0.wav,3speakers/wav8k/min/tt/s2/050a050h_1.9864_423c020e_-1.9864_22ho010n_0.wav,3speakers/wav8k/min/tt/s3/050a050h_1.9864_423c020e_-1.9864_22ho010n_0.wav
38,3speakers/wav8k/min/tt/mix/050a050j_0.24874_051c0112_-0.24874_445o030g_0.wav,3,42651,3speakers/wav8k/min/tt/s1/050a050j_0.24874_051c0112_-0.24874_445o030g_0.wav,3speakers/wav8k/min/tt/s2/050a050j_0.24874_051c0112_-0.24874_445o030g_0.wav,3speakers/wav8k/min/tt/s3/050a050j_0.24874_051c0112_-0.24874_445o030g_0.wav
39,3speakers/wav8k/min/tt/mix/050a050j_2.1811_053a050z_-2.1811_420o030y_0.wav,3,42651,3speakers/wav8k/min/tt/s1/050a050j_2.1811_053a050z_-2.1811_420o030y_0.wav,3speakers/wav8k/min/tt/s2/050a050j_2.1811_053a050z_-2.1811_420o030y_0.wav,3speakers/wav8k/min/tt/s3/050a050j_2.1811_053a050z_-2.1811_420o030y_0.wav
40,3speakers/wav8k/min/tt/mix/050a050k_1.451_051c0106_-1.451_441c020z_0.wav,3,40725,3speakers/wav8k/min/tt/s1/050a050k_1.451_051c0106_-1.451_441c020z_0.wav,3speakers/wav8k/min/tt/s2/050a050k_1.451_051c0106_-1.451_441c020z_0.wav,3speakers/wav8k/min/tt/s3/050a050k_1.451_051c0106_-1.451_441c020z_0.wav
41,3speakers/wav8k/min/tt/mix/050a050m_0.37908_443o0311_-0.37908_22ga010f_0.wav,3,41601,3speakers/wav8k/min/tt/s1/050a050m_0.37908_443o0311_-0.37908_22ga010f_0.wav,3speakers/wav8k/min/tt/s2/050a050m_0.37908_443o0311_-0.37908_22ga010f_0.wav,3speakers/wav8k/min/tt/s3/050a050m_0.37908_443o0311_-0.37908_22ga010f_0.wav
42,3speakers/wav8k/min/tt/mix/050a050m_1.6623_443o030q_-1.6623_447c020h_0.wav,3,41601,3speakers/wav8k/min/tt/s1/050a050m_1.6623_443o030q_-1.6623_447c020h_0.wav,3speakers/wav8k/min/tt/s2/050a050m_1.6623_443o030q_-1.6623_447c020h_0.wav,3speakers/wav8k/min/tt/s3/050a050m_1.6623_443o030q_-1.6623_447c020h_0.wav
43,3speakers/wav8k/min/tt/mix/050a050n_0.0094208_422a010e_-0.0094208_440o0307_0.wav,3,39673,3speakers/wav8k/min/tt/s1/050a050n_0.0094208_422a010e_-0.0094208_440o0307_0.wav,3speakers/wav8k/min/tt/s2/050a050n_0.0094208_422a010e_-0.0094208_440o0307_0.wav,3speakers/wav8k/min/tt/s3/050a050n_0.0094208_422a010e_-0.0094208_440o0307_0.wav
44,3speakers/wav8k/min/tt/mix/050a050o_0.50598_052c010f_-0.50598_051o020o_0.wav,3,23516,3speakers/wav8k/min/tt/s1/050a050o_0.50598_052c010f_-0.50598_051o020o_0.wav,3speakers/wav8k/min/tt/s2/050a050o_0.50598_052c010f_-0.50598_051o020o_0.wav,3speakers/wav8k/min/tt/s3/050a050o_0.50598_052c010f_-0.50598_051o020o_0.wav
45,3speakers/wav8k/min/tt/mix/050a050o_1.5413_22ha010c_-1.5413_440c0202_0.wav,3,36880,3speakers/wav8k/min/tt/s1/050a050o_1.5413_22ha010c_-1.5413_440c0202_0.wav,3speakers/wav8k/min/tt/s2/050a050o_1.5413_22ha010c_-1.5413_440c0202_0.wav,3speakers/wav8k/min/tt/s3/050a050o_1.5413_22ha010c_-1.5413_440c0202_0.wav
46,3speakers/wav8k/min/tt/mix/050a050p_1.3179_441o030e_-1.3179_442c0202_0.wav,3,36495,3speakers/wav8k/min/tt/s1/050a050p_1.3179_441o030e_-1.3179_442c0202_0.wav,3speakers/wav8k/min/tt/s2/050a050p_1.3179_441o030e_-1.3179_442c0202_0.wav,3speakers/wav8k/min/tt/s3/050a050p_1.3179_441o030e_-1.3179_442c0202_0.wav
47,3speakers/wav8k/min/tt/mix/050a050q_0.19063_441o0306_-0.19063_22go0108_0.wav,3,38652,3speakers/wav8k/min/tt/s1/050a050q_0.19063_441o0306_-0.19063_22go0108_0.wav,3speakers/wav8k/min/tt/s2/050a050q_0.19063_441o0306_-0.19063_22go0108_0.wav,3speakers/wav8k/min/tt/s3/050a050q_0.19063_441o0306_-0.19063_22go0108_0.wav
48,3speakers/wav8k/min/tt/mix/050a050r_0.22799_052c010p_-0.22799_447c0212_0.wav,3,39702,3speakers/wav8k/min/tt/s1/050a050r_0.22799_052c010p_-0.22799_447c0212_0.wav,3speakers/wav8k/min/tt/s2/050a050r_0.22799_052c010p_-0.22799_447c0212_0.wav,3speakers/wav8k/min/tt/s3/050a050r_0.22799_052c010p_-0.22799_447c0212_0.wav
49,3speakers/wav8k/min/tt/mix/050a050t_0.28636_440c020t_-0.28636_422c020e_0.wav,3,38947,3speakers/wav8k/min/tt/s1/050a050t_0.28636_440c020t_-0.28636_422c020e_0.wav,3speakers/wav8k/min/tt/s2/050a050t_0.28636_440c020t_-0.28636_422c020e_0.wav,3speakers/wav8k/min/tt/s3/050a050t_0.28636_440c020t_-0.28636_422c020e_0.wav
50,3speakers/wav8k/min/tt/mix/050a050t_0.7518_447c020g_-0.7518_422c020v_0.wav,3,41827,3speakers/wav8k/min/tt/s1/050a050t_0.7518_447c020g_-0.7518_422c020v_0.wav,3speakers/wav8k/min/tt/s2/050a050t_0.7518_447c020g_-0.7518_422c020v_0.wav,3speakers/wav8k/min/tt/s3/050a050t_0.7518_447c020g_-0.7518_422c020v_0.wav
51,3speakers/wav8k/min/tt/mix/050a050t_0.78544_053c0114_-0.78544_420c0210_0.wav,3,21775,3speakers/wav8k/min/tt/s1/050a050t_0.78544_053c0114_-0.78544_420c0210_0.wav,3speakers/wav8k/min/tt/s2/050a050t_0.78544_053c0114_-0.78544_420c0210_0.wav,3speakers/wav8k/min/tt/s3/050a050t_0.78544_053c0114_-0.78544_420c0210_0.wav
52,3speakers/wav8k/min/tt/mix/050a050v_0.51071_446o030z_-0.51071_420c020g_0.wav,3,41979,3speakers/wav8k/min/tt/s1/050a050v_0.51071_446o030z_-0.51071_420c020g_0.wav,3speakers/wav8k/min/tt/s2/050a050v_0.51071_446o030z_-0.51071_420c020g_0.wav,3speakers/wav8k/min/tt/s3/050a050v_0.51071_446o030z_-0.51071_420c020g_0.wav
53,3speakers/wav8k/min/tt/mix/050a050v_0.57206_052c0111_-0.57206_422c020e_0.wav,3,39117,3speakers/wav8k/min/tt/s1/050a050v_0.57206_052c0111_-0.57206_422c020e_0.wav,3speakers/wav8k/min/tt/s2/050a050v_0.57206_052c0111_-0.57206_422c020e_0.wav,3speakers/wav8k/min/tt/s3/050a050v_0.57206_052c0111_-0.57206_422c020e_0.wav
54,3speakers/wav8k/min/tt/mix/050a050w_0.62224_443c020e_-0.62224_447o030n_0.wav,3,41788,3speakers/wav8k/min/tt/s1/050a050w_0.62224_443c020e_-0.62224_447o030n_0.wav,3speakers/wav8k/min/tt/s2/050a050w_0.62224_443c020e_-0.62224_447o030n_0.wav,3speakers/wav8k/min/tt/s3/050a050w_0.62224_443c020e_-0.62224_447o030n_0.wav
55,3speakers/wav8k/min/tt/mix/050a050x_0.9439_447o0302_-0.9439_446c020h_0.wav,3,44061,3speakers/wav8k/min/tt/s1/050a050x_0.9439_447o0302_-0.9439_446c020h_0.wav,3speakers/wav8k/min/tt/s2/050a050x_0.9439_447o0302_-0.9439_446c020h_0.wav,3speakers/wav8k/min/tt/s3/050a050x_0.9439_447o0302_-0.9439_446c020h_0.wav
56,3speakers/wav8k/min/tt/mix/050a050x_1.179_442o030q_-1.179_420c0201_0.wav,3,34140,3speakers/wav8k/min/tt/s1/050a050x_1.179_442o030q_-1.179_420c0201_0.wav,3speakers/wav8k/min/tt/s2/050a050x_1.179_442o030q_-1.179_420c0201_0.wav,3speakers/wav8k/min/tt/s3/050a050x_1.179_442o030q_-1.179_420c0201_0.wav
57,3speakers/wav8k/min/tt/mix/050a050x_1.1947_22hc010z_-1.1947_423a0102_0.wav,3,13280,3speakers/wav8k/min/tt/s1/050a050x_1.1947_22hc010z_-1.1947_423a0102_0.wav,3speakers/wav8k/min/tt/s2/050a050x_1.1947_22hc010z_-1.1947_423a0102_0.wav,3speakers/wav8k/min/tt/s3/050a050x_1.1947_22hc010z_-1.1947_423a0102_0.wav
58,3speakers/wav8k/min/tt/mix/050a050z_0.99568_444c0208_-0.99568_051c010d_0.wav,3,46764,3speakers/wav8k/min/tt/s1/050a050z_0.99568_444c0208_-0.99568_051c010d_0.wav,3speakers/wav8k/min/tt/s2/050a050z_0.99568_444c0208_-0.99568_051c010d_0.wav,3speakers/wav8k/min/tt/s3/050a050z_0.99568_444c0208_-0.99568_051c010d_0.wav
59,3speakers/wav8k/min/tt/mix/050a050z_1.0531_423a010f_-1.0531_420o0314_0.wav,3,46764,3speakers/wav8k/min/tt/s1/050a050z_1.0531_423a010f_-1.0531_420o0314_0.wav,3speakers/wav8k/min/tt/s2/050a050z_1.0531_423a010f_-1.0531_420o0314_0.wav,3speakers/wav8k/min/tt/s3/050a050z_1.0531_423a010f_-1.0531_420o0314_0.wav
60,3speakers/wav8k/min/tt/mix/050a050z_1.1832_447c020g_-1.1832_444c0202_0.wav,3,46764,3speakers/wav8k/min/tt/s1/050a050z_1.1832_447c020g_-1.1832_444c0202_0.wav,3speakers/wav8k/min/tt/s2/050a050z_1.1832_447c020g_-1.1832_444c0202_0.wav,3speakers/wav8k/min/tt/s3/050a050z_1.1832_447c020g_-1.1832_444c0202_0.wav
61,3speakers/wav8k/min/tt/mix/050a0510_1.2473_444o030t_-1.2473_445o0304_0.wav,3,42963,3speakers/wav8k/min/tt/s1/050a0510_1.2473_444o030t_-1.2473_445o0304_0.wav,3speakers/wav8k/min/tt/s2/050a0510_1.2473_444o030t_-1.2473_445o0304_0.wav,3speakers/wav8k/min/tt/s3/050a0510_1.2473_444o030t_-1.2473_445o0304_0.wav
62,3speakers/wav8k/min/tt/mix/050a0511_0.91204_053a050m_-0.91204_052a0503_0.wav,3,39350,3speakers/wav8k/min/tt/s1/050a0511_0.91204_053a050m_-0.91204_052a0503_0.wav,3speakers/wav8k/min/tt/s2/050a0511_0.91204_053a050m_-0.91204_052a0503_0.wav,3speakers/wav8k/min/tt/s3/050a0511_0.91204_053a050m_-0.91204_052a0503_0.wav
63,3speakers/wav8k/min/tt/mix/050a0511_2.4111_053c010h_-2.4111_440o0309_0.wav,3,43304,3speakers/wav8k/min/tt/s1/050a0511_2.4111_053c010h_-2.4111_440o0309_0.wav,3speakers/wav8k/min/tt/s2/050a0511_2.4111_053c010h_-2.4111_440o0309_0.wav,3speakers/wav8k/min/tt/s3/050a0511_2.4111_053c010h_-2.4111_440o0309_0.wav
64,3speakers/wav8k/min/tt/mix/050a0512_0.31413_051c0103_-0.31413_421o030h_0.wav,3,30637,3speakers/wav8k/min/tt/s1/050a0512_0.31413_051c0103_-0.31413_421o030h_0.wav,3speakers/wav8k/min/tt/s2/050a0512_0.31413_051c0103_-0.31413_421o030h_0.wav,3speakers/wav8k/min/tt/s3/050a0512_0.31413_051c0103_-0.31413_421o030h_0.wav
65,3speakers/wav8k/min/tt/mix/050a0512_1.0989_440c0202_-1.0989_442o030y_0.wav,3,41785,3speakers/wav8k/min/tt/s1/050a0512_1.0989_440c0202_-1.0989_442o030y_0.wav,3speakers/wav8k/min/tt/s2/050a0512_1.0989_440c0202_-1.0989_442o030y_0.wav,3speakers/wav8k/min/tt/s3/050a0512_1.0989_440c0202_-1.0989_442o030y_0.wav
66,3speakers/wav8k/min/tt/mix/050a0512_1.6787_446o030o_-1.6787_053o0211_0.wav,3,41785,3speakers/wav8k/min/tt/s1/050a0512_1.6787_446o030o_-1.6787_053o0211_0.wav,3speakers/wav8k/min/tt/s2/050a0512_1.6787_446o030o_-1.6787_053o0211_0.wav,3speakers/wav8k/min/tt/s3/050a0512_1.6787_446o030o_-1.6787_053o0211_0.wav
67,3speakers/wav8k/min/tt/mix/050a0514_2.2067_444c0210_-2.2067_053a0509_0.wav,3,40162,3speakers/wav8k/min/tt/s1/050a0514_2.2067_444c0210_-2.2067_053a0509_0.wav,3speakers/wav8k/min/tt/s2/050a0514_2.2067_444c0210_-2.2067_053a0509_0.wav,3speakers/wav8k/min/tt/s3/050a0514_2.2067_444c0210_-2.2067_053a0509_0.wav
