,mix,n_src,length,s1,s2
16,2speakers/wav8k/min/tt/mix/050a050a_2.2408_422o030n_-2.2408.wav,2,37039,2speakers/wav8k/min/tt/s1/050a050a_2.2408_422o030n_-2.2408.wav,2speakers/wav8k/min/tt/s2/050a050a_2.2408_422o030n_-2.2408.wav
17,2speakers/wav8k/min/tt/mix/050a050b_0.37193_443c020s_-0.37193.wav,2,32749,2speakers/wav8k/min/tt/s1/050a050b_0.37193_443c020s_-0.37193.wav,2speakers/wav8k/min/tt/s2/050a050b_0.37193_443c020s_-0.37193.wav
18,2speakers/wav8k/min/tt/mix/050a050c_0.050237_442c020j_-0.050237.wav,2,43671,2speakers/wav8k/min/tt/s1/050a050c_0.050237_442c020j_-0.050237.wav,2speakers/wav8k/min/tt/s2/050a050c_0.050237_442c020j_-0.050237.wav
19,2speakers/wav8k/min/tt/mix/050a050c_1.7355_052c0112_-1.7355.wav,2,43671,2speakers/wav8k/min/tt/s1/050a050c_1.7355_052c0112_-1.7355.wav,2speakers/wav8k/min/tt/s2/050a050c_1.7355_052c0112_-1.7355.wav
20,2speakers/wav8k/min/tt/mix/050a050e_1.6411_441o030s_-1.6411.wav,2,38164,2speakers/wav8k/min/tt/s1/050a050e_1.6411_441o030s_-1.6411.wav,2speakers/wav8k/min/tt/s2/050a050e_1.6411_441o030s_-1.6411.wav
21,2speakers/wav8k/min/tt/mix/050a050f_0.59652_440c020j_-0.59652.wav,2,41525,2speakers/wav8k/min/tt/s1/050a050f_0.59652_440c020j_-0.59652.wav,2speakers/wav8k/min/tt/s2/050a050f_0.59652_440c020j_-0.59652.wav
22,2speakers/wav8k/min/tt/mix/050a050i_1.6472_422o030f_-1.6472.wav,2,42878,2speakers/wav8k/min/tt/s1/050a050i_1.6472_422o030f_-1.6472.wav,2speakers/wav8k/min/tt/s2/050a050i_1.6472_422o030f_-1.6472.wav
23,2speakers/wav8k/min/tt/mix/050a050i_1.7445_447c0213_-1.7445.wav,2,37915,2speakers/wav8k/min/tt/s1/050a050i_1.7445_447c0213_-1.7445.wav,2speakers/wav8k/min/tt/s2/050a050i_1.7445_447c0213_-1.7445.wav
24,2speakers/wav8k/min/tt/mix/050a050i_2.067_420a010b_-2.067.wav,2,42878,2speakers/wav8k/min/tt/s1/050a050i_2.067_420a010b_-2.067.wav,2speakers/wav8k/min/tt/s2/050a050i_2.067_420a010b_-2.067.wav
25,2speakers/wav8k/min/tt/mix/050a050i_2.1935_421c020b_-2.1935.wav,2,41647,2speakers/wav8k/min/tt/s1/050a050i_2.1935_421c020b_-2.1935.wav,2speakers/wav8k/min/tt/s2/050a050i_2.1935_421c020b_-2.1935.wav
26,2speakers/wav8k/min/tt/mix/050a050j_0.72455_052c0101_-0.72455.wav,2,42651,2speakers/wav8k/min/tt/s1/050a050j_0.72455_052c0101_-0.72455.wav,2speakers/wav8k/min/tt/s2/050a050j_0.72455_052c0101_-0.72455.wav
27,2speakers/wav8k/min/tt/mix/050a050j_1.2216_22ga0109_-1.2216.wav,2,42651,2speakers/wav8k/min/tt/s1/050a050j_1.2216_22ga0109_-1.2216.wav,2speakers/wav8k/min/tt/s2/050a050j_1.2216_22ga0109_-1.2216.wav
28,2speakers/wav8k/min/tt/mix/050a050j_1.8713_440o030d_-1.8713.wav,2,42651,2speakers/wav8k/min/tt/s1/050a050j_1.8713_440o030d_-1.8713.wav,2speakers/wav8k/min/tt/s2/050a050j_1.8713_440o030d_-1.8713.wav
29,2speakers/wav8k/min/tt/mix/050a050k_0.74546_22hc010o_-0.74546.wav,2,40725,2speakers/wav8k/min/tt/s1/050a050k_0.74546_22hc010o_-0.74546.wav,2speakers/wav8k/min/tt/s2/050a050k_0.74546_22hc010o_-0.74546.wav
30,2speakers/wav8k/min/tt/mix/050a050l_0.87662_443o0310_-0.87662.wav,2,40570,2speakers/wav8k/min/tt/s1/050a050l_0.87662_443o0310_-0.87662.wav,2speakers/wav8k/min/tt/s2/050a050l_0.87662_443o0310_-0.87662.wav
31,2speakers/wav8k/min/tt/mix/050a050l_0.96279_420o030g_-0.96279.wav,2,40570,2speakers/wav8k/min/tt/s1/050a050l_0.96279_420o030g_-0.96279.wav,2speakers/wav8k/min/tt/s2/050a050l_0.96279_420o030g_-0.96279.wav
32,2speakers/wav8k/min/tt/mix/050a050l_1.2369_445o0305_-1.2369.wav,2,40570,2speakers/wav8k/min/tt/s1/050a050l_1.2369_445o0305_-1.2369.wav,2speakers/wav8k/min/tt/s2/050a050l_1.2369_445o0305_-1.2369.wav
33,2speakers/wav8k/min/tt/mix/050a050m_1.6347_051c010x_-1.6347.wav,2,41601,2speakers/wav8k/min/tt/s1/050a050m_1.6347_051c010x_-1.6347.wav,2speakers/wav8k/min/tt/s2/050a050m_1.6347_051c010x_-1.6347.wav
34,2speakers/wav8k/min/tt/mix/050a050o_0.037607_444o0311_-0.037607.wav,2,36880,2speakers/wav8k/min/tt/s1/050a050o_0.037607_444o0311_-0.037607.wav,2speakers/wav8k/min/tt/s2/050a050o_0.037607_444o0311_-0.037607.wav
35,2speakers/wav8k/min/tt/mix/050a050o_0.52962_447o030c_-0.52962.wav,2,36880,2speakers/wav8k/min/tt/s1/050a050o_0.52962_447o030c_-0.52962.wav,2speakers/wav8k/min/tt/s2/050a050o_0.52962_447o030c_-0.52962.wav
36,2speakers/wav8k/min/tt/mix/050a050o_1.65_052a0511_-1.65.wav,2,36880,2speakers/wav8k/min/tt/s1/050a050o_1.65_052a0511_-1.65.wav,2speakers/wav8k/min/tt/s2/050a050o_1.65_052a0511_-1.65.wav
37,2speakers/wav8k/min/tt/mix/050a050p_0.0059009_442c0206_-0.0059009.wav,2,36495,2speakers/wav8k/min/tt/s1/050a050p_0.0059009_442c0206_-0.0059009.wav,2speakers/wav8k/min/tt/s2/050a050p_0.0059009_442c0206_-0.0059009.wav
38,2speakers/wav8k/min/tt/mix/050a050p_2.3137_22ha010b_-2.3137.wav,2,33440,2speakers/wav8k/min/tt/s1/050a050p_2.3137_22ha010b_-2.3137.wav,2speakers/wav8k/min/tt/s2/050a050p_2.3137_22ha010b_-2.3137.wav
39,2speakers/wav8k/min/tt/mix/050a050q_1.3825_444o0312_-1.3825.wav,2,33849,2speakers/wav8k/min/tt/s1/050a050q_1.3825_444o0312_-1.3825.wav,2speakers/wav8k/min/tt/s2/050a050q_1.3825_444o0312_-1.3825.wav
40,2speakers/wav8k/min/tt/mix/050a050s_1.1019_052c010s_-1.1019.wav,2,27251,2speakers/wav8k/min/tt/s1/050a050s_1.1019_052c010s_-1.1019.wav,2speakers/wav8k/min/tt/s2/050a050s_1.1019_052c010s_-1.1019.wav
41,2speakers/wav8k/min/tt/mix/050a050t_0.089726_422a010e_-0.089726.wav,2,41827,2speakers/wav8k/min/tt/s1/050a050t_0.089726_422a010e_-0.089726.wav,2speakers/wav8k/min/tt/s2/050a050t_0.089726_422a010e_-0.089726.wav
42,2speakers/wav8k/min/tt/mix/050a050x_0.63237_22ga010f_-0.63237.wav,2,44061,2speakers/wav8k/min/tt/s1/050a050x_0.63237_22ga010f_-0.63237.wav,2speakers/wav8k/min/tt/s2/050a050x_0.63237_22ga010f_-0.63237.wav
43,2speakers/wav8k/min/tt/mix/050a050x_1.0327_444o030o_-1.0327.wav,2,44061,2speakers/wav8k/min/tt/s1/050a050x_1.0327_444o030o_-1.0327.wav,2speakers/wav8k/min/tt/s2/050a050x_1.0327_444o030o_-1.0327.wav
44,2speakers/wav8k/min/tt/mix/050a050x_1.2094_446c020i_-1.2094.wav,2,44061,2speakers/wav8k/min/tt/s1/050a050x_1.2094_446c020i_-1.2094.wav,2speakers/wav8k/min/tt/s2/050a050x_1.2094_446c020i_-1.2094.wav
45,2speakers/wav8k/min/tt/mix/050a050x_1.2457_446c020h_-1.2457.wav,2,44061,2speakers/wav8k/min/tt/s1/050a050x_1.2457_446c020h_-1.2457.wav,2speakers/wav8k/min/tt/s2/050a050x_1.2457_446c020h_-1.2457.wav
46,2speakers/wav8k/min/tt/mix/050a050x_2.1371_423a010f_-2.1371.wav,2,44061,2speakers/wav8k/min/tt/s1/050a050x_2.1371_423a010f_-2.1371.wav,2speakers/wav8k/min/tt/s2/050a050x_2.1371_423a010f_-2.1371.wav
47,2speakers/wav8k/min/tt/mix/050a050z_0.68476_052o0207_-0.68476.wav,2,46764,2speakers/wav8k/min/tt/s1/050a050z_0.68476_052o0207_-0.68476.wav,2speakers/wav8k/min/tt/s2/050a050z_0.68476_052o0207_-0.68476.wav
48,2speakers/wav8k/min/tt/mix/050a0510_1.6168_420a0113_-1.6168.wav,2,41228,2speakers/wav8k/min/tt/s1/050a0510_1.6168_420a0113_-1.6168.wav,2speakers/wav8k/min/tt/s2/050a0510_1.6168_420a0113_-1.6168.wav
49,2speakers/wav8k/min/tt/mix/050a0511_0.75829_447o030j_-0.75829.wav,2,43304,2speakers/wav8k/min/tt/s1/050a0511_0.75829_447o030j_-0.75829.wav,2speakers/wav8k/min/tt/s2/050a0511_0.75829_447o030j_-0.75829.wav
50,2speakers/wav8k/min/tt/mix/050a0511_2.4737_22ga010g_-2.4737.wav,2,39200,2speakers/wav8k/min/tt/s1/050a0511_2.4737_22ga010g_-2.4737.wav,2speakers/wav8k/min/tt/s2/050a0511_2.4737_22ga010g_-2.4737.wav
51,2speakers/wav8k/min/tt/mix/050a0512_0.15462_422o030q_-0.15462.wav,2,41785,2speakers/wav8k/min/tt/s1/050a0512_0.15462_422o030q_-0.15462.wav,2speakers/wav8k/min/tt/s2/050a0512_0.15462_422o030q_-0.15462.wav
52,2speakers/wav8k/min/tt/mix/050a0512_0.3958_441c020v_-0.3958.wav,2,41785,2speakers/wav8k/min/tt/s1/050a0512_0.3958_441c020v_-0.3958.wav,2speakers/wav8k/min/tt/s2/050a0512_0.3958_441c020v_-0.3958.wav
53,2speakers/wav8k/min/tt/mix/050a0513_0.53243_447c020p_-0.53243.wav,2,36832,2speakers/wav8k/min/tt/s1/050a0513_0.53243_447c020p_-0.53243.wav,2speakers/wav8k/min/tt/s2/050a0513_0.53243_447c020p_-0.53243.wav
54,2speakers/wav8k/min/tt/mix/050a0513_1.7662_447c020d_-1.7662.wav,2,36218,2speakers/wav8k/min/tt/s1/050a0513_1.7662_447c020d_-1.7662.wav,2speakers/wav8k/min/tt/s2/050a0513_1.7662_447c020d_-1.7662.wav
55,2speakers/wav8k/min/tt/mix/050a0513_2.0142_421a0102_-2.0142.wav,2,36832,2speakers/wav8k/min/tt/s1/050a0513_2.0142_421a0102_-2.0142.wav,2speakers/wav8k/min/tt/s2/050a0513_2.0142_421a0102_-2.0142.wav
56,2speakers/wav8k/min/tt/mix/050a0513_2.0807_446o0310_-2.0807.wav,2,36832,2speakers/wav8k/min/tt/s1/050a0513_2.0807_446o0310_-2.0807.wav,2speakers/wav8k/min/tt/s2/050a0513_2.0807_446o0310_-2.0807.wav
57,2speakers/wav8k/min/tt/mix/050a0513_2.0868_446o0311_-2.0868.wav,2,36832,2speakers/wav8k/min/tt/s1/050a0513_2.0868_446o0311_-2.0868.wav,2speakers/wav8k/min/tt/s2/050a0513_2.0868_446o0311_-2.0868.wav
58,2speakers/wav8k/min/tt/mix/050a0514_1.5211_422a0110_-1.5211.wav,2,37434,2speakers/wav8k/min/tt/s1/050a0514_1.5211_422a0110_-1.5211.wav,2speakers/wav8k/min/tt/s2/050a0514_1.5211_422a0110_-1.5211.wav
59,2speakers/wav8k/min/tt/mix/050a0514_1.5445_447o0305_-1.5445.wav,2,40162,2speakers/wav8k/min/tt/s1/050a0514_1.5445_447o0305_-1.5445.wav,2speakers/wav8k/min/tt/s2/050a0514_1.5445_447o0305_-1.5445.wav
60,2speakers/wav8k/min/tt/mix/050a0514_2.1666_443c020s_-2.1666.wav,2,32749,2speakers/wav8k/min/tt/s1/050a0514_2.1666_443c020s_-2.1666.wav,2speakers/wav8k/min/tt/s2/050a0514_2.1666_443c020s_-2.1666.wav
61,2speakers/wav8k/min/tt/mix/050c0101_0.55987_051a050p_-0.55987.wav,2,38036,2speakers/wav8k/min/tt/s1/050c0101_0.55987_051a050p_-0.55987.wav,2speakers/wav8k/min/tt/s2/050c0101_0.55987_051a050p_-0.55987.wav
62,2speakers/wav8k/min/tt/mix/050c0102_0.99246_421c020q_-0.99246.wav,2,68795,2speakers/wav8k/min/tt/s1/050c0102_0.99246_421c020q_-0.99246.wav,2speakers/wav8k/min/tt/s2/050c0102_0.99246_421c020q_-0.99246.wav
63,2speakers/wav8k/min/tt/mix/050c0103_0.098908_22ho0113_-0.098908.wav,2,56000,2speakers/wav8k/min/tt/s1/050c0103_0.098908_22ho0113_-0.098908.wav,2speakers/wav8k/min/tt/s2/050c0103_0.098908_22ho0113_-0.098908.wav
64,2speakers/wav8k/min/tt/mix/050c0103_0.29983_443c0211_-0.29983.wav,2,47872,2speakers/wav8k/min/tt/s1/050c0103_0.29983_443c0211_-0.29983.wav,2speakers/wav8k/min/tt/s2/050c0103_0.29983_443c0211_-0.29983.wav
65,2speakers/wav8k/min/tt/mix/050c0103_2.0721_444c0212_-2.0721.wav,2,57475,2speakers/wav8k/min/tt/s1/050c0103_2.0721_444c0212_-2.0721.wav,2speakers/wav8k/min/tt/s2/050c0103_2.0721_444c0212_-2.0721.wav
66,2speakers/wav8k/min/tt/mix/050c0104_0.0019449_22hc010i_-0.0019449.wav,2,71935,2speakers/wav8k/min/tt/s1/050c0104_0.0019449_22hc010i_-0.0019449.wav,2speakers/wav8k/min/tt/s2/050c0104_0.0019449_22hc010i_-0.0019449.wav
67,2speakers/wav8k/min/tt/mix/050c0104_0.021425_446o030g_-0.021425.wav,2,54709,2speakers/wav8k/min/tt/s1/050c0104_0.021425_446o030g_-0.021425.wav,2speakers/wav8k/min/tt/s2/050c0104_0.021425_446o030g_-0.021425.wav
68,2speakers/wav8k/min/tt/mix/050c0105_0.94642_444c020p_-0.94642.wav,2,58896,2speakers/wav8k/min/tt/s1/050c0105_0.94642_444c020p_-0.94642.wav,2speakers/wav8k/min/tt/s2/050c0105_0.94642_444c020p_-0.94642.wav
69,2speakers/wav8k/min/tt/mix/050c0105_1.7606_444c020o_-1.7606.wav,2,57977,2speakers/wav8k/min/tt/s1/050c0105_1.7606_444c020o_-1.7606.wav,2speakers/wav8k/min/tt/s2/050c0105_1.7606_444c020o_-1.7606.wav
70,2speakers/wav8k/min/tt/mix/050c0106_0.93305_444o030v_-0.93305.wav,2,42875,2speakers/wav8k/min/tt/s1/050c0106_0.93305_444o030v_-0.93305.wav,2speakers/wav8k/min/tt/s2/050c0106_0.93305_444o030v_-0.93305.wav
71,2speakers/wav8k/min/tt/mix/050c0107_2.4293_443c0205_-2.4293.wav,2,72425,2speakers/wav8k/min/tt/s1/050c0107_2.4293_443c0205_-2.4293.wav,2speakers/wav8k/min/tt/s2/050c0107_2.4293_443c0205_-2.4293.wav
72,2speakers/wav8k/min/tt/mix/050c0109_1.6965_441c020p_-1.6965.wav,2,51163,2speakers/wav8k/min/tt/s1/050c0109_1.6965_441c020p_-1.6965.wav,2speakers/wav8k/min/tt/s2/050c0109_1.6965_441c020p_-1.6965.wav
73,2speakers/wav8k/min/tt/mix/050c0109_2.0554_445o030b_-2.0554.wav,2,51163,2speakers/wav8k/min/tt/s1/050c0109_2.0554_445o030b_-2.0554.wav,2speakers/wav8k/min/tt/s2/050c0109_2.0554_445o030b_-2.0554.wav
74,2speakers/wav8k/min/tt/mix/050c010b_0.8494_441o030v_-0.8494.wav,2,61215,2speakers/wav8k/min/tt/s1/050c010b_0.8494_441o030v_-0.8494.wav,2speakers/wav8k/min/tt/s2/050c010b_0.8494_441o030v_-0.8494.wav
75,2speakers/wav8k/min/tt/mix/050c010b_1.8302_445c020f_-1.8302.wav,2,49277,2speakers/wav8k/min/tt/s1/050c010b_1.8302_445c020f_-1.8302.wav,2speakers/wav8k/min/tt/s2/050c010b_1.8302_445c020f_-1.8302.wav
76,2speakers/wav8k/min/tt/mix/050c010c_0.31509_443c020s_-0.31509.wav,2,32749,2speakers/wav8k/min/tt/s1/050c010c_0.31509_443c020s_-0.31509.wav,2speakers/wav8k/min/tt/s2/050c010c_0.31509_443c020s_-0.31509.wav
77,2speakers/wav8k/min/tt/mix/050c010c_0.80731_420a010b_-0.80731.wav,2,43500,2speakers/wav8k/min/tt/s1/050c010c_0.80731_420a010b_-0.80731.wav,2speakers/wav8k/min/tt/s2/050c010c_0.80731_420a010b_-0.80731.wav
78,2speakers/wav8k/min/tt/mix/050c010c_1.3988_441o030o_-1.3988.wav,2,43500,2speakers/wav8k/min/tt/s1/050c010c_1.3988_441o030o_-1.3988.wav,2speakers/wav8k/min/tt/s2/050c010c_1.3988_441o030o_-1.3988.wav
79,2speakers/wav8k/min/tt/mix/050c010c_1.7014_446o030u_-1.7014.wav,2,43500,2speakers/wav8k/min/tt/s1/050c010c_1.7014_446o030u_-1.7014.wav,2speakers/wav8k/min/tt/s2/050c010c_1.7014_446o030u_-1.7014.wav
80,2speakers/wav8k/min/tt/mix/050c010d_0.87422_051o0204_-0.87422.wav,2,51266,2speakers/wav8k/min/tt/s1/050c010d_0.87422_051o0204_-0.87422.wav,2speakers/wav8k/min/tt/s2/050c010d_0.87422_051o0204_-0.87422.wav
81,2speakers/wav8k/min/tt/mix/050c010d_1.794_420a010s_-1.794.wav,2,51266,2speakers/wav8k/min/tt/s1/050c010d_1.794_420a010s_-1.794.wav,2speakers/wav8k/min/tt/s2/050c010d_1.794_420a010s_-1.794.wav
82,2speakers/wav8k/min/tt/mix/050c010i_0.15396_442c020z_-0.15396.wav,2,43890,2speakers/wav8k/min/tt/s1/050c010i_0.15396_442c020z_-0.15396.wav,2speakers/wav8k/min/tt/s2/050c010i_0.15396_442c020z_-0.15396.wav
83,2speakers/wav8k/min/tt/mix/050c010j_1.9482_444c020u_-1.9482.wav,2,37794,2speakers/wav8k/min/tt/s1/050c010j_1.9482_444c020u_-1.9482.wav,2speakers/wav8k/min/tt/s2/050c010j_1.9482_444c020u_-1.9482.wav
84,2speakers/wav8k/min/tt/mix/050c010k_1.2473_447c020x_-1.2473.wav,2,56941,2speakers/wav8k/min/tt/s1/050c010k_1.2473_447c020x_-1.2473.wav,2speakers/wav8k/min/tt/s2/050c010k_1.2473_447c020x_-1.2473.wav
85,2speakers/wav8k/min/tt/mix/050c010l_1.3772_444c0214_-1.3772.wav,2,49150,2speakers/wav8k/min/tt/s1/050c010l_1.3772_444c0214_-1.3772.wav,2speakers/wav8k/min/tt/s2/050c010l_1.3772_444c0214_-1.3772.wav
86,2speakers/wav8k/min/tt/mix/050c010m_0.62964_052a050v_-0.62964.wav,2,43929,2speakers/wav8k/min/tt/s1/050c010m_0.62964_052a050v_-0.62964.wav,2speakers/wav8k/min/tt/s2/050c010m_0.62964_052a050v_-0.62964.wav
87,2speakers/wav8k/min/tt/mix/050c010n_0.001892_051c010s_-0.001892.wav,2,51173,2speakers/wav8k/min/tt/s1/050c010n_0.001892_051c010s_-0.001892.wav,2speakers/wav8k/min/tt/s2/050c010n_0.001892_051c010s_-0.001892.wav
88,2speakers/wav8k/min/tt/mix/050c010o_2.2086_445o030f_-2.2086.wav,2,52110,2speakers/wav8k/min/tt/s1/050c010o_2.2086_445o030f_-2.2086.wav,2speakers/wav8k/min/tt/s2/050c010o_2.2086_445o030f_-2.2086.wav
89,2speakers/wav8k/min/tt/mix/050c010p_0.55307_052c0102_-0.55307.wav,2,36929,2speakers/wav8k/min/tt/s1/050c010p_0.55307_052c0102_-0.55307.wav,2speakers/wav8k/min/tt/s2/050c010p_0.55307_052c0102_-0.55307.wav
90,2speakers/wav8k/min/tt/mix/050c010p_2.3596_051a0501_-2.3596.wav,2,35260,2speakers/wav8k/min/tt/s1/050c010p_2.3596_051a0501_-2.3596.wav,2speakers/wav8k/min/tt/s2/050c010p_2.3596_051a0501_-2.3596.wav
91,2speakers/wav8k/min/tt/mix/050c010s_0.20163_421c020s_-0.20163.wav,2,39660,2speakers/wav8k/min/tt/s1/050c010s_0.20163_421c020s_-0.20163.wav,2speakers/wav8k/min/tt/s2/050c010s_0.20163_421c020s_-0.20163.wav
92,2speakers/wav8k/min/tt/mix/050c010s_0.47937_445o0309_-0.47937.wav,2,37567,2speakers/wav8k/min/tt/s1/050c010s_0.47937_445o0309_-0.47937.wav,2speakers/wav8k/min/tt/s2/050c010s_0.47937_445o0309_-0.47937.wav
93,2speakers/wav8k/min/tt/mix/050c010s_2.3259_445o030w_-2.3259.wav,2,39660,2speakers/wav8k/min/tt/s1/050c010s_2.3259_445o030w_-2.3259.wav,2speakers/wav8k/min/tt/s2/050c010s_2.3259_445o030w_-2.3259.wav
94,2speakers/wav8k/min/tt/mix/050c010s_2.3942_446c020p_-2.3942.wav,2,24101,2speakers/wav8k/min/tt/s1/050c010s_2.3942_446c020p_-2.3942.wav,2speakers/wav8k/min/tt/s2/050c010s_2.3942_446c020p_-2.3942.wav
95,2speakers/wav8k/min/tt/mix/050c010t_1.515_421c0209_-1.515.wav,2,52657,2speakers/wav8k/min/tt/s1/050c010t_1.515_421c0209_-1.515.wav,2speakers/wav8k/min/tt/s2/050c010t_1.515_421c0209_-1.515.wav
96,2speakers/wav8k/min/tt/mix/050c010t_1.7628_22go010l_-1.7628.wav,2,55159,2speakers/wav8k/min/tt/s1/050c010t_1.7628_22go010l_-1.7628.wav,2speakers/wav8k/min/tt/s2/050c010t_1.7628_22go010l_-1.7628.wav
97,2speakers/wav8k/min/tt/mix/050c010v_0.16179_446c020m_-0.16179.wav,2,55879,2speakers/wav8k/min/tt/s1/050c010v_0.16179_446c020m_-0.16179.wav,2speakers/wav8k/min/tt/s2/050c010v_0.16179_446c020m_-0.16179.wav
98,2speakers/wav8k/min/tt/mix/050c010v_1.7237_052o020c_-1.7237.wav,2,55879,2speakers/wav8k/min/tt/s1/050c010v_1.7237_052o020c_-1.7237.wav,2speakers/wav8k/min/tt/s2/050c010v_1.7237_052o020c_-1.7237.wav
99,2speakers/wav8k/min/tt/mix/050c010w_0.18262_444c020y_-0.18262.wav,2,36398,2speakers/wav8k/min/tt/s1/050c010w_0.18262_444c020y_-0.18262.wav,2speakers/wav8k/min/tt/s2/050c010w_0.18262_444c020y_-0.18262.wav
100,2speakers/wav8k/min/tt/mix/050c010z_1.7211_447c0208_-1.7211.wav,2,48479,2speakers/wav8k/min/tt/s1/050c010z_1.7211_447c0208_-1.7211.wav,2speakers/wav8k/min/tt/s2/050c010z_1.7211_447c0208_-1.7211.wav
101,2speakers/wav8k/min/tt/mix/050c0110_0.27669_22go010c_-0.27669.wav,2,54720,2speakers/wav8k/min/tt/s1/050c0110_0.27669_22go010c_-0.27669.wav,2speakers/wav8k/min/tt/s2/050c0110_0.27669_22go010c_-0.27669.wav
102,2speakers/wav8k/min/tt/mix/050c0111_1.7588_445c020l_-1.7588.wav,2,56998,2speakers/wav8k/min/tt/s1/050c0111_1.7588_445c020l_-1.7588.wav,2speakers/wav8k/min/tt/s2/050c0111_1.7588_445c020l_-1.7588.wav
103,2speakers/wav8k/min/tt/mix/050c0113_1.4501_420a010o_-1.4501.wav,2,45603,2speakers/wav8k/min/tt/s1/050c0113_1.4501_420a010o_-1.4501.wav,2speakers/wav8k/min/tt/s2/050c0113_1.4501_420a010o_-1.4501.wav
104,2speakers/wav8k/min/tt/mix/050c0114_2.1345_22ho010x_-2.1345.wav,2,40800,2speakers/wav8k/min/tt/s1/050c0114_2.1345_22ho010x_-2.1345.wav,2speakers/wav8k/min/tt/s2/050c0114_2.1345_22ho010x_-2.1345.wav
