,mix,n_src,length,s1,s2
51,2speakers/wav8k/min/cv/mix/011o031c_2.4496_208o010j_-2.4496.wav,2,104480,2speakers/wav8k/min/cv/s1/011o031c_2.4496_208o010j_-2.4496.wav,2speakers/wav8k/min/cv/s2/011o031c_2.4496_208o010j_-2.4496.wav
52,2speakers/wav8k/min/cv/mix/012a0103_0.14129_40ho030a_-0.14129.wav,2,41385,2speakers/wav8k/min/cv/s1/012a0103_0.14129_40ho030a_-0.14129.wav,2speakers/wav8k/min/cv/s2/012a0103_0.14129_40ho030a_-0.14129.wav
53,2speakers/wav8k/min/cv/mix/012a0103_0.26453_407c0206_-0.26453.wav,2,34157,2speakers/wav8k/min/cv/s1/012a0103_0.26453_407c0206_-0.26453.wav,2speakers/wav8k/min/cv/s2/012a0103_0.26453_407c0206_-0.26453.wav
54,2speakers/wav8k/min/cv/mix/012a0108_2.4679_023o0316_-2.4679.wav,2,35073,2speakers/wav8k/min/cv/s1/012a0108_2.4679_023o0316_-2.4679.wav,2speakers/wav8k/min/cv/s2/012a0108_2.4679_023o0316_-2.4679.wav
55,2speakers/wav8k/min/cv/mix/012a010a_1.709_01sa0112_-1.709.wav,2,39059,2speakers/wav8k/min/cv/s1/012a010a_1.709_01sa0112_-1.709.wav,2speakers/wav8k/min/cv/s2/012a010a_1.709_01sa0112_-1.709.wav
56,2speakers/wav8k/min/cv/mix/012a010i_0.21102_40ja0109_-0.21102.wav,2,42327,2speakers/wav8k/min/cv/s1/012a010i_0.21102_40ja0109_-0.21102.wav,2speakers/wav8k/min/cv/s2/012a010i_0.21102_40ja0109_-0.21102.wav
57,2speakers/wav8k/min/cv/mix/012a010i_0.58738_01wa010m_-0.58738.wav,2,39057,2speakers/wav8k/min/cv/s1/012a010i_0.58738_01wa010m_-0.58738.wav,2speakers/wav8k/min/cv/s2/012a010i_0.58738_01wa010m_-0.58738.wav
58,2speakers/wav8k/min/cv/mix/012a010i_1.129_40pa010d_-1.129.wav,2,42199,2speakers/wav8k/min/cv/s1/012a010i_1.129_40pa010d_-1.129.wav,2speakers/wav8k/min/cv/s2/012a010i_1.129_40pa010d_-1.129.wav
59,2speakers/wav8k/min/cv/mix/012a010i_1.2424_40pc0207_-1.2424.wav,2,25314,2speakers/wav8k/min/cv/s1/012a010i_1.2424_40pc0207_-1.2424.wav,2speakers/wav8k/min/cv/s2/012a010i_1.2424_40pc0207_-1.2424.wav
60,2speakers/wav8k/min/cv/mix/012a010j_0.52572_020c021c_-0.52572.wav,2,24645,2speakers/wav8k/min/cv/s1/012a010j_0.52572_020c021c_-0.52572.wav,2speakers/wav8k/min/cv/s2/012a010j_0.52572_020c021c_-0.52572.wav
61,2speakers/wav8k/min/cv/mix/012a010j_2.4716_20pa010k_-2.4716.wav,2,36960,2speakers/wav8k/min/cv/s1/012a010j_2.4716_20pa010k_-2.4716.wav,2speakers/wav8k/min/cv/s2/012a010j_2.4716_20pa010k_-2.4716.wav
62,2speakers/wav8k/min/cv/mix/012a010t_2.3599_01qc0208_-2.3599.wav,2,45715,2speakers/wav8k/min/cv/s1/012a010t_2.3599_01qc0208_-2.3599.wav,2speakers/wav8k/min/cv/s2/012a010t_2.3599_01qc0208_-2.3599.wav
63,2speakers/wav8k/min/cv/mix/012a010u_0.35645_01vo0301_-0.35645.wav,2,44223,2speakers/wav8k/min/cv/s1/012a010u_0.35645_01vo0301_-0.35645.wav,2speakers/wav8k/min/cv/s2/012a010u_0.35645_01vo0301_-0.35645.wav
64,2speakers/wav8k/min/cv/mix/012a010u_1.4728_014a010m_-1.4728.wav,2,36843,2speakers/wav8k/min/cv/s1/012a010u_1.4728_014a010m_-1.4728.wav,2speakers/wav8k/min/cv/s2/012a010u_1.4728_014a010m_-1.4728.wav
65,2speakers/wav8k/min/cv/mix/012a010u_2.1088_40fc020h_-2.1088.wav,2,31500,2speakers/wav8k/min/cv/s1/012a010u_2.1088_40fc020h_-2.1088.wav,2speakers/wav8k/min/cv/s2/012a010u_2.1088_40fc020h_-2.1088.wav
66,2speakers/wav8k/min/cv/mix/012a010w_0.040087_01na010w_-0.040087.wav,2,45626,2speakers/wav8k/min/cv/s1/012a010w_0.040087_01na010w_-0.040087.wav,2speakers/wav8k/min/cv/s2/012a010w_0.040087_01na010w_-0.040087.wav
67,2speakers/wav8k/min/cv/mix/012a010z_0.17257_20ac0103_-0.17257.wav,2,41580,2speakers/wav8k/min/cv/s1/012a010z_0.17257_20ac0103_-0.17257.wav,2speakers/wav8k/min/cv/s2/012a010z_0.17257_20ac0103_-0.17257.wav
68,2speakers/wav8k/min/cv/mix/012a0114_0.85431_02eo030k_-0.85431.wav,2,49763,2speakers/wav8k/min/cv/s1/012a0114_0.85431_02eo030k_-0.85431.wav,2speakers/wav8k/min/cv/s2/012a0114_0.85431_02eo030k_-0.85431.wav
69,2speakers/wav8k/min/cv/mix/012a0114_1.1161_20sc010h_-1.1161.wav,2,29120,2speakers/wav8k/min/cv/s1/012a0114_1.1161_20sc010h_-1.1161.wav,2speakers/wav8k/min/cv/s2/012a0114_1.1161_20sc010h_-1.1161.wav
70,2speakers/wav8k/min/cv/mix/012a0114_1.6512_01tc0211_-1.6512.wav,2,49763,2speakers/wav8k/min/cv/s1/012a0114_1.6512_01tc0211_-1.6512.wav,2speakers/wav8k/min/cv/s2/012a0114_1.6512_01tc0211_-1.6512.wav
71,2speakers/wav8k/min/cv/mix/012a0114_2.081_01ra010y_-2.081.wav,2,38314,2speakers/wav8k/min/cv/s1/012a0114_2.081_01ra010y_-2.081.wav,2speakers/wav8k/min/cv/s2/012a0114_2.081_01ra010y_-2.081.wav
72,2speakers/wav8k/min/cv/mix/012a0114_2.2064_01la0113_-2.2064.wav,2,38920,2speakers/wav8k/min/cv/s1/012a0114_2.2064_01la0113_-2.2064.wav,2speakers/wav8k/min/cv/s2/012a0114_2.2064_01la0113_-2.2064.wav
73,2speakers/wav8k/min/cv/mix/012c0207_1.3378_01fa010f_-1.3378.wav,2,42925,2speakers/wav8k/min/cv/s1/012c0207_1.3378_01fa010f_-1.3378.wav,2speakers/wav8k/min/cv/s2/012c0207_1.3378_01fa010f_-1.3378.wav
74,2speakers/wav8k/min/cv/mix/012c0207_1.9952_01cc0202_-1.9952.wav,2,22270,2speakers/wav8k/min/cv/s1/012c0207_1.9952_01cc0202_-1.9952.wav,2speakers/wav8k/min/cv/s2/012c0207_1.9952_01cc0202_-1.9952.wav
75,2speakers/wav8k/min/cv/mix/012c0208_0.050681_011a010d_-0.050681.wav,2,44891,2speakers/wav8k/min/cv/s1/012c0208_0.050681_011a010d_-0.050681.wav,2speakers/wav8k/min/cv/s2/012c0208_0.050681_011a010d_-0.050681.wav
76,2speakers/wav8k/min/cv/mix/012c0208_1.8492_013o030w_-1.8492.wav,2,52693,2speakers/wav8k/min/cv/s1/012c0208_1.8492_013o030w_-1.8492.wav,2speakers/wav8k/min/cv/s2/012c0208_1.8492_013o030w_-1.8492.wav
77,2speakers/wav8k/min/cv/mix/012c020a_0.33539_023o0316_-0.33539.wav,2,54748,2speakers/wav8k/min/cv/s1/012c020a_0.33539_023o0316_-0.33539.wav,2speakers/wav8k/min/cv/s2/012c020a_0.33539_023o0316_-0.33539.wav
78,2speakers/wav8k/min/cv/mix/012c020a_1.3926_01fo0303_-1.3926.wav,2,79160,2speakers/wav8k/min/cv/s1/012c020a_1.3926_01fo0303_-1.3926.wav,2speakers/wav8k/min/cv/s2/012c020a_1.3926_01fo0303_-1.3926.wav
79,2speakers/wav8k/min/cv/mix/012c020f_2.448_40hc020y_-2.448.wav,2,30954,2speakers/wav8k/min/cv/s1/012c020f_2.448_40hc020y_-2.448.wav,2speakers/wav8k/min/cv/s2/012c020f_2.448_40hc020y_-2.448.wav
80,2speakers/wav8k/min/cv/mix/012c020l_1.5733_20ga010s_-1.5733.wav,2,33760,2speakers/wav8k/min/cv/s1/012c020l_1.5733_20ga010s_-1.5733.wav,2speakers/wav8k/min/cv/s2/012c020l_1.5733_20ga010s_-1.5733.wav
81,2speakers/wav8k/min/cv/mix/012c020n_0.8342_029o030o_-0.8342.wav,2,39770,2speakers/wav8k/min/cv/s1/012c020n_0.8342_029o030o_-0.8342.wav,2speakers/wav8k/min/cv/s2/012c020n_0.8342_029o030o_-0.8342.wav
82,2speakers/wav8k/min/cv/mix/012c020n_1.2531_207a010s_-1.2531.wav,2,47861,2speakers/wav8k/min/cv/s1/012c020n_1.2531_207a010s_-1.2531.wav,2speakers/wav8k/min/cv/s2/012c020n_1.2531_207a010s_-1.2531.wav
83,2speakers/wav8k/min/cv/mix/012c020o_0.74813_404o0307_-0.74813.wav,2,27790,2speakers/wav8k/min/cv/s1/012c020o_0.74813_404o0307_-0.74813.wav,2speakers/wav8k/min/cv/s2/012c020o_0.74813_404o0307_-0.74813.wav
84,2speakers/wav8k/min/cv/mix/012c020o_1.2887_409o0319_-1.2887.wav,2,25766,2speakers/wav8k/min/cv/s1/012c020o_1.2887_409o0319_-1.2887.wav,2speakers/wav8k/min/cv/s2/012c020o_1.2887_409o0319_-1.2887.wav
85,2speakers/wav8k/min/cv/mix/012c020r_0.72619_403c0212_-0.72619.wav,2,41457,2speakers/wav8k/min/cv/s1/012c020r_0.72619_403c0212_-0.72619.wav,2speakers/wav8k/min/cv/s2/012c020r_0.72619_403c0212_-0.72619.wav
86,2speakers/wav8k/min/cv/mix/012c020r_0.90619_20lc010h_-0.90619.wav,2,41457,2speakers/wav8k/min/cv/s1/012c020r_0.90619_20lc010h_-0.90619.wav,2speakers/wav8k/min/cv/s2/012c020r_0.90619_20lc010h_-0.90619.wav
87,2speakers/wav8k/min/cv/mix/012c020t_2.0443_021c020y_-2.0443.wav,2,27426,2speakers/wav8k/min/cv/s1/012c020t_2.0443_021c020y_-2.0443.wav,2speakers/wav8k/min/cv/s2/012c020t_2.0443_021c020y_-2.0443.wav
88,2speakers/wav8k/min/cv/mix/012c020t_2.1163_01ta0109_-2.1163.wav,2,48710,2speakers/wav8k/min/cv/s1/012c020t_2.1163_01ta0109_-2.1163.wav,2speakers/wav8k/min/cv/s2/012c020t_2.1163_01ta0109_-2.1163.wav
89,2speakers/wav8k/min/cv/mix/012c020z_0.343_018c020o_-0.343.wav,2,24107,2speakers/wav8k/min/cv/s1/012c020z_0.343_018c020o_-0.343.wav,2speakers/wav8k/min/cv/s2/012c020z_0.343_018c020o_-0.343.wav
90,2speakers/wav8k/min/cv/mix/012c020z_1.253_405o0317_-1.253.wav,2,24107,2speakers/wav8k/min/cv/s1/012c020z_1.253_405o0317_-1.253.wav,2speakers/wav8k/min/cv/s2/012c020z_1.253_405o0317_-1.253.wav
91,2speakers/wav8k/min/cv/mix/012c021a_0.44119_206c0109_-0.44119.wav,2,56000,2speakers/wav8k/min/cv/s1/012c021a_0.44119_206c0109_-0.44119.wav,2speakers/wav8k/min/cv/s2/012c021a_0.44119_206c0109_-0.44119.wav
92,2speakers/wav8k/min/cv/mix/012c021b_0.10415_20sa0104_-0.10415.wav,2,31575,2speakers/wav8k/min/cv/s1/012c021b_0.10415_20sa0104_-0.10415.wav,2speakers/wav8k/min/cv/s2/012c021b_0.10415_20sa0104_-0.10415.wav
93,2speakers/wav8k/min/cv/mix/012c021b_1.2649_01vc020g_-1.2649.wav,2,31575,2speakers/wav8k/min/cv/s1/012c021b_1.2649_01vc020g_-1.2649.wav,2speakers/wav8k/min/cv/s2/012c021b_1.2649_01vc020g_-1.2649.wav
94,2speakers/wav8k/min/cv/mix/012c021d_1.845_20po010q_-1.845.wav,2,37661,2speakers/wav8k/min/cv/s1/012c021d_1.845_20po010q_-1.845.wav,2speakers/wav8k/min/cv/s2/012c021d_1.845_20po010q_-1.845.wav
95,2speakers/wav8k/min/cv/mix/012o0307_0.54_40lc020a_-0.54.wav,2,46200,2speakers/wav8k/min/cv/s1/012o0307_0.54_40lc020a_-0.54.wav,2speakers/wav8k/min/cv/s2/012o0307_0.54_40lc020a_-0.54.wav
96,2speakers/wav8k/min/cv/mix/012o0307_2.028_20ua0107_-2.028.wav,2,43200,2speakers/wav8k/min/cv/s1/012o0307_2.028_20ua0107_-2.028.wav,2speakers/wav8k/min/cv/s2/012o0307_2.028_20ua0107_-2.028.wav
97,2speakers/wav8k/min/cv/mix/012o030c_1.1573_028c020u_-1.1573.wav,2,48106,2speakers/wav8k/min/cv/s1/012o030c_1.1573_028c020u_-1.1573.wav,2speakers/wav8k/min/cv/s2/012o030c_1.1573_028c020u_-1.1573.wav
98,2speakers/wav8k/min/cv/mix/012o030h_0.6696_20ao0102_-0.6696.wav,2,42240,2speakers/wav8k/min/cv/s1/012o030h_0.6696_20ao0102_-0.6696.wav,2speakers/wav8k/min/cv/s2/012o030h_0.6696_20ao0102_-0.6696.wav
99,2speakers/wav8k/min/cv/mix/012o030h_0.69395_20lc0107_-0.69395.wav,2,42240,2speakers/wav8k/min/cv/s1/012o030h_0.69395_20lc0107_-0.69395.wav,2speakers/wav8k/min/cv/s2/012o030h_0.69395_20lc0107_-0.69395.wav
100,2speakers/wav8k/min/cv/mix/012o030h_1.8698_01do030p_-1.8698.wav,2,42240,2speakers/wav8k/min/cv/s1/012o030h_1.8698_01do030p_-1.8698.wav,2speakers/wav8k/min/cv/s2/012o030h_1.8698_01do030p_-1.8698.wav
101,2speakers/wav8k/min/cv/mix/012o030o_0.10832_20dc010d_-0.10832.wav,2,60341,2speakers/wav8k/min/cv/s1/012o030o_0.10832_20dc010d_-0.10832.wav,2speakers/wav8k/min/cv/s2/012o030o_0.10832_20dc010d_-0.10832.wav
102,2speakers/wav8k/min/cv/mix/012o030p_1.0591_01ro030b_-1.0591.wav,2,60072,2speakers/wav8k/min/cv/s1/012o030p_1.0591_01ro030b_-1.0591.wav,2speakers/wav8k/min/cv/s2/012o030p_1.0591_01ro030b_-1.0591.wav
103,2speakers/wav8k/min/cv/mix/012o0311_0.39233_01vc020l_-0.39233.wav,2,49985,2speakers/wav8k/min/cv/s1/012o0311_0.39233_01vc020l_-0.39233.wav,2speakers/wav8k/min/cv/s2/012o0311_0.39233_01vc020l_-0.39233.wav
