,mix,n_src,length,s1,s2,s3
184,,2,42186,,,
185,,2,42080,,,
186,,2,32833,,,
187,,2,82880,,,
188,,2,57097,,,
189,,2,39160,,,
190,,2,42176,,,
191,,2,41120,,,
192,,2,54080,,,
193,,2,42597,,,
194,,2,22195,,,
195,,2,45395,,,
196,,2,52513,,,
197,,2,35297,,,
198,,2,44668,,,
199,,2,44121,,,
200,,2,26920,,,
201,,2,31370,,,
202,,2,48626,,,
203,,2,77246,,,
204,,2,41120,,,
205,,2,27802,,,
206,,2,40263,,,
207,,2,42645,,,
208,,2,42645,,,
209,,2,41600,,,
210,,2,43775,,,
211,,2,43775,,,
212,,2,40619,,,
213,,2,33271,,,
214,,2,43397,,,
215,,2,43397,,,
216,,2,41760,,,
217,,2,40000,,,
218,,2,45330,,,
219,,2,46073,,,
220,,2,46073,,,
221,,2,46073,,,
222,,2,46073,,,
223,,2,38744,,,
224,,2,37405,,,
225,,2,28640,,,
226,,2,40572,,,
227,,2,40572,,,
228,,2,40572,,,
229,,2,34281,,,
230,,2,44336,,,
231,,2,24247,,,
232,,2,37130,,,
233,,2,37130,,,
234,,2,26400,,,
235,,2,43883,,,
236,,2,28230,,,
237,,2,38400,,,
238,,2,41280,,,
239,,2,44372,,,
240,,2,44372,,,
241,,2,44372,,,
242,,2,35606,,,
243,,2,35606,,,
244,,2,73446,,,
245,,2,73446,,,
246,,2,51309,,,
247,,2,63100,,,
248,,2,52979,,,
249,,2,50229,,,
250,,2,87040,,,
251,,2,39520,,,
252,,2,36608,,,
253,,2,27802,,,
254,,2,81649,,,
255,,2,42925,,,
256,,2,69122,,,
257,,2,35173,,,
258,,2,41887,,,
259,,2,41887,,,
260,,2,39624,,,
261,,2,21109,,,
262,,2,35723,,,
263,,2,36560,,,
264,,2,41536,,,
265,,2,41536,,,
266,,2,35172,,,
267,,2,36305,,,
268,,2,39558,,,
269,,2,39927,,,
270,,2,40479,,,
271,,2,38122,,,
272,,2,48799,,,
273,,2,35827,,,
274,,2,41219,,,
275,,2,33692,,,
276,,2,28755,,,
277,,2,33486,,,
278,,2,32071,,,
279,,2,32785,,,
280,,2,32785,,,
281,,2,32785,,,
282,,2,32785,,,
283,,2,59440,,,
284,,2,45920,,,
285,,2,43140,,,
286,,2,35940,,,
287,,2,35940,,,
288,,2,46433,,,
289,,2,73899,,,
290,,2,70575,,,
291,,2,42560,,,
292,,2,29143,,,
293,,2,29143,,,
294,,2,40852,,,
295,,2,27103,,,
296,,2,27103,,,
297,,2,27103,,,
298,,2,27103,,,
299,,2,34880,,,
300,,2,53692,,,
301,,2,51781,,,
302,,2,44609,,,
303,,2,31575,,,
304,,2,59516,,,
305,,2,81782,,,
306,,2,32800,,,
307,,2,67360,,,
308,,2,31742,,,
309,,2,31742,,,
310,,2,36835,,,
311,,2,36835,,,
312,,2,36835,,,
313,,2,33366,,,
314,,2,33366,,,
315,,2,39737,,,
316,,2,32800,,,
317,,2,38921,,,
318,,2,33345,,,
319,,2,31370,,,
320,,2,30713,,,
321,,2,30713,,,
322,,2,45505,,,
323,,2,40227,,,
324,,2,59401,,,
325,,2,50400,,,
326,,2,59401,,,
327,,2,43717,,,
328,,2,43351,,,
329,,2,77308,,,
330,,2,41920,,,
331,,2,57652,,,
332,,2,31200,,,
333,,2,50994,,,
334,,2,58594,,,
335,,2,49259,,,
336,,2,46313,,,
337,,2,47329,,,
338,,2,73556,,,
339,,2,63622,,,
340,,2,40160,,,
341,,2,43200,,,
342,,2,48809,,,
343,,2,38400,,,
344,,2,35606,,,
345,,2,36640,,,
346,,2,44640,,,
347,,2,38423,,,
348,,2,38423,,,
349,,2,36480,,,
350,,2,49831,,,
351,,2,27691,,,
352,,2,13920,,,
353,,2,27691,,,
354,,2,37053,,,
355,,2,37053,,,
356,,2,69155,,,
357,,2,40000,,,
358,,2,40152,,,
359,,2,68737,,,
360,,2,46326,,,
361,,2,23347,,,
362,,2,38992,,,
363,,2,44320,,,
364,,2,24181,,,
365,,2,49143,,,
366,,2,49143,,,
367,,2,47031,,,
368,,2,38080,,,
369,,2,52173,,,
370,,2,52768,,,
371,,2,43516,,,
372,,2,43516,,,
373,,2,43516,,,
374,,2,32995,,,
375,,2,46864,,,
376,,2,28260,,,
377,,2,41596,,,
378,,2,36480,,,
379,,2,47802,,,
380,,2,30775,,,
381,,2,30775,,,
382,,2,41694,,,
383,,2,52960,,,
384,,2,53859,,,
385,,2,44600,,,
386,,2,42600,,,
387,,2,38720,,,
388,,2,36320,,,
389,,2,30381,,,
390,,2,65760,,,
391,,2,30360,,,
392,,2,33028,,,
393,,2,33028,,,
394,,2,65164,,,
395,,2,47680,,,
396,,2,31207,,,
397,,2,31207,,,
398,,2,43775,,,
399,,2,50760,,,
400,,2,49135,,,
401,,2,57015,,,
402,,2,50240,,,
403,,2,62080,,,
404,,2,64960,,,
405,,2,46304,,,
406,,2,39257,,,
407,,2,41424,,,
408,,2,32179,,,
409,,2,42607,,,
410,,2,39658,,,
411,,2,50008,,,
412,,2,38560,,,
413,,2,43556,,,
414,,2,38586,,,
415,,2,49120,,,
416,,2,52078,,,
417,,2,52078,,,
418,,2,45435,,,
419,,2,46612,,,
420,,2,47082,,,
421,,2,52489,,,
422,,2,37316,,,
423,,2,37316,,,
424,,2,21654,,,
425,,2,35827,,,
426,,2,43677,,,
427,,2,34572,,,
428,,2,34572,,,
429,,2,45275,,,
430,,2,54110,,,
431,,2,58639,,,
432,,2,71696,,,
433,,2,71696,,,
434,,2,33760,,,
435,,2,42336,,,
436,,2,29669,,,
437,,2,35168,,,
438,,2,29513,,,
439,,2,41280,,,
440,,2,23445,,,
441,,2,36078,,,
442,,2,23289,,,
443,,2,44660,,,
444,,2,55330,,,
445,,2,35680,,,
446,,2,50298,,,
447,,2,31874,,,
448,,2,67962,,,
449,,2,67962,,,
450,,2,53229,,,
451,,2,39200,,,
452,,2,67214,,,
453,,2,67214,,,
454,,2,36160,,,
455,,2,43516,,,
456,,2,41318,,,
457,,2,70141,,,
458,,2,25314,,,
459,,2,42998,,,
460,,2,40000,,,
461,,2,43368,,,
462,,2,39650,,,
463,,2,44768,,,
464,,2,46400,,,
465,,2,29713,,,
466,,2,42720,,,
467,,2,45084,,,
468,,2,45084,,,
469,,2,21354,,,
470,,2,33415,,,
471,,2,62377,,,
472,,2,81983,,,
473,,2,66050,,,
474,,2,74880,,,
475,,2,40567,,,
476,,2,79860,,,
477,,2,47747,,,
478,,2,56167,,,
479,,2,41160,,,
480,,2,39024,,,
481,,2,41938,,,
482,,2,66018,,,
483,,2,30909,,,
484,,2,77517,,,
485,,2,55297,,,
486,,2,43677,,,
487,,2,43677,,,
488,,2,46560,,,
489,,2,34068,,,
490,,2,44089,,,
491,,2,36078,,,
492,,2,75132,,,
493,,2,77440,,,
494,,2,54017,,,
495,,2,42978,,,
496,,2,44522,,,
497,,2,43873,,,
498,,2,41452,,,
499,,2,40873,,,
500,,2,29760,,,
501,,2,49069,,,
502,,2,40640,,,
503,,2,49069,,,
504,,2,44556,,,
505,,2,44556,,,
506,,2,24093,,,
507,,2,61155,,,
508,,2,31702,,,
509,,2,93440,,,
510,,2,39334,,,
511,,2,39334,,,
512,,2,39334,,,
513,,2,24852,,,
514,,2,32160,,,
515,,2,39334,,,
516,,2,39334,,,
517,,2,113727,,,
518,,2,42720,,,
519,,2,54740,,,
520,,2,52500,,,
521,,2,39160,,,
522,,2,35425,,,
523,,2,53293,,,
524,,2,38400,,,
525,,2,15699,,,
526,,2,39520,,,
527,,2,56771,,,
528,,2,38004,,,
529,,2,47309,,,
530,,2,44501,,,
531,,2,59283,,,
532,,2,70093,,,
533,,2,72504,,,
534,,2,41866,,,
535,,2,18400,,,
536,,2,40661,,,
537,,2,40661,,,
538,,2,69564,,,
539,,2,79895,,,
540,,2,63991,,,
541,,2,91152,,,
542,,2,32000,,,
543,,2,37696,,,
544,,2,69081,,,
545,,2,39257,,,
546,,2,41071,,,
547,,2,48373,,,
548,,2,44886,,,
549,,2,38880,,,
550,,2,53978,,,
551,,2,44396,,,
552,,2,51918,,,
553,,2,53941,,,
554,,2,69630,,,
555,,2,87701,,,
556,,2,32597,,,
557,,2,66864,,,
558,,2,33562,,,
559,,2,60785,,,
560,,2,45483,,,
561,,2,43122,,,
562,,2,50611,,,
563,,2,45084,,,
564,,2,54996,,,
565,,2,49280,,,
566,,2,44396,,,
567,,2,51328,,,
568,,2,41979,,,
569,,2,44336,,,
570,,2,47222,,,
571,,2,22270,,,
572,,2,74720,,,
573,,2,51537,,,
574,,2,26400,,,
575,,2,57112,,,
576,,2,27037,,,
577,,2,57390,,,
578,,2,57390,,,
579,,2,47964,,,
580,,2,38589,,,
581,,2,34326,,,
582,,2,38589,,,
583,,2,21110,,,
584,,2,61819,,,
585,,2,39200,,,
586,,2,38550,,,
587,,2,64850,,,
588,,2,39387,,,
589,,2,42969,,,
590,,2,42969,,,
591,,2,60328,,,
592,,2,45759,,,
593,,2,67274,,,
594,,2,61663,,,
595,,2,40000,,,
596,,2,37852,,,
597,,2,37687,,,
598,,2,36320,,,
599,,2,43650,,,
600,,2,33169,,,
601,,2,45999,,,
602,,2,42852,,,
603,,2,32000,,,
604,,2,39819,,,
605,,2,37940,,,
606,,2,44273,,,
607,,2,47604,,,
608,,2,47604,,,
609,,2,39360,,,
610,,2,39257,,,
611,,2,50059,,,
612,,2,36567,,,
613,,2,41280,,,
614,,2,38542,,,
615,,2,45177,,,
616,,2,37775,,,
617,,2,28943,,,
618,,2,42523,,,
619,,2,36253,,,
620,,2,29669,,,
621,,2,50373,,,
622,,2,51918,,,
623,,2,57652,,,
624,,2,54240,,,
625,,2,37758,,,
626,,2,30400,,,
627,,2,70094,,,
628,,2,52489,,,
629,,2,57529,,,
630,,2,41770,,,
631,,2,36480,,,
632,,2,40723,,,
633,,2,44089,,,
634,,2,57161,,,
635,,2,62232,,,
636,,2,56504,,,
637,,2,38281,,,
638,,2,48318,,,
639,,2,46560,,,
640,,2,46331,,,
641,,2,84979,,,
642,,2,56152,,,
643,,2,38240,,,
644,,2,42080,,,
645,,2,40870,,,
646,,2,65069,,,
647,,2,65069,,,
648,,2,24526,,,
649,,2,59108,,,
650,,2,41943,,,
651,,2,49120,,,
652,,2,47915,,,
653,,2,22585,,,
654,,2,81824,,,
655,,2,55135,,,
656,,2,40700,,,
657,,2,55135,,,
658,,2,38006,,,
659,,2,43263,,,
660,,2,39658,,,
661,,2,43835,,,
662,,2,43940,,,
663,,2,45040,,,
664,,2,45957,,,
665,,2,45275,,,
666,,2,45275,,,
667,,2,43354,,,
668,,2,58990,,,
669,,2,60516,,,
670,,2,45110,,,
671,,2,63991,,,
672,,2,43520,,,
673,,2,30880,,,
674,,2,63991,,,
675,,2,53036,,,
676,,2,42292,,,
677,,2,24321,,,
678,,2,36739,,,
679,,2,29033,,,
680,,2,53614,,,
681,,2,30994,,,
682,,2,56085,,,
683,,2,38400,,,
684,,2,45170,,,
685,,2,52933,,,
686,,2,30749,,,
687,,2,48867,,,
688,,2,47637,,,
689,,2,39387,,,
690,,2,39497,,,
691,,2,45607,,,
692,,2,74999,,,
693,,2,40160,,,
694,,2,57920,,,
695,,2,24511,,,
696,,2,41770,,,
697,,2,43751,,,
698,,2,60042,,,
699,,2,66810,,,
700,,2,38400,,,
701,,2,40576,,,
702,,2,44052,,,
703,,2,41931,,,
704,,2,44638,,,
705,,2,29920,,,
706,,2,58805,,,
707,,2,85893,,,
708,,2,22460,,,
709,,2,87426,,,
710,,2,45905,,,
711,,2,45905,,,
712,,2,42560,,,
713,,2,41636,,,
714,,2,51141,,,
715,,2,38920,,,
716,,2,47329,,,
717,,2,14089,,,
718,,2,49182,,,
719,,2,22195,,,
720,,2,40338,,,
721,,2,40338,,,
722,,2,40338,,,
723,,2,33366,,,
724,,2,48744,,,
725,,2,34495,,,
726,,2,40737,,,
727,,2,43200,,,
728,,2,42447,,,
729,,2,29417,,,
730,,2,27776,,,
731,,2,48014,,,
732,,2,21483,,,
733,,2,49242,,,
734,,2,40320,,,
735,,2,40320,,,
736,,2,49191,,,
737,,2,46080,,,
738,,2,22460,,,
739,,2,39394,,,
740,,2,39394,,,
741,,2,101008,,,
742,,2,42047,,,
743,,2,36608,,,
744,,2,47604,,,
745,,2,37745,,,
746,,2,38240,,,
747,,2,46864,,,
748,,2,34549,,,
749,,2,34549,,,
750,,2,43520,,,
751,,2,59291,,,
752,,2,31520,,,
753,,2,32667,,,
754,,2,40809,,,
755,,2,40809,,,
756,,2,36000,,,
757,,2,31638,,,
758,,2,44282,,,
759,,2,30954,,,
760,,2,32927,,,
761,,2,38711,,,
762,,2,39200,,,
763,,2,39991,,,
764,,2,39006,,,
765,,2,51653,,,
766,,2,74683,,,
767,,2,34480,,,
768,,2,36370,,,
769,,2,44960,,,
770,,2,46560,,,
771,,2,63166,,,
772,,2,57193,,,
773,,2,46560,,,
774,,2,49817,,,
775,,2,40000,,,
776,,2,65760,,,
777,,2,52129,,,
778,,2,54416,,,
779,,2,35392,,,
780,,2,40800,,,
781,,2,50898,,,
782,,2,57411,,,
783,,2,39861,,,
784,,2,73322,,,
785,,2,35404,,,
786,,2,36000,,,
787,,2,71818,,,
788,,2,21109,,,
789,,2,49276,,,
790,,2,69563,,,
791,,2,69563,,,
792,,2,59520,,,
793,,2,64800,,,
794,,2,46932,,,
795,,2,65058,,,
796,,2,60486,,,
797,,2,41385,,,
798,,2,39200,,,
799,,2,37087,,,
800,,2,36126,,,
801,,2,44719,,,
802,,2,67045,,,
803,,2,72621,,,
804,,2,42690,,,
805,,2,65242,,,
806,,2,32000,,,
807,,2,40631,,,
808,,2,40631,,,
809,,2,43952,,,
810,,2,40737,,,
811,,2,40737,,,
812,,2,39925,,,
813,,2,46292,,,
814,,2,48292,,,
815,,2,48292,,,
816,,2,48292,,,
817,,2,41468,,,
818,,2,41760,,,
819,,2,41280,,,
820,,2,33266,,,
821,,2,46560,,,
822,,2,61269,,,
823,,2,56041,,,
824,,2,37425,,,
825,,2,36843,,,
826,,2,47394,,,
827,,2,58923,,,
828,,2,38880,,,
829,,2,44113,,,
830,,2,49578,,,
831,,2,30921,,,
832,,2,72012,,,
833,,2,44383,,,
834,,2,92231,,,
835,,2,52000,,,
836,,2,40469,,,
837,,2,42700,,,
838,,2,43058,,,
839,,2,49248,,,
840,,2,76257,,,
841,,2,68277,,,
842,,2,33415,,,
843,,2,38319,,,
844,,2,50057,,,
845,,2,38688,,,
846,,2,78171,,,
847,,2,42419,,,
848,,2,31882,,,
849,,2,49157,,,
850,,2,28894,,,
851,,2,38400,,,
852,,2,45879,,,
853,,2,42937,,,
854,,2,53191,,,
855,,2,53641,,,
856,,2,45430,,,
857,,2,49851,,,
858,,2,45249,,,
859,,2,49338,,,
860,,2,74271,,,
861,,2,40000,,,
862,,2,48799,,,
863,,2,41915,,,
864,,2,39073,,,
865,,2,41915,,,
866,,2,34400,,,
867,,2,53509,,,
868,,2,38966,,,
869,,2,20118,,,
870,,2,27790,,,
871,,2,53503,,,
872,,2,21863,,,
873,,2,21863,,,
874,,2,50864,,,
875,,2,50864,,,
876,,2,41634,,,
877,,2,41634,,,
878,,2,41634,,,
879,,2,41634,,,
880,,2,59283,,,
881,,2,39487,,,
882,,2,48615,,,
883,,2,48615,,,
884,,2,48615,,,
885,,2,51698,,,
886,,2,72160,,,
887,,2,73433,,,
888,,2,92429,,,
889,,2,50436,,,
890,,2,42240,,,
891,,2,41319,,,
892,,2,44457,,,
893,,2,42720,,,
894,,2,33760,,,
895,,2,27871,,,
896,,2,41120,,,
897,,2,66183,,,
898,,2,89601,,,
899,,2,38930,,,
900,,2,41479,,,
901,,2,77768,,,
902,,2,41600,,,
903,,2,42502,,,
904,,2,32342,,,
905,,2,43652,,,
906,,2,43140,,,
907,,2,35360,,,
908,,2,55753,,,
909,,2,37539,,,
910,,2,34927,,,
911,,2,40136,,,
912,,2,41915,,,
913,,2,38586,,,
914,,2,53074,,,
915,,2,53978,,,
916,,2,49625,,,
917,,2,49364,,,
918,,2,54087,,,
919,,2,50320,,,
920,,2,47492,,,
921,,2,51917,,,
922,,2,46707,,,
923,,2,37111,,,
924,,2,39304,,,
925,,2,59660,,,
926,,2,33724,,,
927,,2,33724,,,
928,,2,45920,,,
929,,2,49760,,,
930,,2,35040,,,
931,,2,44031,,,
932,,2,45920,,,
933,,2,34480,,,
934,,2,34480,,,
935,,2,24546,,,
936,,2,41600,,,
937,,2,54157,,,
938,,2,67220,,,
939,,2,83466,,,
940,,2,52640,,,
941,,2,36915,,,
942,,2,51040,,,
943,,2,87701,,,
944,,2,51991,,,
945,,2,90047,,,
946,,2,32342,,,
947,,2,42523,,,
948,,2,42523,,,
949,,2,22270,,,
950,,2,70626,,,
951,,2,39664,,,
952,,2,42607,,,
953,,2,39840,,,
954,,2,50880,,,
955,,2,57752,,,
956,,2,59504,,,
957,,2,38653,,,
958,,2,41219,,,
959,,2,58639,,,
960,,2,38080,,,
961,,2,43238,,,
962,,2,33120,,,
963,,2,49625,,,
964,,2,35172,,,
965,,2,34720,,,
966,,2,46174,,,
967,,2,46174,,,
968,,2,40522,,,
969,,2,44694,,,
970,,2,46240,,,
971,,2,47693,,,
972,,2,37387,,,
973,,2,38920,,,
974,,2,35854,,,
975,,2,66050,,,
976,,2,43397,,,
977,,2,66050,,,
978,,2,45612,,,
979,,2,40800,,,
980,,2,28869,,,
981,,2,20427,,,
982,,2,34964,,,
983,,2,50201,,,
984,,2,57311,,,
985,,2,25336,,,
986,,2,25336,,,
987,,2,58727,,,
988,,2,37865,,,
989,,2,37865,,,
990,,2,37865,,,
991,,2,48124,,,
992,,2,28640,,,
993,,2,72359,,,
994,,2,34880,,,
995,,2,22159,,,
996,,2,51099,,,
997,,2,44638,,,
998,,2,63059,,,
999,,2,67520,,,
1000,,2,40320,,,
1001,,2,57765,,,
1002,,2,38481,,,
1003,,2,57020,,,
1004,,2,25448,,,
1005,,2,38080,,,
1006,,2,36370,,,
1007,,2,59108,,,
1008,,2,65811,,,
1009,,2,52115,,,
1010,,2,59974,,,
1011,,2,39360,,,
1012,,2,44458,,,
1013,,2,20640,,,
1014,,2,67220,,,
1015,,2,86509,,,
1016,,2,49604,,,
1017,,2,38080,,,
1018,,2,41241,,,
1019,,2,38240,,,
1020,,2,43311,,,
1021,,2,43311,,,
1022,,2,35360,,,
1023,,2,43624,,,
1024,,2,42330,,,
1025,,2,42330,,,
1026,,2,41920,,,
1027,,2,41907,,,
1028,,2,40000,,,
1029,,2,38916,,,
1030,,2,55360,,,
1031,,2,31882,,,
1032,,2,31882,,,
1033,,2,33554,,,
1034,,2,60341,,,
1035,,2,40572,,,
1036,,2,41599,,,
1037,,2,28160,,,
1038,,2,43778,,,
1039,,2,33188,,,
1040,,2,35982,,,
1041,,2,32960,,,
1042,,2,39770,,,
1043,,2,40784,,,
1044,,2,32960,,,
1045,,2,47380,,,
1046,,2,68277,,,
1047,,2,39139,,,
1048,,2,52591,,,
1049,,2,50560,,,
1050,,2,43963,,,
1051,,2,27403,,,
1052,,2,60136,,,
1053,,2,38942,,,
1054,,2,68426,,,
1055,,2,71018,,,
1056,,2,44282,,,
1057,,2,71018,,,
1058,,2,73729,,,
1059,,2,23587,,,
1060,,2,40818,,,
1061,,2,43200,,,
1062,,2,54265,,,
1063,,2,18573,,,
1064,,2,41073,,,
1065,,2,50240,,,
1066,,2,29120,,,
1067,,2,40852,,,
1068,,2,45110,,,
1069,,2,45110,,,
1070,,2,61155,,,
1071,,2,29667,,,
1072,,2,42419,,,
1073,,2,37760,,,
1074,,2,46220,,,
1075,,2,62263,,,
1076,,2,40737,,,
1077,,2,43827,,,
1078,,2,45430,,,
1079,,2,40987,,,
1080,,2,40160,,,
1081,,2,31188,,,
1082,,2,46008,,,
1083,,2,51781,,,
1084,,2,75040,,,
1085,,2,46277,,,
1086,,2,97956,,,
1087,,2,52240,,,
1088,,2,77627,,,
1089,,2,49659,,,
1090,,2,64727,,,
1091,,2,58805,,,
1092,,2,43427,,,
1093,,2,35360,,,
1094,,2,61958,,,
1095,,2,40480,,,
1096,,2,66257,,,
1097,,2,48831,,,
1098,,2,50885,,,
1099,,2,76141,,,
1100,,2,27436,,,
1101,,2,74720,,,
1102,,2,76869,,,
1103,,2,47318,,,
1104,,2,76869,,,
1105,,2,72303,,,
1106,,2,72303,,,
1107,,2,43642,,,
1108,,2,72303,,,
1109,,2,45920,,,
1110,,2,22328,,,
1111,,2,118142,,,
1112,,2,31040,,,
1113,,2,68333,,,
1114,,2,38321,,,
1115,,2,58685,,,
1116,,2,42247,,,
1117,,2,38217,,,
1118,,2,43190,,,
1119,,2,48640,,,
1120,,2,40320,,,
1121,,2,41760,,,
1122,,2,44154,,,
1123,,2,54118,,,
1124,,2,54283,,,
1125,,2,47150,,,
1126,,2,46087,,,
1127,,2,46087,,,
1128,,2,41385,,,
1129,,2,41371,,,
1130,,2,42600,,,
1131,,2,42600,,,
1132,,2,38560,,,
1133,,2,39987,,,
1134,,2,46536,,,
1135,,2,40130,,,
1136,,2,51239,,,
1137,,2,51239,,,
1138,,2,28916,,,
1139,,2,36913,,,
1140,,2,34581,,,
1141,,2,56929,,,
1142,,2,33344,,,
1143,,2,57920,,,
1144,,2,60826,,,
1145,,2,44000,,,
1146,,2,45363,,,
1147,,2,64727,,,
1148,,2,51690,,,
1149,,2,42852,,,
1150,,2,42018,,,
1151,,2,59921,,,
1152,,2,43866,,,
1153,,2,61663,,,
1154,,2,43095,,,
1155,,2,37179,,,
1156,,2,50946,,,
1157,,2,44793,,,
1158,,2,52345,,,
1159,,2,47318,,,
1160,,2,41275,,,
1161,,2,41099,,,
1162,,2,43445,,,
1163,,2,25766,,,
1164,,2,43594,,,
1165,,2,46080,,,
1166,,2,41979,,,
1167,,2,41979,,,
1168,,2,25982,,,
1169,,2,81856,,,
1170,,2,42240,,,
1171,,2,50766,,,
1172,,2,71332,,,
1173,,2,63108,,,
1174,,2,80076,,,
1175,,2,50292,,,
1176,,2,26259,,,
1177,,2,26259,,,
1178,,2,26259,,,
1179,,2,26259,,,
1180,,2,26259,,,
1181,,2,72944,,,
1182,,2,49681,,,
1183,,2,71259,,,
1184,,2,35414,,,
1185,,2,68193,,,
1186,,2,60530,,,
1187,,2,39057,,,
1188,,2,71443,,,
1189,,2,71443,,,
1190,,2,39557,,,
1191,,2,72800,,,
1192,,2,35360,,,
1193,,2,53941,,,
1194,,2,64512,,,
1195,,2,67220,,,
1196,,2,28160,,,
1197,,2,64512,,,
1198,,2,68001,,,
1199,,2,45440,,,
1200,,2,33169,,,
1201,,2,48292,,,
1202,,2,36095,,,
1203,,2,74938,,,
1204,,2,43238,,,
1205,,2,46306,,,
1206,,2,38217,,,
1207,,2,42350,,,
1208,,2,24080,,,
1209,,2,40348,,,
1210,,2,43238,,,
1211,,2,35700,,,
1212,,2,49139,,,
1213,,2,58299,,,
1214,,2,35680,,,
1215,,2,29920,,,
1216,,2,41319,,,
1217,,2,41596,,,
1218,,2,42281,,,
1219,,2,38001,,,
1220,,2,45316,,,
1221,,2,39360,,,
1222,,2,32132,,,
1223,,2,38836,,,
1224,,2,32071,,,
1225,,2,32071,,,
1226,,2,32071,,,
1227,,2,43827,,,
1228,,2,60000,,,
1229,,2,69920,,,
1230,,2,36854,,,
1231,,2,87662,,,
1232,,2,39521,,,
1233,,2,57276,,,
1234,,2,57276,,,
1235,,2,57276,,,
1236,,2,38381,,,
1237,,2,41920,,,
1238,,2,48367,,,
1239,,2,69142,,,
1240,,2,48929,,,
1241,,2,24208,,,
1242,,2,32321,,,
1243,,2,32321,,,
1244,,2,44374,,,
1245,,2,20160,,,
