,mix,n_src,length,s1,s2,s3,s4,s5
10,5speakers/wav8k/min/cv/mix/011a010r_1.2658962_01ro0317_2.1680727_20fo010b_-2.1680727_01mc021e_-1.2658962_40na010t_0.wav,5,41943,5speakers/wav8k/min/cv/s1/011a010r_1.2658962_01ro0317_2.1680727_20fo010b_-2.1680727_01mc021e_-1.2658962_40na010t_0.wav,5speakers/wav8k/min/cv/s2/011a010r_1.2658962_01ro0317_2.1680727_20fo010b_-2.1680727_01mc021e_-1.2658962_40na010t_0.wav,5speakers/wav8k/min/cv/s3/011a010r_1.2658962_01ro0317_2.1680727_20fo010b_-2.1680727_01mc021e_-1.2658962_40na010t_0.wav,5speakers/wav8k/min/cv/s4/011a010r_1.2658962_01ro0317_2.1680727_20fo010b_-2.1680727_01mc021e_-1.2658962_40na010t_0.wav,5speakers/wav8k/min/cv/s5/011a010r_1.2658962_01ro0317_2.1680727_20fo010b_-2.1680727_01mc021e_-1.2658962_40na010t_0.wav
11,5speakers/wav8k/min/cv/mix/011a0112_0.61683063_206a010i_1.3288249_01ac0208_-1.3288249_401a010g_-0.61683063_01ma010a_0.wav,5,38940,5speakers/wav8k/min/cv/s1/011a0112_0.61683063_206a010i_1.3288249_01ac0208_-1.3288249_401a010g_-0.61683063_01ma010a_0.wav,5speakers/wav8k/min/cv/s2/011a0112_0.61683063_206a010i_1.3288249_01ac0208_-1.3288249_401a010g_-0.61683063_01ma010a_0.wav,5speakers/wav8k/min/cv/s3/011a0112_0.61683063_206a010i_1.3288249_01ac0208_-1.3288249_401a010g_-0.61683063_01ma010a_0.wav,5speakers/wav8k/min/cv/s4/011a0112_0.61683063_206a010i_1.3288249_01ac0208_-1.3288249_401a010g_-0.61683063_01ma010a_0.wav,5speakers/wav8k/min/cv/s5/011a0112_0.61683063_206a010i_1.3288249_01ac0208_-1.3288249_401a010g_-0.61683063_01ma010a_0.wav
12,5speakers/wav8k/min/cv/mix/011a0112_0.64480893_20co0107_1.0007364_403a010k_-1.0007364_20tc010o_-0.64480893_40oo0309_0.wav,5,38940,5speakers/wav8k/min/cv/s1/011a0112_0.64480893_20co0107_1.0007364_403a010k_-1.0007364_20tc010o_-0.64480893_40oo0309_0.wav,5speakers/wav8k/min/cv/s2/011a0112_0.64480893_20co0107_1.0007364_403a010k_-1.0007364_20tc010o_-0.64480893_40oo0309_0.wav,5speakers/wav8k/min/cv/s3/011a0112_0.64480893_20co0107_1.0007364_403a010k_-1.0007364_20tc010o_-0.64480893_40oo0309_0.wav,5speakers/wav8k/min/cv/s4/011a0112_0.64480893_20co0107_1.0007364_403a010k_-1.0007364_20tc010o_-0.64480893_40oo0309_0.wav,5speakers/wav8k/min/cv/s5/011a0112_0.64480893_20co0107_1.0007364_403a010k_-1.0007364_20tc010o_-0.64480893_40oo0309_0.wav
13,5speakers/wav8k/min/cv/mix/011a0112_0.66857463_40pc020c_2.3450663_205a010l_-2.3450663_027o030r_-0.66857463_02bo030g_0.wav,5,38940,5speakers/wav8k/min/cv/s1/011a0112_0.66857463_40pc020c_2.3450663_205a010l_-2.3450663_027o030r_-0.66857463_02bo030g_0.wav,5speakers/wav8k/min/cv/s2/011a0112_0.66857463_40pc020c_2.3450663_205a010l_-2.3450663_027o030r_-0.66857463_02bo030g_0.wav,5speakers/wav8k/min/cv/s3/011a0112_0.66857463_40pc020c_2.3450663_205a010l_-2.3450663_027o030r_-0.66857463_02bo030g_0.wav,5speakers/wav8k/min/cv/s4/011a0112_0.66857463_40pc020c_2.3450663_205a010l_-2.3450663_027o030r_-0.66857463_02bo030g_0.wav,5speakers/wav8k/min/cv/s5/011a0112_0.66857463_40pc020c_2.3450663_205a010l_-2.3450663_027o030r_-0.66857463_02bo030g_0.wav
14,5speakers/wav8k/min/cv/mix/011a0112_1.0529524_20bo0106_1.2518232_20pc0107_-1.2518232_01zo030w_-1.0529524_206a010j_0.wav,5,38940,5speakers/wav8k/min/cv/s1/011a0112_1.0529524_20bo0106_1.2518232_20pc0107_-1.2518232_01zo030w_-1.0529524_206a010j_0.wav,5speakers/wav8k/min/cv/s2/011a0112_1.0529524_20bo0106_1.2518232_20pc0107_-1.2518232_01zo030w_-1.0529524_206a010j_0.wav,5speakers/wav8k/min/cv/s3/011a0112_1.0529524_20bo0106_1.2518232_20pc0107_-1.2518232_01zo030w_-1.0529524_206a010j_0.wav,5speakers/wav8k/min/cv/s4/011a0112_1.0529524_20bo0106_1.2518232_20pc0107_-1.2518232_01zo030w_-1.0529524_206a010j_0.wav,5speakers/wav8k/min/cv/s5/011a0112_1.0529524_20bo0106_1.2518232_20pc0107_-1.2518232_01zo030w_-1.0529524_206a010j_0.wav
15,5speakers/wav8k/min/cv/mix/011c0206_0.41681969_027o0307_0.1271867_01ea0112_-0.1271867_02cc020i_-0.41681969_01vo0319_0.wav,5,43354,5speakers/wav8k/min/cv/s1/011c0206_0.41681969_027o0307_0.1271867_01ea0112_-0.1271867_02cc020i_-0.41681969_01vo0319_0.wav,5speakers/wav8k/min/cv/s2/011c0206_0.41681969_027o0307_0.1271867_01ea0112_-0.1271867_02cc020i_-0.41681969_01vo0319_0.wav,5speakers/wav8k/min/cv/s3/011c0206_0.41681969_027o0307_0.1271867_01ea0112_-0.1271867_02cc020i_-0.41681969_01vo0319_0.wav,5speakers/wav8k/min/cv/s4/011c0206_0.41681969_027o0307_0.1271867_01ea0112_-0.1271867_02cc020i_-0.41681969_01vo0319_0.wav,5speakers/wav8k/min/cv/s5/011c0206_0.41681969_027o0307_0.1271867_01ea0112_-0.1271867_02cc020i_-0.41681969_01vo0319_0.wav
16,5speakers/wav8k/min/cv/mix/011c0206_1.8188837_409o030d_0.029104402_02da010d_-0.029104402_40dc0217_-1.8188837_20aa010y_0.wav,5,41596,5speakers/wav8k/min/cv/s1/011c0206_1.8188837_409o030d_0.029104402_02da010d_-0.029104402_40dc0217_-1.8188837_20aa010y_0.wav,5speakers/wav8k/min/cv/s2/011c0206_1.8188837_409o030d_0.029104402_02da010d_-0.029104402_40dc0217_-1.8188837_20aa010y_0.wav,5speakers/wav8k/min/cv/s3/011c0206_1.8188837_409o030d_0.029104402_02da010d_-0.029104402_40dc0217_-1.8188837_20aa010y_0.wav,5speakers/wav8k/min/cv/s4/011c0206_1.8188837_409o030d_0.029104402_02da010d_-0.029104402_40dc0217_-1.8188837_20aa010y_0.wav,5speakers/wav8k/min/cv/s5/011c0206_1.8188837_409o030d_0.029104402_02da010d_-0.029104402_40dc0217_-1.8188837_20aa010y_0.wav
17,5speakers/wav8k/min/cv/mix/011c0208_0.44316408_014c0213_2.3908254_023c020d_-2.3908254_01oc020k_-0.44316408_20lo010m_0.wav,5,51026,5speakers/wav8k/min/cv/s1/011c0208_0.44316408_014c0213_2.3908254_023c020d_-2.3908254_01oc020k_-0.44316408_20lo010m_0.wav,5speakers/wav8k/min/cv/s2/011c0208_0.44316408_014c0213_2.3908254_023c020d_-2.3908254_01oc020k_-0.44316408_20lo010m_0.wav,5speakers/wav8k/min/cv/s3/011c0208_0.44316408_014c0213_2.3908254_023c020d_-2.3908254_01oc020k_-0.44316408_20lo010m_0.wav,5speakers/wav8k/min/cv/s4/011c0208_0.44316408_014c0213_2.3908254_023c020d_-2.3908254_01oc020k_-0.44316408_20lo010m_0.wav,5speakers/wav8k/min/cv/s5/011c0208_0.44316408_014c0213_2.3908254_023c020d_-2.3908254_01oc020k_-0.44316408_20lo010m_0.wav
18,5speakers/wav8k/min/cv/mix/011c020h_0.034152308_40ja010e_0.63609932_407c0214_-0.63609932_40ba010w_-0.034152308_40aa0110_0.wav,5,30994,5speakers/wav8k/min/cv/s1/011c020h_0.034152308_40ja010e_0.63609932_407c0214_-0.63609932_40ba010w_-0.034152308_40aa0110_0.wav,5speakers/wav8k/min/cv/s2/011c020h_0.034152308_40ja010e_0.63609932_407c0214_-0.63609932_40ba010w_-0.034152308_40aa0110_0.wav,5speakers/wav8k/min/cv/s3/011c020h_0.034152308_40ja010e_0.63609932_407c0214_-0.63609932_40ba010w_-0.034152308_40aa0110_0.wav,5speakers/wav8k/min/cv/s4/011c020h_0.034152308_40ja010e_0.63609932_407c0214_-0.63609932_40ba010w_-0.034152308_40aa0110_0.wav,5speakers/wav8k/min/cv/s5/011c020h_0.034152308_40ja010e_0.63609932_407c0214_-0.63609932_40ba010w_-0.034152308_40aa0110_0.wav
19,5speakers/wav8k/min/cv/mix/011c020l_0.044069165_01do030y_0.53754005_205c010c_-0.53754005_407c0207_-0.044069165_206o010h_0.wav,5,22705,5speakers/wav8k/min/cv/s1/011c020l_0.044069165_01do030y_0.53754005_205c010c_-0.53754005_407c0207_-0.044069165_206o010h_0.wav,5speakers/wav8k/min/cv/s2/011c020l_0.044069165_01do030y_0.53754005_205c010c_-0.53754005_407c0207_-0.044069165_206o010h_0.wav,5speakers/wav8k/min/cv/s3/011c020l_0.044069165_01do030y_0.53754005_205c010c_-0.53754005_407c0207_-0.044069165_206o010h_0.wav,5speakers/wav8k/min/cv/s4/011c020l_0.044069165_01do030y_0.53754005_205c010c_-0.53754005_407c0207_-0.044069165_206o010h_0.wav,5speakers/wav8k/min/cv/s5/011c020l_0.044069165_01do030y_0.53754005_205c010c_-0.53754005_407c0207_-0.044069165_206o010h_0.wav
20,5speakers/wav8k/min/cv/mix/011c020l_1.5485938_02ac020h_0.15450528_40ja010e_-0.15450528_40po030a_-1.5485938_20vc0106_0.wav,5,44223,5speakers/wav8k/min/cv/s1/011c020l_1.5485938_02ac020h_0.15450528_40ja010e_-0.15450528_40po030a_-1.5485938_20vc0106_0.wav,5speakers/wav8k/min/cv/s2/011c020l_1.5485938_02ac020h_0.15450528_40ja010e_-0.15450528_40po030a_-1.5485938_20vc0106_0.wav,5speakers/wav8k/min/cv/s3/011c020l_1.5485938_02ac020h_0.15450528_40ja010e_-0.15450528_40po030a_-1.5485938_20vc0106_0.wav,5speakers/wav8k/min/cv/s4/011c020l_1.5485938_02ac020h_0.15450528_40ja010e_-0.15450528_40po030a_-1.5485938_20vc0106_0.wav,5speakers/wav8k/min/cv/s5/011c020l_1.5485938_02ac020h_0.15450528_40ja010e_-0.15450528_40po030a_-1.5485938_20vc0106_0.wav
21,5speakers/wav8k/min/cv/mix/011c020q_0.36806648_403a0102_1.7115899_016c0202_-1.7115899_20ka010d_-0.36806648_01va010n_0.wav,5,36305,5speakers/wav8k/min/cv/s1/011c020q_0.36806648_403a0102_1.7115899_016c0202_-1.7115899_20ka010d_-0.36806648_01va010n_0.wav,5speakers/wav8k/min/cv/s2/011c020q_0.36806648_403a0102_1.7115899_016c0202_-1.7115899_20ka010d_-0.36806648_01va010n_0.wav,5speakers/wav8k/min/cv/s3/011c020q_0.36806648_403a0102_1.7115899_016c0202_-1.7115899_20ka010d_-0.36806648_01va010n_0.wav,5speakers/wav8k/min/cv/s4/011c020q_0.36806648_403a0102_1.7115899_016c0202_-1.7115899_20ka010d_-0.36806648_01va010n_0.wav,5speakers/wav8k/min/cv/s5/011c020q_0.36806648_403a0102_1.7115899_016c0202_-1.7115899_20ka010d_-0.36806648_01va010n_0.wav
22,5speakers/wav8k/min/cv/mix/011c0212_0.32191823_01pa010f_1.959709_20ic010j_-1.959709_20nc0101_-0.32191823_40ea010t_0.wav,5,41525,5speakers/wav8k/min/cv/s1/011c0212_0.32191823_01pa010f_1.959709_20ic010j_-1.959709_20nc0101_-0.32191823_40ea010t_0.wav,5speakers/wav8k/min/cv/s2/011c0212_0.32191823_01pa010f_1.959709_20ic010j_-1.959709_20nc0101_-0.32191823_40ea010t_0.wav,5speakers/wav8k/min/cv/s3/011c0212_0.32191823_01pa010f_1.959709_20ic010j_-1.959709_20nc0101_-0.32191823_40ea010t_0.wav,5speakers/wav8k/min/cv/s4/011c0212_0.32191823_01pa010f_1.959709_20ic010j_-1.959709_20nc0101_-0.32191823_40ea010t_0.wav,5speakers/wav8k/min/cv/s5/011c0212_0.32191823_01pa010f_1.959709_20ic010j_-1.959709_20nc0101_-0.32191823_40ea010t_0.wav
23,5speakers/wav8k/min/cv/mix/011c0212_1.0917295_014c020q_2.1622984_401o0318_-2.1622984_01mc0210_-1.0917295_01oc020k_0.wav,5,34117,5speakers/wav8k/min/cv/s1/011c0212_1.0917295_014c020q_2.1622984_401o0318_-2.1622984_01mc0210_-1.0917295_01oc020k_0.wav,5speakers/wav8k/min/cv/s2/011c0212_1.0917295_014c020q_2.1622984_401o0318_-2.1622984_01mc0210_-1.0917295_01oc020k_0.wav,5speakers/wav8k/min/cv/s3/011c0212_1.0917295_014c020q_2.1622984_401o0318_-2.1622984_01mc0210_-1.0917295_01oc020k_0.wav,5speakers/wav8k/min/cv/s4/011c0212_1.0917295_014c020q_2.1622984_401o0318_-2.1622984_01mc0210_-1.0917295_01oc020k_0.wav,5speakers/wav8k/min/cv/s5/011c0212_1.0917295_014c020q_2.1622984_401o0318_-2.1622984_01mc0210_-1.0917295_01oc020k_0.wav
24,5speakers/wav8k/min/cv/mix/011c0212_1.7052496_20ao010h_0.31669809_40fc0216_-0.31669809_20ko010n_-1.7052496_01oo030a_0.wav,5,43059,5speakers/wav8k/min/cv/s1/011c0212_1.7052496_20ao010h_0.31669809_40fc0216_-0.31669809_20ko010n_-1.7052496_01oo030a_0.wav,5speakers/wav8k/min/cv/s2/011c0212_1.7052496_20ao010h_0.31669809_40fc0216_-0.31669809_20ko010n_-1.7052496_01oo030a_0.wav,5speakers/wav8k/min/cv/s3/011c0212_1.7052496_20ao010h_0.31669809_40fc0216_-0.31669809_20ko010n_-1.7052496_01oo030a_0.wav,5speakers/wav8k/min/cv/s4/011c0212_1.7052496_20ao010h_0.31669809_40fc0216_-0.31669809_20ko010n_-1.7052496_01oo030a_0.wav,5speakers/wav8k/min/cv/s5/011c0212_1.7052496_20ao010h_0.31669809_40fc0216_-0.31669809_20ko010n_-1.7052496_01oo030a_0.wav
25,5speakers/wav8k/min/cv/mix/011c021e_0.1682507_40kc0207_0.43975962_01yc020u_-0.43975962_024c020s_-0.1682507_20lo010b_0.wav,5,50109,5speakers/wav8k/min/cv/s1/011c021e_0.1682507_40kc0207_0.43975962_01yc020u_-0.43975962_024c020s_-0.1682507_20lo010b_0.wav,5speakers/wav8k/min/cv/s2/011c021e_0.1682507_40kc0207_0.43975962_01yc020u_-0.43975962_024c020s_-0.1682507_20lo010b_0.wav,5speakers/wav8k/min/cv/s3/011c021e_0.1682507_40kc0207_0.43975962_01yc020u_-0.43975962_024c020s_-0.1682507_20lo010b_0.wav,5speakers/wav8k/min/cv/s4/011c021e_0.1682507_40kc0207_0.43975962_01yc020u_-0.43975962_024c020s_-0.1682507_20lo010b_0.wav,5speakers/wav8k/min/cv/s5/011c021e_0.1682507_40kc0207_0.43975962_01yc020u_-0.43975962_024c020s_-0.1682507_20lo010b_0.wav
26,5speakers/wav8k/min/cv/mix/011o0302_0.42196366_20va0112_0.099858395_023a010i_-0.099858395_40mc020n_-0.42196366_20ko010b_0.wav,5,36480,5speakers/wav8k/min/cv/s1/011o0302_0.42196366_20va0112_0.099858395_023a010i_-0.099858395_40mc020n_-0.42196366_20ko010b_0.wav,5speakers/wav8k/min/cv/s2/011o0302_0.42196366_20va0112_0.099858395_023a010i_-0.099858395_40mc020n_-0.42196366_20ko010b_0.wav,5speakers/wav8k/min/cv/s3/011o0302_0.42196366_20va0112_0.099858395_023a010i_-0.099858395_40mc020n_-0.42196366_20ko010b_0.wav,5speakers/wav8k/min/cv/s4/011o0302_0.42196366_20va0112_0.099858395_023a010i_-0.099858395_40mc020n_-0.42196366_20ko010b_0.wav,5speakers/wav8k/min/cv/s5/011o0302_0.42196366_20va0112_0.099858395_023a010i_-0.099858395_40mc020n_-0.42196366_20ko010b_0.wav
27,5speakers/wav8k/min/cv/mix/011o0305_0.90803128_023c0202_0.079797428_40na010i_-0.079797428_40eo030j_-0.90803128_40aa010a_0.wav,5,49648,5speakers/wav8k/min/cv/s1/011o0305_0.90803128_023c0202_0.079797428_40na010i_-0.079797428_40eo030j_-0.90803128_40aa010a_0.wav,5speakers/wav8k/min/cv/s2/011o0305_0.90803128_023c0202_0.079797428_40na010i_-0.079797428_40eo030j_-0.90803128_40aa010a_0.wav,5speakers/wav8k/min/cv/s3/011o0305_0.90803128_023c0202_0.079797428_40na010i_-0.079797428_40eo030j_-0.90803128_40aa010a_0.wav,5speakers/wav8k/min/cv/s4/011o0305_0.90803128_023c0202_0.079797428_40na010i_-0.079797428_40eo030j_-0.90803128_40aa010a_0.wav,5speakers/wav8k/min/cv/s5/011o0305_0.90803128_023c0202_0.079797428_40na010i_-0.079797428_40eo030j_-0.90803128_40aa010a_0.wav
28,5speakers/wav8k/min/cv/mix/011o0309_0.33141074_20ha010i_0.096876414_01ia010y_-0.096876414_20va0113_-0.33141074_01so030t_0.wav,5,34560,5speakers/wav8k/min/cv/s1/011o0309_0.33141074_20ha010i_0.096876414_01ia010y_-0.096876414_20va0113_-0.33141074_01so030t_0.wav,5speakers/wav8k/min/cv/s2/011o0309_0.33141074_20ha010i_0.096876414_01ia010y_-0.096876414_20va0113_-0.33141074_01so030t_0.wav,5speakers/wav8k/min/cv/s3/011o0309_0.33141074_20ha010i_0.096876414_01ia010y_-0.096876414_20va0113_-0.33141074_01so030t_0.wav,5speakers/wav8k/min/cv/s4/011o0309_0.33141074_20ha010i_0.096876414_01ia010y_-0.096876414_20va0113_-0.33141074_01so030t_0.wav,5speakers/wav8k/min/cv/s5/011o0309_0.33141074_20ha010i_0.096876414_01ia010y_-0.096876414_20va0113_-0.33141074_01so030t_0.wav
29,5speakers/wav8k/min/cv/mix/011o0309_2.1587432_01ic020f_2.4009039_01yc020z_-2.4009039_20uo0107_-2.1587432_015c021a_0.wav,5,22557,5speakers/wav8k/min/cv/s1/011o0309_2.1587432_01ic020f_2.4009039_01yc020z_-2.4009039_20uo0107_-2.1587432_015c021a_0.wav,5speakers/wav8k/min/cv/s2/011o0309_2.1587432_01ic020f_2.4009039_01yc020z_-2.4009039_20uo0107_-2.1587432_015c021a_0.wav,5speakers/wav8k/min/cv/s3/011o0309_2.1587432_01ic020f_2.4009039_01yc020z_-2.4009039_20uo0107_-2.1587432_015c021a_0.wav,5speakers/wav8k/min/cv/s4/011o0309_2.1587432_01ic020f_2.4009039_01yc020z_-2.4009039_20uo0107_-2.1587432_015c021a_0.wav,5speakers/wav8k/min/cv/s5/011o0309_2.1587432_01ic020f_2.4009039_01yc020z_-2.4009039_20uo0107_-2.1587432_015c021a_0.wav
