,mix,n_src,length,s1,s2,s3,s4
10,4speakers/wav8k/min/cv/mix/011a010r_0.35330065_20va010t_2.2132073_20bo010o_-2.2132073_20bo010g_-0.35330065.wav,4,40960,4speakers/wav8k/min/cv/s1/011a010r_0.35330065_20va010t_2.2132073_20bo010o_-2.2132073_20bo010g_-0.35330065.wav,4speakers/wav8k/min/cv/s2/011a010r_0.35330065_20va010t_2.2132073_20bo010o_-2.2132073_20bo010g_-0.35330065.wav,4speakers/wav8k/min/cv/s3/011a010r_0.35330065_20va010t_2.2132073_20bo010o_-2.2132073_20bo010g_-0.35330065.wav,4speakers/wav8k/min/cv/s4/011a010r_0.35330065_20va010t_2.2132073_20bo010o_-2.2132073_20bo010g_-0.35330065.wav
11,4speakers/wav8k/min/cv/mix/011a0112_2.3192545_20bo010g_1.6086558_01qa010c_-1.6086558_40go030g_-2.3192545.wav,4,38940,4speakers/wav8k/min/cv/s1/011a0112_2.3192545_20bo010g_1.6086558_01qa010c_-1.6086558_40go030g_-2.3192545.wav,4speakers/wav8k/min/cv/s2/011a0112_2.3192545_20bo010g_1.6086558_01qa010c_-1.6086558_40go030g_-2.3192545.wav,4speakers/wav8k/min/cv/s3/011a0112_2.3192545_20bo010g_1.6086558_01qa010c_-1.6086558_40go030g_-2.3192545.wav,4speakers/wav8k/min/cv/s4/011a0112_2.3192545_20bo010g_1.6086558_01qa010c_-1.6086558_40go030g_-2.3192545.wav
12,4speakers/wav8k/min/cv/mix/011c0206_0.45405898_40da010v_1.7627567_40ba010v_-1.7627567_20lo010p_-0.45405898.wav,4,44121,4speakers/wav8k/min/cv/s1/011c0206_0.45405898_40da010v_1.7627567_40ba010v_-1.7627567_20lo010p_-0.45405898.wav,4speakers/wav8k/min/cv/s2/011c0206_0.45405898_40da010v_1.7627567_40ba010v_-1.7627567_20lo010p_-0.45405898.wav,4speakers/wav8k/min/cv/s3/011c0206_0.45405898_40da010v_1.7627567_40ba010v_-1.7627567_20lo010p_-0.45405898.wav,4speakers/wav8k/min/cv/s4/011c0206_0.45405898_40da010v_1.7627567_40ba010v_-1.7627567_20lo010p_-0.45405898.wav
13,4speakers/wav8k/min/cv/mix/011c0207_0.71078375_405o030h_0.43349005_40oa0109_-0.43349005_01vo030s_-0.71078375.wav,4,27659,4speakers/wav8k/min/cv/s1/011c0207_0.71078375_405o030h_0.43349005_40oa0109_-0.43349005_01vo030s_-0.71078375.wav,4speakers/wav8k/min/cv/s2/011c0207_0.71078375_405o030h_0.43349005_40oa0109_-0.43349005_01vo030s_-0.71078375.wav,4speakers/wav8k/min/cv/s3/011c0207_0.71078375_405o030h_0.43349005_40oa0109_-0.43349005_01vo030s_-0.71078375.wav,4speakers/wav8k/min/cv/s4/011c0207_0.71078375_405o030h_0.43349005_40oa0109_-0.43349005_01vo030s_-0.71078375.wav
14,4speakers/wav8k/min/cv/mix/011c020e_0.0043055921_029c020t_0.64416957_029o0303_-0.64416957_20ha010g_-0.0043055921.wav,4,36000,4speakers/wav8k/min/cv/s1/011c020e_0.0043055921_029c020t_0.64416957_029o0303_-0.64416957_20ha010g_-0.0043055921.wav,4speakers/wav8k/min/cv/s2/011c020e_0.0043055921_029c020t_0.64416957_029o0303_-0.64416957_20ha010g_-0.0043055921.wav,4speakers/wav8k/min/cv/s3/011c020e_0.0043055921_029c020t_0.64416957_029o0303_-0.64416957_20ha010g_-0.0043055921.wav,4speakers/wav8k/min/cv/s4/011c020e_0.0043055921_029c020t_0.64416957_029o0303_-0.64416957_20ha010g_-0.0043055921.wav
15,4speakers/wav8k/min/cv/mix/011c020e_2.2942948_20ta010k_0.84826932_406a010a_-0.84826932_206a0102_-2.2942948.wav,4,37440,4speakers/wav8k/min/cv/s1/011c020e_2.2942948_20ta010k_0.84826932_406a010a_-0.84826932_206a0102_-2.2942948.wav,4speakers/wav8k/min/cv/s2/011c020e_2.2942948_20ta010k_0.84826932_406a010a_-0.84826932_206a0102_-2.2942948.wav,4speakers/wav8k/min/cv/s3/011c020e_2.2942948_20ta010k_0.84826932_406a010a_-0.84826932_206a0102_-2.2942948.wav,4speakers/wav8k/min/cv/s4/011c020e_2.2942948_20ta010k_0.84826932_406a010a_-0.84826932_206a0102_-2.2942948.wav
16,4speakers/wav8k/min/cv/mix/011c020h_0.5686487_01qa010t_1.8844268_01da010c_-1.8844268_20bo0109_-0.5686487.wav,4,42772,4speakers/wav8k/min/cv/s1/011c020h_0.5686487_01qa010t_1.8844268_01da010c_-1.8844268_20bo0109_-0.5686487.wav,4speakers/wav8k/min/cv/s2/011c020h_0.5686487_01qa010t_1.8844268_01da010c_-1.8844268_20bo0109_-0.5686487.wav,4speakers/wav8k/min/cv/s3/011c020h_0.5686487_01qa010t_1.8844268_01da010c_-1.8844268_20bo0109_-0.5686487.wav,4speakers/wav8k/min/cv/s4/011c020h_0.5686487_01qa010t_1.8844268_01da010c_-1.8844268_20bo0109_-0.5686487.wav
17,4speakers/wav8k/min/cv/mix/011c020h_0.67542825_01ro0301_1.7654738_01bo030w_-1.7654738_40mo030x_-0.67542825.wav,4,65678,4speakers/wav8k/min/cv/s1/011c020h_0.67542825_01ro0301_1.7654738_01bo030w_-1.7654738_40mo030x_-0.67542825.wav,4speakers/wav8k/min/cv/s2/011c020h_0.67542825_01ro0301_1.7654738_01bo030w_-1.7654738_40mo030x_-0.67542825.wav,4speakers/wav8k/min/cv/s3/011c020h_0.67542825_01ro0301_1.7654738_01bo030w_-1.7654738_40mo030x_-0.67542825.wav,4speakers/wav8k/min/cv/s4/011c020h_0.67542825_01ro0301_1.7654738_01bo030w_-1.7654738_40mo030x_-0.67542825.wav
18,4speakers/wav8k/min/cv/mix/011c020k_1.7296736_20ua010k_0.17034647_01ra010y_-0.17034647_20ua010z_-1.7296736.wav,4,36640,4speakers/wav8k/min/cv/s1/011c020k_1.7296736_20ua010k_0.17034647_01ra010y_-0.17034647_20ua010z_-1.7296736.wav,4speakers/wav8k/min/cv/s2/011c020k_1.7296736_20ua010k_0.17034647_01ra010y_-0.17034647_20ua010z_-1.7296736.wav,4speakers/wav8k/min/cv/s3/011c020k_1.7296736_20ua010k_0.17034647_01ra010y_-0.17034647_20ua010z_-1.7296736.wav,4speakers/wav8k/min/cv/s4/011c020k_1.7296736_20ua010k_0.17034647_01ra010y_-0.17034647_20ua010z_-1.7296736.wav
19,4speakers/wav8k/min/cv/mix/011c020k_1.8440275_40po030u_1.6685845_01io0318_-1.6685845_01oa0110_-1.8440275.wav,4,42600,4speakers/wav8k/min/cv/s1/011c020k_1.8440275_40po030u_1.6685845_01io0318_-1.6685845_01oa0110_-1.8440275.wav,4speakers/wav8k/min/cv/s2/011c020k_1.8440275_40po030u_1.6685845_01io0318_-1.6685845_01oa0110_-1.8440275.wav,4speakers/wav8k/min/cv/s3/011c020k_1.8440275_40po030u_1.6685845_01io0318_-1.6685845_01oa0110_-1.8440275.wav,4speakers/wav8k/min/cv/s4/011c020k_1.8440275_40po030u_1.6685845_01io0318_-1.6685845_01oa0110_-1.8440275.wav
20,4speakers/wav8k/min/cv/mix/011c020k_2.2975351_01ao030x_1.0514781_01oa010z_-1.0514781_02ec0203_-2.2975351.wav,4,40784,4speakers/wav8k/min/cv/s1/011c020k_2.2975351_01ao030x_1.0514781_01oa010z_-1.0514781_02ec0203_-2.2975351.wav,4speakers/wav8k/min/cv/s2/011c020k_2.2975351_01ao030x_1.0514781_01oa010z_-1.0514781_02ec0203_-2.2975351.wav,4speakers/wav8k/min/cv/s3/011c020k_2.2975351_01ao030x_1.0514781_01oa010z_-1.0514781_02ec0203_-2.2975351.wav,4speakers/wav8k/min/cv/s4/011c020k_2.2975351_01ao030x_1.0514781_01oa010z_-1.0514781_02ec0203_-2.2975351.wav
21,4speakers/wav8k/min/cv/mix/011c020m_0.30651995_020c020q_0.066990994_01wo0315_-0.066990994_021o0310_-0.30651995.wav,4,18684,4speakers/wav8k/min/cv/s1/011c020m_0.30651995_020c020q_0.066990994_01wo0315_-0.066990994_021o0310_-0.30651995.wav,4speakers/wav8k/min/cv/s2/011c020m_0.30651995_020c020q_0.066990994_01wo0315_-0.066990994_021o0310_-0.30651995.wav,4speakers/wav8k/min/cv/s3/011c020m_0.30651995_020c020q_0.066990994_01wo0315_-0.066990994_021o0310_-0.30651995.wav,4speakers/wav8k/min/cv/s4/011c020m_0.30651995_020c020q_0.066990994_01wo0315_-0.066990994_021o0310_-0.30651995.wav
22,4speakers/wav8k/min/cv/mix/011c020m_1.2560484_404o0314_0.5900195_029c0206_-0.5900195_20vc0106_-1.2560484.wav,4,41818,4speakers/wav8k/min/cv/s1/011c020m_1.2560484_404o0314_0.5900195_029c0206_-0.5900195_20vc0106_-1.2560484.wav,4speakers/wav8k/min/cv/s2/011c020m_1.2560484_404o0314_0.5900195_029c0206_-0.5900195_20vc0106_-1.2560484.wav,4speakers/wav8k/min/cv/s3/011c020m_1.2560484_404o0314_0.5900195_029c0206_-0.5900195_20vc0106_-1.2560484.wav,4speakers/wav8k/min/cv/s4/011c020m_1.2560484_404o0314_0.5900195_029c0206_-0.5900195_20vc0106_-1.2560484.wav
23,4speakers/wav8k/min/cv/mix/011c020q_1.1174056_02bc020b_0.62805024_018c020c_-0.62805024_20uc010o_-1.1174056.wav,4,47729,4speakers/wav8k/min/cv/s1/011c020q_1.1174056_02bc020b_0.62805024_018c020c_-0.62805024_20uc010o_-1.1174056.wav,4speakers/wav8k/min/cv/s2/011c020q_1.1174056_02bc020b_0.62805024_018c020c_-0.62805024_20uc010o_-1.1174056.wav,4speakers/wav8k/min/cv/s3/011c020q_1.1174056_02bc020b_0.62805024_018c020c_-0.62805024_20uc010o_-1.1174056.wav,4speakers/wav8k/min/cv/s4/011c020q_1.1174056_02bc020b_0.62805024_018c020c_-0.62805024_20uc010o_-1.1174056.wav
24,4speakers/wav8k/min/cv/mix/011c020q_1.635263_02ec0216_0.050880422_02do0308_-0.050880422_40fo0313_-1.635263.wav,4,30119,4speakers/wav8k/min/cv/s1/011c020q_1.635263_02ec0216_0.050880422_02do0308_-0.050880422_40fo0313_-1.635263.wav,4speakers/wav8k/min/cv/s2/011c020q_1.635263_02ec0216_0.050880422_02do0308_-0.050880422_40fo0313_-1.635263.wav,4speakers/wav8k/min/cv/s3/011c020q_1.635263_02ec0216_0.050880422_02do0308_-0.050880422_40fo0313_-1.635263.wav,4speakers/wav8k/min/cv/s4/011c020q_1.635263_02ec0216_0.050880422_02do0308_-0.050880422_40fo0313_-1.635263.wav
25,4speakers/wav8k/min/cv/mix/011c020r_0.66833818_01uo0308_0.87134257_20qa010g_-0.87134257_40mc020q_-0.66833818.wav,4,48803,4speakers/wav8k/min/cv/s1/011c020r_0.66833818_01uo0308_0.87134257_20qa010g_-0.87134257_40mc020q_-0.66833818.wav,4speakers/wav8k/min/cv/s2/011c020r_0.66833818_01uo0308_0.87134257_20qa010g_-0.87134257_40mc020q_-0.66833818.wav,4speakers/wav8k/min/cv/s3/011c020r_0.66833818_01uo0308_0.87134257_20qa010g_-0.87134257_40mc020q_-0.66833818.wav,4speakers/wav8k/min/cv/s4/011c020r_0.66833818_01uo0308_0.87134257_20qa010g_-0.87134257_40mc020q_-0.66833818.wav
26,4speakers/wav8k/min/cv/mix/011c020r_0.88398739_02ba010z_0.40482307_208a010f_-0.40482307_02cc021a_-0.88398739.wav,4,39200,4speakers/wav8k/min/cv/s1/011c020r_0.88398739_02ba010z_0.40482307_208a010f_-0.40482307_02cc021a_-0.88398739.wav,4speakers/wav8k/min/cv/s2/011c020r_0.88398739_02ba010z_0.40482307_208a010f_-0.40482307_02cc021a_-0.88398739.wav,4speakers/wav8k/min/cv/s3/011c020r_0.88398739_02ba010z_0.40482307_208a010f_-0.40482307_02cc021a_-0.88398739.wav,4speakers/wav8k/min/cv/s4/011c020r_0.88398739_02ba010z_0.40482307_208a010f_-0.40482307_02cc021a_-0.88398739.wav
27,4speakers/wav8k/min/cv/mix/011o0302_1.4235863_40lc0209_0.91159194_01yc0216_-0.91159194_20va0104_-1.4235863.wav,4,39200,4speakers/wav8k/min/cv/s1/011o0302_1.4235863_40lc0209_0.91159194_01yc0216_-0.91159194_20va0104_-1.4235863.wav,4speakers/wav8k/min/cv/s2/011o0302_1.4235863_40lc0209_0.91159194_01yc0216_-0.91159194_20va0104_-1.4235863.wav,4speakers/wav8k/min/cv/s3/011o0302_1.4235863_40lc0209_0.91159194_01yc0216_-0.91159194_20va0104_-1.4235863.wav,4speakers/wav8k/min/cv/s4/011o0302_1.4235863_40lc0209_0.91159194_01yc0216_-0.91159194_20va0104_-1.4235863.wav
28,4speakers/wav8k/min/cv/mix/011o0305_0.22348912_40ma010x_2.0143044_023a0113_-2.0143044_01qa0106_-0.22348912.wav,4,39257,4speakers/wav8k/min/cv/s1/011o0305_0.22348912_40ma010x_2.0143044_023a0113_-2.0143044_01qa0106_-0.22348912.wav,4speakers/wav8k/min/cv/s2/011o0305_0.22348912_40ma010x_2.0143044_023a0113_-2.0143044_01qa0106_-0.22348912.wav,4speakers/wav8k/min/cv/s3/011o0305_0.22348912_40ma010x_2.0143044_023a0113_-2.0143044_01qa0106_-0.22348912.wav,4speakers/wav8k/min/cv/s4/011o0305_0.22348912_40ma010x_2.0143044_023a0113_-2.0143044_01qa0106_-0.22348912.wav
29,4speakers/wav8k/min/cv/mix/011o0305_0.39382828_017c0210_2.0567171_01so0302_-2.0567171_20sa010h_-0.39382828.wav,4,43717,4speakers/wav8k/min/cv/s1/011o0305_0.39382828_017c0210_2.0567171_01so0302_-2.0567171_20sa010h_-0.39382828.wav,4speakers/wav8k/min/cv/s2/011o0305_0.39382828_017c0210_2.0567171_01so0302_-2.0567171_20sa010h_-0.39382828.wav,4speakers/wav8k/min/cv/s3/011o0305_0.39382828_017c0210_2.0567171_01so0302_-2.0567171_20sa010h_-0.39382828.wav,4speakers/wav8k/min/cv/s4/011o0305_0.39382828_017c0210_2.0567171_01so0302_-2.0567171_20sa010h_-0.39382828.wav
30,4speakers/wav8k/min/cv/mix/011o030j_0.42042978_01ka010x_2.3857091_01qa010z_-2.3857091_029o0304_-0.42042978.wav,4,42612,4speakers/wav8k/min/cv/s1/011o030j_0.42042978_01ka010x_2.3857091_01qa010z_-2.3857091_029o0304_-0.42042978.wav,4speakers/wav8k/min/cv/s2/011o030j_0.42042978_01ka010x_2.3857091_01qa010z_-2.3857091_029o0304_-0.42042978.wav,4speakers/wav8k/min/cv/s3/011o030j_0.42042978_01ka010x_2.3857091_01qa010z_-2.3857091_029o0304_-0.42042978.wav,4speakers/wav8k/min/cv/s4/011o030j_0.42042978_01ka010x_2.3857091_01qa010z_-2.3857091_029o0304_-0.42042978.wav
31,4speakers/wav8k/min/cv/mix/011o030j_1.4725222_409a010x_2.4780764_20ic010j_-2.4780764_20aa0112_-1.4725222.wav,4,44800,4speakers/wav8k/min/cv/s1/011o030j_1.4725222_409a010x_2.4780764_20ic010j_-2.4780764_20aa0112_-1.4725222.wav,4speakers/wav8k/min/cv/s2/011o030j_1.4725222_409a010x_2.4780764_20ic010j_-2.4780764_20aa0112_-1.4725222.wav,4speakers/wav8k/min/cv/s3/011o030j_1.4725222_409a010x_2.4780764_20ic010j_-2.4780764_20aa0112_-1.4725222.wav,4speakers/wav8k/min/cv/s4/011o030j_1.4725222_409a010x_2.4780764_20ic010j_-2.4780764_20aa0112_-1.4725222.wav
32,4speakers/wav8k/min/cv/mix/011o030l_1.6098348_20ua010i_0.76373651_01sa010r_-0.76373651_018c020j_-1.6098348.wav,4,39151,4speakers/wav8k/min/cv/s1/011o030l_1.6098348_20ua010i_0.76373651_01sa010r_-0.76373651_018c020j_-1.6098348.wav,4speakers/wav8k/min/cv/s2/011o030l_1.6098348_20ua010i_0.76373651_01sa010r_-0.76373651_018c020j_-1.6098348.wav,4speakers/wav8k/min/cv/s3/011o030l_1.6098348_20ua010i_0.76373651_01sa010r_-0.76373651_018c020j_-1.6098348.wav,4speakers/wav8k/min/cv/s4/011o030l_1.6098348_20ua010i_0.76373651_01sa010r_-0.76373651_018c020j_-1.6098348.wav
33,4speakers/wav8k/min/cv/mix/011o030l_1.6822067_406o0318_2.300137_20sc010b_-2.300137_404c020j_-1.6822067.wav,4,56960,4speakers/wav8k/min/cv/s1/011o030l_1.6822067_406o0318_2.300137_20sc010b_-2.300137_404c020j_-1.6822067.wav,4speakers/wav8k/min/cv/s2/011o030l_1.6822067_406o0318_2.300137_20sc010b_-2.300137_404c020j_-1.6822067.wav,4speakers/wav8k/min/cv/s3/011o030l_1.6822067_406o0318_2.300137_20sc010b_-2.300137_404c020j_-1.6822067.wav,4speakers/wav8k/min/cv/s4/011o030l_1.6822067_406o0318_2.300137_20sc010b_-2.300137_404c020j_-1.6822067.wav
34,4speakers/wav8k/min/cv/mix/011o030q_1.0867676_40da010a_0.50178047_013c020l_-0.50178047_409o0317_-1.0867676.wav,4,30003,4speakers/wav8k/min/cv/s1/011o030q_1.0867676_40da010a_0.50178047_013c020l_-0.50178047_409o0317_-1.0867676.wav,4speakers/wav8k/min/cv/s2/011o030q_1.0867676_40da010a_0.50178047_013c020l_-0.50178047_409o0317_-1.0867676.wav,4speakers/wav8k/min/cv/s3/011o030q_1.0867676_40da010a_0.50178047_013c020l_-0.50178047_409o0317_-1.0867676.wav,4speakers/wav8k/min/cv/s4/011o030q_1.0867676_40da010a_0.50178047_013c020l_-0.50178047_409o0317_-1.0867676.wav
35,4speakers/wav8k/min/cv/mix/011o030q_1.6568288_40na010l_0.3993179_029a010x_-0.3993179_20oa010y_-1.6568288.wav,4,35840,4speakers/wav8k/min/cv/s1/011o030q_1.6568288_40na010l_0.3993179_029a010x_-0.3993179_20oa010y_-1.6568288.wav,4speakers/wav8k/min/cv/s2/011o030q_1.6568288_40na010l_0.3993179_029a010x_-0.3993179_20oa010y_-1.6568288.wav,4speakers/wav8k/min/cv/s3/011o030q_1.6568288_40na010l_0.3993179_029a010x_-0.3993179_20oa010y_-1.6568288.wav,4speakers/wav8k/min/cv/s4/011o030q_1.6568288_40na010l_0.3993179_029a010x_-0.3993179_20oa010y_-1.6568288.wav
36,4speakers/wav8k/min/cv/mix/011o030z_1.7048325_029o030o_1.5244855_40ic0202_-1.5244855_20fo0104_-1.7048325.wav,4,39770,4speakers/wav8k/min/cv/s1/011o030z_1.7048325_029o030o_1.5244855_40ic0202_-1.5244855_20fo0104_-1.7048325.wav,4speakers/wav8k/min/cv/s2/011o030z_1.7048325_029o030o_1.5244855_40ic0202_-1.5244855_20fo0104_-1.7048325.wav,4speakers/wav8k/min/cv/s3/011o030z_1.7048325_029o030o_1.5244855_40ic0202_-1.5244855_20fo0104_-1.7048325.wav,4speakers/wav8k/min/cv/s4/011o030z_1.7048325_029o030o_1.5244855_40ic0202_-1.5244855_20fo0104_-1.7048325.wav
37,4speakers/wav8k/min/cv/mix/011o0312_0.32075223_01ka010w_0.52666763_20lc010l_-0.52666763_401c0219_-0.32075223.wav,4,50320,4speakers/wav8k/min/cv/s1/011o0312_0.32075223_01ka010w_0.52666763_20lc010l_-0.52666763_401c0219_-0.32075223.wav,4speakers/wav8k/min/cv/s2/011o0312_0.32075223_01ka010w_0.52666763_20lc010l_-0.52666763_401c0219_-0.32075223.wav,4speakers/wav8k/min/cv/s3/011o0312_0.32075223_01ka010w_0.52666763_20lc010l_-0.52666763_401c0219_-0.32075223.wav,4speakers/wav8k/min/cv/s4/011o0312_0.32075223_01ka010w_0.52666763_20lc010l_-0.52666763_401c0219_-0.32075223.wav
38,4speakers/wav8k/min/cv/mix/011o0312_0.36280398_20va0109_1.7188471_205c010n_-1.7188471_01ro0301_-0.36280398.wav,4,38240,4speakers/wav8k/min/cv/s1/011o0312_0.36280398_20va0109_1.7188471_205c010n_-1.7188471_01ro0301_-0.36280398.wav,4speakers/wav8k/min/cv/s2/011o0312_0.36280398_20va0109_1.7188471_205c010n_-1.7188471_01ro0301_-0.36280398.wav,4speakers/wav8k/min/cv/s3/011o0312_0.36280398_20va0109_1.7188471_205c010n_-1.7188471_01ro0301_-0.36280398.wav,4speakers/wav8k/min/cv/s4/011o0312_0.36280398_20va0109_1.7188471_205c010n_-1.7188471_01ro0301_-0.36280398.wav
